,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7612903225806451,0.7593551620447712,0.7609243697478991,0.7598509275155982,0.826890756302521
XGBoost,0.7677419354838709,0.7658045977011494,0.7642857142857142,0.7649140546006066,0.8342857142857143
LightGBM,0.7419354838709677,0.739604462474645,0.7382352941176471,0.7387933940006741,0.8290756302521008
GradientBoosting,0.7290322580645161,0.7264705882352941,0.7264705882352941,0.7264705882352941,0.7559663865546219
LogisticRegression,0.5161290322580645,0.6042378673957621,0.5512605042016807,0.46480364624096493,0.5494117647058824
