,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7483870967741936,0.7460397708122684,0.7453781512605042,0.745677142496529,0.8341176470588234
XGBoost,0.7612903225806451,0.7594979647218454,0.7571428571428571,0.758027087464664,0.8142857142857143
LightGBM,0.7161290322580646,0.7134453781512605,0.7134453781512605,0.7134453781512605,0.784873949579832
GradientBoosting,0.6709677419354839,0.6687270297360508,0.6697478991596639,0.6689837108998786,0.7194957983193278
LogisticRegression,0.5161290322580645,0.6042378673957621,0.5512605042016807,0.46480364624096493,0.5509243697478992
