,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7741935483870968,0.7723020380888741,0.7739495798319328,0.772831958460701,0.8445378151260503
XGBoost,0.7354838709677419,0.7330650570087189,0.7336134453781513,0.7333081539300852,0.8332773109243699
LightGBM,0.7612903225806451,0.7594979647218454,0.7571428571428571,0.758027087464664,0.8381512605042016
GradientBoosting,0.7419354838709677,0.7402402402402403,0.7420168067226891,0.7406291834002677,0.7484033613445378
LogisticRegression,0.5161290322580645,0.6042378673957621,0.5512605042016807,0.46480364624096493,0.5494117647058824
