,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7483870967741936,0.7460596914822267,0.7466386554621849,0.7463175122749591,0.824201680672269
XGBoost,0.7290322580645161,0.7273106439773106,0.7289915966386554,0.7276606425702812,0.8107563025210085
LightGBM,0.7354838709677419,0.7330650570087189,0.7336134453781513,0.7333081539300852,0.8164705882352942
GradientBoosting,0.6258064516129033,0.6238738738738738,0.6247899159663866,0.6239123159303882,0.629327731092437
LogisticRegression,0.535483870967742,0.6164641203703703,0.5676470588235294,0.4967532467532467,0.542016806722689
