,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7032258064516129,0.7008928571428572,0.6966386554621848,0.6976763907734057,0.7919327731092436
XGBoost,0.7354838709677419,0.7330650570087189,0.7336134453781513,0.7333081539300852,0.7714285714285714
LightGBM,0.7548387096774194,0.7532345931222335,0.75,0.7510987153482083,0.7754621848739496
GradientBoosting,0.7290322580645161,0.7265043948613928,0.7252100840336134,0.7257330637007078,0.7788235294117647
LogisticRegression,0.7161290322580646,0.714381047714381,0.7159663865546219,0.7146921017402945,0.7880672268907563
