,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7354838709677419,0.7337606837606838,0.7298319327731092,0.731005291005291,0.8136134453781513
XGBoost,0.7225806451612903,0.7200644504748983,0.7180672268907562,0.7187882367832581,0.814453781512605
LightGBM,0.7032258064516129,0.7008928571428572,0.6966386554621848,0.6976763907734057,0.7905882352941177
GradientBoosting,0.6838709677419355,0.6818102546215556,0.6752100840336135,0.676105590856753,0.7416806722689075
LogisticRegression,0.45161290322580644,0.22580645161290322,0.5,0.3111111111111111,0.46
