,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.07234508221913506,0.039058328,228,0.03298944419872455,0.0
의무보유확약비율,0.12457646245300778,0.09436594,344,0.12965479429912682,0.0
(확정)공모가격,0.06542566476757501,0.05562891,358,0.08095249246872949,0.0
청약경쟁률,0.15507311581104283,0.1609501,384,0.2584326811315352,0.0
공모후 발행주식수,0.03365874715852785,0.039898302,299,0.038502196271268156,0.0064516129032258455
최대주주 소유주 비율,0.03876633356130044,0.027507458,301,0.03522851601103845,0.0
최대주주 보호예수 기간,0.014841121712088816,0.03710629,43,0.007294231665942143,0.0
보호예수 비율,0.06762435265676946,0.05448534,362,0.07562624967570199,0.0
총부채,0.038621686778092766,0.03266841,203,0.02406876826883308,0.005806451612903241
자본금,0.035665959822329577,0.038056623,176,0.03335162658741733,0.0038709677419355047
영업이익,0.04916545485983397,0.05161597,260,0.0603309473999346,0.07548387096774198
매출액,0.03390157030723151,0.031066928,203,0.011978884309197546,-0.017419354838709655
기업경기실사지수(BSI),0.02532662022601821,0.031235801,129,0.007321243532947835,0.0
생산자물가 상승률 (PPI),0.030369552888728456,0.03056945,112,0.021782128511805384,0.0
소비심리지수(CSI),0.026252777159255895,0.030298837,110,0.006339982719810378,0.0
소비자물가 상승률 (CPI),0.039736143310830405,0.043165635,139,0.04858510037024756,0.0
수출입 물량지수,0.02674853230206506,0.041635636,181,0.05451554489441331,0.0
외환보유액,0.03045922290878594,0.04211454,148,0.029770304836622564,0.0
원달러 환율,0.02399232134421101,0.031910203,142,0.011667307292102415,0.0
통화량 (M2),0.026572424711447648,0.03294426,134,0.015721832095263677,0.0
기준금리,0.008711589347262502,0.01959176,27,0.0026576265448125607,0.0
국고채 금리 스프레드,0.03216526369445976,0.034125235,145,0.01322809691452494,0.0
