,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.07746722445378215,0.07335099,354,0.03472652895911382,0.0
의무보유확약비율,0.12155736183718989,0.09920653,425,0.12924395058909083,0.0
(확정)공모가격,0.06288324315019182,0.06357028,439,0.09081778707466465,0.0
청약경쟁률,0.1653251309539422,0.11970831,513,0.25061876618071427,0.0
공모후 발행주식수,0.03559206777770753,0.03745052,292,0.044521444047791826,0.0064516129032258455
최대주주 소유주 비율,0.040336681822034,0.029690862,322,0.021998120934689003,0.0
최대주주 보호예수 기간,0.014235550070400324,0.032743637,53,0.006166783528654305,0.0
보호예수 비율,0.06931145873025503,0.06845381,505,0.08845684424597275,0.0
총부채,0.03642942112088099,0.047006737,221,0.023305432623280616,0.005806451612903241
자본금,0.03542709037873904,0.051406305,250,0.057448834140872394,0.0038709677419355047
영업이익,0.047444236925427354,0.064189106,180,0.04583866594303237,0.07548387096774198
매출액,0.03391741048207062,0.037820946,223,0.0157599981873264,-0.017419354838709655
부채비율,0.03374792980854419,0.042720314,210,0.023788493200338302,0.0
유동비율,0.03723472466168685,0.045566436,281,0.025948062720183903,0.0
영업이익률,0.040551789099235715,0.042056512,240,0.030329235605236204,0.0
당기순이익률,0.03672381069875123,0.03564929,151,0.011640378950325634,0.0
ROE,0.03507382597060145,0.030135028,280,0.02142005136818494,0.0
EPS,0.04113237587425576,0.04292062,199,0.048152249435195166,0.0
EV/영업이익,0.035608666184303805,0.036353745,290,0.029818372265332724,0.0
