,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.08125165038939956,0.027353235,196,0.04610493340011868,0.0
의무보유확약비율,0.12659349826323152,0.092847705,254,0.13693320138105838,0.0
(확정)공모가격,0.06622729244628163,0.080210805,260,0.07549098091989102,0.0
청약경쟁률,0.15638839777582128,0.13884938,267,0.26629798596054355,0.0
공모후 발행주식수,0.036000224290980674,0.037539743,218,0.0529682962590241,-0.009677419354838724
최대주주 소유주 비율,0.04128323231726988,0.038910702,204,0.030988584020580988,0.0
최대주주 보호예수 기간,0.014554301568510019,0.024633508,23,0.012025490108085929,0.0
보호예수 비율,0.07139234924785616,0.048065882,252,0.07105484623151645,0.0
총부채,0.039471686936580576,0.040429577,146,0.02641263672033603,0.015483870967741948
자본금,0.036195129762106905,0.03175479,133,0.02908676571136925,0.006451612903225823
영업이익,0.053105543174059265,0.044008143,222,0.05844723557096618,0.06129032258064515
매출액,0.036145221307366276,0.0320291,152,0.01879461113321191,-0.03354838709677419
기업경기실사지수(BSI),0.02234738198665414,0.027284881,67,0.007348166559677925,0.0
소비심리지수(CSI),0.03379419434445841,0.041875858,122,0.050310364802189825,0.0
수출입 물량지수,0.03177574213493141,0.047123183,115,0.02775765608782174,0.0
외환보유액,0.03865891522292953,0.03989252,107,0.032984178089586376,-0.0006451612903225878
원달러 환율,0.036214838543981394,0.033835877,108,0.016089248245945844,0.0
통화량 (M2),0.03421644895272305,0.054471027,55,0.016675891836772278,0.007096774193548377
기준금리,0.01559429035628981,0.07021159,29,0.003958528002083461,0.0
국고채 금리 스프레드,0.02878966097856847,0.04867245,83,0.02027039895922009,0.0
