,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.05883525366306485,0.061840266,77,0.0235590992152551,0.0
의무보유확약비율,0.11184946747679562,0.056716572,127,0.1198442848631369,0.0
(확정)공모가격,0.05810237863992002,0.04734323,130,0.06744089823221529,0.0
청약경쟁률,0.14814655858025597,0.09040701,128,0.247709058463453,0.0
공모후 발행주식수,0.028188302958820435,0.02540407,96,0.03029678295663291,-0.009677419354838724
최대주주 소유주 비율,0.03087321174882625,0.021309428,93,0.006284805578432223,0.0
최대주주 보호예수 기간,0.00833726082637889,0.02865187,8,0.002424819889535379,0.0
보호예수 비율,0.05972750194854117,0.041890528,116,0.048063893638339336,0.0
총부채,0.027773686481375775,0.027753409,36,0.011911363767846092,0.015483870967741948
자본금,0.02598867565653172,0.0228207,42,0.023413955431388363,0.006451612903225823
영업이익,0.03303552272417241,0.05631887,66,0.0350297225582167,0.06129032258064515
매출액,0.027480158182893653,0.026071254,66,0.019224254689655336,-0.03354838709677419
부채비율,0.027550883887606303,0.023734389,41,0.02028692372166155,0.0
유동비율,0.02922948288675856,0.027858265,69,0.027394699849577358,0.0
영업이익률,0.025995432402140924,0.028565783,53,0.035075032363911324,0.0
당기순이익률,0.02640409203193521,0.032303274,48,0.010637101726596236,0.0
ROE,0.026613491942740746,0.027324872,67,0.027515804879614993,0.0
EPS,0.030633318580692924,0.040372536,64,0.04748031437464655,0.0
EV/영업이익,0.023994421299894503,0.026246099,74,0.018392531228550578,0.0
기업경기실사지수(BSI),0.0166230326617833,0.024363296,27,0.008059735002013192,0.0
소비심리지수(CSI),0.02474768154355393,0.042901564,59,0.04415730577208795,0.0
수출입 물량지수,0.026784499322004326,0.016131677,43,0.020629930870076495,0.0
외환보유액,0.03379604100813412,0.04901336,52,0.029599500033567226,-0.0006451612903225878
원달러 환율,0.025017007438259044,0.047031272,47,0.02607814666963734,0.0
통화량 (M2),0.029183938725106905,0.04808001,17,0.008193310877405775,0.007096774193548377
기준금리,0.012216587619221436,0.029874042,14,0.001800545777405397,0.0
국고채 금리 스프레드,0.022872109762591086,0.029672304,27,0.03949617756914138,0.0
