,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06900674152157622,0.05993456,187,0.04093462829204676,0.0
의무보유확약비율,0.1260966089745544,0.103098065,254,0.0997775863649525,0.0
(확정)공모가격,0.06357914642991341,0.05895042,218,0.056534947530136236,0.0
청약경쟁률,0.15781008521829826,0.15008457,284,0.24923219823574574,0.0
공모후 발행주식수,0.029980329280348297,0.036085308,197,0.025947426793355353,0.0064516129032258455
최대주주 소유주 비율,0.03991939242444297,0.029027646,208,0.027845269970674828,0.0
최대주주 보호예수 기간,0.014317623790209311,0.026789537,34,0.013000631996926202,0.0
보호예수 비율,0.06436093798019829,0.053123627,248,0.08848854186801085,0.0
총부채,0.03824322375086557,0.033764616,133,0.02742940972027604,0.005806451612903241
자본금,0.03512641775987509,0.029626444,148,0.0316695045835191,0.0038709677419355047
영업이익,0.04551521367521882,0.044870693,188,0.07258127088391611,0.07548387096774198
매출액,0.034066190090916805,0.032411244,167,0.01890109053232244,-0.017419354838709655
기업경기실사지수(BSI),0.02917779060125099,0.038794834,95,0.040505137418830384,0.0
생산자물가 상승률 (PPI),0.029264725908655566,0.03331956,116,0.018437784421118163,0.0
소비심리지수(CSI),0.025867623510912558,0.03286985,96,0.021170934494632695,0.0
소비자물가 상승률 (CPI),0.03362800971557762,0.03525348,113,0.0538234287508764,0.0
수출입 물량지수,0.031084052187321968,0.031406168,99,0.025791589140110628,0.0
외환보유액,0.030681274246276674,0.036830824,103,0.011105218566913731,0.0
원달러 환율,0.037062631093979934,0.046910573,134,0.042707817297713245,0.0
통화량 (M2),0.026445907113664312,0.029232258,96,0.021188092675624964,0.0
기준금리,0.01060994321844632,0.026526986,6,0.004042858211245327,0.0
국고채 금리 스프레드,0.028156131507496563,0.031088699,105,0.008884632251052281,0.0
