,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.05810391788328016,0.03267503,138,0.01720778395995088,0.0
의무보유확약비율,0.09342139695899296,0.075167194,244,0.09156632661489865,0.0
(확정)공모가격,0.04669890658576934,0.042889595,205,0.06503721841173447,0.0
청약경쟁률,0.1285933439175436,0.10751056,243,0.22729930121422381,0.0
공모후 발행주식수,0.01987671855845996,0.023044981,132,0.02471120607968792,-0.012903225806451635
최대주주 소유주 비율,0.02080360522218183,0.020358082,115,0.02563306906671414,0.0
최대주주 보호예수 기간,0.005939267829951363,0.016773665,26,0.000956163593676306,0.0
보호예수 비율,0.04482091952380692,0.030922398,220,0.020277352714981205,0.0
총부채,0.018950345016834055,0.018799817,94,0.02235718546439192,0.012903225806451623
자본금,0.017080181518795458,0.01849914,90,0.02043998884746871,0.007096774193548405
영업이익,0.030353528530871983,0.030860404,82,0.03284024058447055,0.06129032258064515
부채비율,0.0205076735567484,0.017949702,88,0.019754220105244972,0.0
유동비율,0.018578797561162805,0.017994776,114,0.013030350805351015,0.0
당기순이익률,0.02302276658443799,0.018064734,80,0.015907675705561793,0.0
ROE,0.01787008048187961,0.018878704,86,0.01288502064025758,0.0
EPS,0.02213380569098649,0.02613202,88,0.02146852089841787,0.0
EV/영업이익,0.017630099230439168,0.021573365,82,0.018926369206135933,0.0
부채비율 변화율,0.018716683856940527,0.023738032,112,0.05051899434926037,0.0
유동비율 변화율,0.01895840598372864,0.020622315,122,0.02976216682255148,0.0
영업이익률 변화율,0.024110887714131314,0.029723948,129,0.008009474857293069,0.0
당기순이익률 변화율,0.01793637760204442,0.023596613,100,0.04242156763925601,0.0
매출액 변화율,0.016078934538812026,0.015625173,84,0.006770202080082176,-0.034193548387096775
ROE 변화율,0.018099545855220382,0.021124031,139,0.018503332412804795,0.0
EPS 변화율,0.02121658525179926,0.028077923,104,0.017254567459777933,0.0
EV/영업이익 변화율,0.014923216042569394,0.018251987,73,0.0015738616401819105,0.0
DLR,0.012355035358960832,0.019108856,62,0.009996754459659234,0.0
PPI (%),0.04800494307082293,0.032798253,55,0.025269067771030725,0.0
기업경기실사지수(BSI),0.011653712800227867,0.020032335,31,0.0014208889553294253,0.0
소비심리지수(CSI),0.016841106552189823,0.025553271,86,0.0253089462293763,0.0
외환보유액,0.02747571287296876,0.027989903,100,0.025772819045770192,-0.0006451612903225878
원달러 환율,0.02013757662659674,0.022138737,67,0.011260725306423405,0.0
통화량 (M2),0.023084448636148593,0.02312774,31,0.0057562163525000905,0.005806451612903213
기준금리,0.008440180550739943,0.02179278,19,0.0029341232907260117,0.0
국고채 금리 스프레드,0.015771604847266876,0.018322159,51,0.006778792355525322,0.0
무역수지,0.016764881483635516,0.020704456,101,0.008494130927923144,0.0
KOSPI_1001,0.02391775844923461,0.027515324,138,0.013525480592657181,0.0
산업코스피,0.021127047253819486,0.022062048,124,0.03836989353870355,0.0
