,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06893188501672516,0.034840573,167,0.013353608388635634,0.0
의무보유확약비율,0.11340879061411495,0.084154464,243,0.10714092819765782,0.0
(확정)공모가격,0.05609701785184976,0.05211104,242,0.0842530726021619,0.0
청약경쟁률,0.13616187939790522,0.13033089,281,0.24382392359721589,0.0
공모후 발행주식수,0.026278309820151606,0.03071707,143,0.015962464934239598,0.002580645161290351
최대주주 소유주 비율,0.030875285742313057,0.024789192,131,0.029179334681823006,0.0
최대주주 보호예수 기간,0.008330847266507542,0.018839065,25,0.0028514576917988968,0.0
보호예수 비율,0.05404284140813152,0.03909954,235,0.03739432130041035,0.0
총부채,0.02665929215020894,0.024995355,83,0.03713079019557706,0.0051612903225806694
자본금,0.026722837791885362,0.027827257,95,0.024163062853194688,0.005161290322580658
영업이익,0.03268246109253597,0.041276716,95,0.03563734532318938,0.0774193548387097
부채비율,0.023796975075166534,0.025401246,91,0.014642188554970906,0.0
유동비율,0.026510725333093756,0.0256313,131,0.018391492096437038,0.0
당기순이익률,0.025153931934870963,0.027050454,86,0.018276751549445792,0.0
ROE,0.023787577275606923,0.027449347,92,0.014116686680873913,0.0
EPS,0.026266535678553027,0.031050365,98,0.02050484547657958,0.0
EV/영업이익,0.02399825566022499,0.03113421,96,0.012921773947278179,0.0
부채비율 변화율,0.0237604702306843,0.033087015,140,0.05766963518064425,0.0
유동비율 변화율,0.02575441351557506,0.029055486,145,0.039603337989428146,0.0
영업이익률 변화율,0.025431942426223212,0.038204916,144,0.017136686704439,0.0
당기순이익률 변화율,0.025022789858119544,0.029222311,124,0.04573963375627152,0.0
매출액 변화율,0.02171331082006404,0.02278986,96,0.007992139673573304,-0.009677419354838679
ROE 변화율,0.02388603190119771,0.027198493,156,0.038925683764491466,0.0
EPS 변화율,0.030234782698671078,0.04020213,133,0.024202076854481138,0.0
EV/영업이익 변화율,0.020184371954031947,0.025019899,85,0.0037127578042576923,0.0
DLR,0.016461653215981694,0.026314449,64,0.003515011189465343,0.0
PPI (%),0.05784478426960612,0.05220736,78,0.03175898901145859,0.0
