,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.10867682080084033,0.06799681,205,0.06919908011094593,0.0
의무보유확약비율,0.15525432490327853,0.13775396,235,0.13939638110103778,0.0
(확정)공모가격,0.09400349023547594,0.093041055,216,0.08494815591296978,0.0
청약경쟁률,0.19304877463708678,0.22038072,216,0.28778237261546735,0.0
공모후 발행주식수,0.05021614705701839,0.06443817,225,0.04675224390329174,0.0064516129032258455
최대주주 소유주 비율,0.05967930624379089,0.04586338,211,0.04091030905135092,0.0
최대주주 보호예수 기간,0.020137638529265936,0.046073463,26,0.02018196332751879,0.0
보호예수 비율,0.08927424227664084,0.08295854,236,0.11853517842243964,0.0
총부채,0.05744191087534415,0.057586197,158,0.03830711721458443,0.005806451612903241
자본금,0.05259427535497905,0.05740694,136,0.03813843685905928,0.0038709677419355047
영업이익,0.07135344570914473,0.07518177,209,0.09212970568297359,0.07548387096774198
매출액,0.048319623377134295,0.05131896,164,0.023719055798360783,-0.017419354838709655
