,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06257358162437829,0.045747824,162,0.015341830856421223,0.0
의무보유확약비율,0.10330822826217047,0.07626295,304,0.09139199754768958,0.0
(확정)공모가격,0.046441626207708975,0.044667486,292,0.05724537042090272,0.0
청약경쟁률,0.1313440419542483,0.10571211,353,0.25477165968598303,0.0
공모후 발행주식수,0.020443832246766408,0.025384469,91,0.0175303308305459,-0.009677419354838724
최대주주 소유주 비율,0.023805465488439436,0.020089177,121,0.018708278918734386,0.0
최대주주 보호예수 기간,0.00699783093489491,0.012878951,25,0.002965851558251801,0.0
보호예수 비율,0.04642397752454066,0.038036745,211,0.04046592789564904,0.0
총부채,0.02164804752702686,0.025021957,67,0.018971616576609084,0.015483870967741948
자본금,0.019857597114240302,0.023738094,66,0.0103180255547766,0.006451612903225823
영업이익,0.03072250311734543,0.040232055,95,0.04322262318943715,0.06129032258064515
매출액,0.02164328155643175,0.024811396,87,0.0056619690756164855,-0.03354838709677419
부채비율,0.020218872503340497,0.025435321,80,0.015097940202153479,0.0
유동비율,0.022544105830205916,0.023906339,73,0.017061787750891642,0.0
영업이익률,0.02128913849761744,0.028463814,56,0.030970370147291565,0.0
당기순이익률,0.02296123180955306,0.028651994,67,0.03100208274215661,0.0
ROE,0.023363204205632378,0.024461975,93,0.014946097225874313,0.0
EPS,0.02498470661284584,0.026077848,58,0.02387293084413201,0.0
EV/영업이익,0.01782907680699386,0.022321088,80,0.028776174806315828,0.0
기업경기실사지수(BSI),0.013925680981778928,0.022265654,53,0.007552754343616103,0.0
소비심리지수(CSI),0.02074331544327142,0.024877947,109,0.031971837881438134,0.0
수출입 물량지수,0.018416603275281135,0.023770403,100,0.019824381398855066,0.0
외환보유액,0.025229103854026297,0.038134106,135,0.026542358124286635,-0.0006451612903225878
원달러 환율,0.023780450905010266,0.027294988,83,0.0031564763071884965,0.0
통화량 (M2),0.024667149689607974,0.020416489,22,0.003792166940035379,0.007096774193548377
기준금리,0.010859811750643407,0.015515613,20,0.0018036459137057963,0.0
국고채 금리 스프레드,0.0198240451289989,0.024032468,54,0.007931803541916133,0.0
KOSPI_1001,0.0322594684451016,0.032833435,119,0.02406064383964796,0.0
산업코스피,0.022854981671210136,0.026146073,93,0.03302635386368473,0.0
대표매매감정점수,0.052606829747596735,0.041249618,201,0.06994065856574125,0.0
호황,0.02306956189058752,0.021645674,113,0.011959504838007035,0.0
불황,0.023362647392504935,0.01991597,96,0.020114548612444768,0.0
