,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8,0.7805520438263801,0.7510369532428356,0.7619047619047619,0.8682126696832579
XGBoost,0.7741935483870968,0.7445482866043613,0.7368024132730016,0.7402939346067308,0.8489819004524887
LightGBM,0.7806451612903226,0.7550872093023255,0.7316176470588236,0.7404452324665091,0.8493589743589745
LogisticRegression,0.6774193548387096,0.8376623376623377,0.5098039215686274,0.42233154442456766,0.4364630467571644
GradientBoosting,0.7935483870967742,0.7667500962649211,0.7612179487179487,0.7638095238095238,0.8578431372549019
