,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7935483870967742,0.7769672855879752,0.736236802413273,0.7494949494949494,0.8646304675716441
XGBoost,0.7677419354838709,0.7371946414499606,0.726998491704374,0.7314208702348864,0.8320135746606335
LightGBM,0.7419354838709677,0.707065845206007,0.7027714932126696,0.7047619047619047,0.8297511312217194
LogisticRegression,0.7612903225806451,0.7568897637795275,0.6722285067873304,0.6857362047235465,0.8604826546003016
GradientBoosting,0.7741935483870968,0.7478929624947324,0.7218137254901961,0.7311827956989247,0.8618024132730014
