,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7612903225806451,0.7352676563202879,0.697209653092006,0.7084244242208552,0.8647247360482655
XGBoost,0.7870967741935484,0.7621826371826372,0.741421568627451,0.7495716034271727,0.8550150829562595
LightGBM,0.7870967741935484,0.7606701236537694,0.7464177978883861,0.7524321184841005,0.8552036199095022
LogisticRegression,0.7677419354838709,0.7454191479615209,0.7020173453996983,0.7143734643734644,0.8725490196078431
GradientBoosting,0.7806451612903226,0.7535353535353535,0.7366138763197587,0.7434774143302181,0.8593514328808447
