,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7806451612903226,0.7598364279398762,0.7216251885369533,0.7338383838383838,0.8495475113122172
XGBoost,0.7419354838709677,0.707065845206007,0.7027714932126696,0.7047619047619047,0.8425716440422323
LightGBM,0.7870967741935484,0.7606701236537694,0.7464177978883861,0.7524321184841005,0.8459653092006033
LogisticRegression,0.6774193548387096,0.8376623376623377,0.5098039215686274,0.42233154442456766,0.4364630467571644
GradientBoosting,0.7806451612903226,0.7518290335001925,0.746606334841629,0.7490476190476191,0.8610482654600302
