,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8,0.7922502334267041,0.7360482654600302,0.752332354002371,0.8585972850678733
XGBoost,0.7806451612903226,0.7631699496106276,0.7166289592760181,0.7302416052416052,0.8540723981900453
LightGBM,0.7870967741935484,0.7642225031605563,0.7364253393665159,0.7465437788018433,0.861236802413273
GradientBoosting,0.7096774193548387,0.6757756132756133,0.6837292609351433,0.678882187744579,0.7801659125188537
LogisticRegression,0.6709677419354839,0.33548387096774196,0.5,0.4015444015444015,0.525075414781297
