,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8129032258064516,0.8049932523616734,0.755656108597285,0.7714677919568864,0.888103318250377
XGBoost,0.8064516129032258,0.7903294822421909,0.7558446455505279,0.7681491822895892,0.8580316742081447
LightGBM,0.8,0.778050778050778,0.7560331825037707,0.7647490820073439,0.8719834087481146
GradientBoosting,0.7548387096774194,0.7219267139479906,0.7123868778280543,0.7164998074701578,0.7517911010558069
LogisticRegression,0.6709677419354839,0.33548387096774196,0.5,0.4015444015444015,0.5256410256410257
