,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8387096774193549,0.863694105691057,0.7698906485671191,0.7943315110662916,0.9043174962292609
XGBoost,0.8,0.7922502334267041,0.7360482654600302,0.752332354002371,0.8844268476621419
LightGBM,0.7870967741935484,0.7606701236537694,0.7464177978883861,0.7524321184841005,0.8799019607843137
GradientBoosting,0.7419354838709677,0.7087495375508694,0.71276395173454,0.710604929051531,0.7307692307692307
LogisticRegression,0.6709677419354839,0.33548387096774196,0.5,0.4015444015444015,0.5256410256410257
