,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8064516129032258,0.8107302533532041,0.7358597285067874,0.7550568900126422,0.8655731523378581
XGBoost,0.7677419354838709,0.7427055702917772,0.7070135746606334,0.7181818181818181,0.8504901960784313
LightGBM,0.8129032258064516,0.8005434782608696,0.7606523378582202,0.7744492949972401,0.8744343891402714
GradientBoosting,0.8193548387096774,0.806910569105691,0.7704562594268476,0.7836059034702831,0.8776395173453997
LogisticRegression,0.6709677419354839,0.33548387096774196,0.5,0.4015444015444015,0.525075414781297
