,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.7870967741935484,0.7621826371826372,0.741421568627451,0.7495716034271727,0.8396493212669683
XGBoost,0.7612903225806451,0.7331521739130435,0.7022058823529411,0.7122284108585478,0.8425716440422324
LightGBM,0.7612903225806451,0.7331521739130435,0.7022058823529411,0.7122284108585478,0.8414404223227753
GradientBoosting,0.7354838709677419,0.7,0.6979638009049773,0.6989435785683831,0.8305052790346908
LogisticRegression,0.6709677419354839,0.33548387096774196,0.5,0.4015444015444015,0.42251131221719457
