,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.832258064516129,0.8283598585322722,0.7800716440422323,0.7964646464646465,0.8873491704374057
XGBoost,0.7935483870967742,0.7857142857142858,0.7262443438914028,0.7425249169435215,0.8572775263951734
LightGBM,0.7870967741935484,0.7606701236537694,0.7464177978883861,0.7524321184841005,0.850867269984917
GradientBoosting,0.7290322580645161,0.693156108597285,0.693156108597285,0.693156108597285,0.7452865761689291
LogisticRegression,0.6774193548387096,0.8376623376623377,0.5098039215686274,0.42233154442456766,0.4417420814479638
