,Accuracy,Precision,Recall,F1-score,ROC AUC
RandomForest,0.8064516129032258,0.7986715529088411,0.7458521870286576,0.761977886977887,0.888103318250377
XGBoost,0.8193548387096774,0.7965922217943782,0.7904411764705883,0.7933333333333333,0.9027149321266968
LightGBM,0.8193548387096774,0.7965922217943782,0.7904411764705883,0.7933333333333333,0.8863122171945701
GradientBoosting,0.8258064516129032,0.8097870597870598,0.7852564102564102,0.7951040391676867,0.8944193061840121
LogisticRegression,0.6774193548387096,0.8376623376623377,0.5098039215686274,0.42233154442456766,0.44381598793363497
