date,KOSPI_1001,KOSPI_1005,KOSPI_1008,KOSPI_1011,KOSPI_1012,KOSPI_1013,KOSPI_1014,KOSPI_1015,KOSPI_1017,KOSPI_1018,KOSPI_1020,KOSPI_1021,KOSPI_1024,KOSPI_1026,KOSPI_1035,KOSPI_1155,KOSPI_1156,year_key
2014-01-02,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-03,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-06,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-07,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-08,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-09,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-10,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-13,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-14,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-15,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-16,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-17,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-20,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-21,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-22,0.1641935959414198,-1.0689780080316624,0.30429176643949063,-1.8595154894185173,3.1063090874011046,1.858700186757023,9.390053036461875,2.230777364815917,0.665922967529875,-0.7422454879287388,-2.7868259138617457,-3.1367740497157515,0.09474025931004437,-0.8299353746730187,-0.44144485790809096,0.4484670027342208,-4.122315716826385,0.0
2014-01-23,0.07450645893922747,-0.18836333193804622,0.7015073732638877,-2.7770120736231085,3.5248323305514306,0.5493190405750692,7.979052998108194,2.1288106144368824,0.41901954567655775,0.8508946322067557,-3.5340314136125484,-2.297226463684232,0.054671040349885125,0.40092310099351103,-0.6289723384207302,0.17136433428384112,-3.1436595141369206,0.0
2014-01-24,-0.6512123197903064,-0.9573516962004036,-1.3446339717599676,-2.0624518118735558,2.559677574952035,0.1786973672050829,5.996400745948116,0.142975216323471,-2.886337389324989,2.161454069101043,-5.363233030513381,-1.7866502586540767,0.37985557434701,-0.08893058528052222,-1.3984050655595603,-0.8537392004036803,-2.4385592065827466,0.0
2014-01-27,-2.5058179888131416,-1.3448441906858344,-3.956556045026971,-3.2802378232236418,0.8146247594611911,-1.349894894792747,4.323756436915516,-2.3337976936769533,-5.161606349680781,0.14693877551021917,-7.432718475960076,-2.9802382365022084,-1.2151098002842642,-2.382396088019556,-2.9998210130660397,-3.6139836603968134,-3.265915346378745,0.0
2014-01-28,-2.1455261975742212,-1.461017539600007,-3.053022124607574,-3.2611306854580357,2.3218764464633557,-1.2626541218095588,6.527097661623116,-0.874698729926604,-4.320700096496177,-1.0226266205008439,-3.6924755957072675,-3.8465915557073016,-1.7204746505599111,-2.259606007411752,-2.3865349187740748,-3.1587291908043214,-4.370190470992741,0.0
