latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,date,,,,,,,,,
0.07092502,0.12789722,0,0,0,0,0.04776542,0.174787,0.08236306,0.043820255,0,0.085554875,0,0.11257027,0,0.10971268,0.014022196,0,0.00923169,0.043634422,2014-04-10,,,,,,,,,
0.07287171,0.13147558,0,0,0,0,0.050364446,0.17743154,0.08480991,0.042986915,0,0.08801479,0,0.11225392,0,0.11239927,0.013670406,0,0.008077677,0.045254897,2014-04-11,,,,,,,,,
0.062286913,0.12948027,0,0,0,0,0.04268708,0.18846391,0.08682121,0.04348352,0,0.08501088,0,0.11991424,0,0.11234931,0.011435462,0,0.006086756,0.045081787,2014-04-14,,,,,,,,,
0.06425754,0.13077353,0,0,0,0,0.0480664,0.18777108,0.08334692,0.042139575,0,0.08626924,0,0.11886263,0,0.1135676,0.012019401,0,0.006513432,0.046142317,2014-04-15,,,,,,,,,
0.072904095,0.13599941,0,0,0,0,0.055046115,0.18368107,0.08676384,0.038884386,0,0.09227122,0,0.1110661,0,0.1153952,0.014433079,0,0.007135548,0.050222374,2014-04-16,,,,,,,,,
0.0753533,0.13739932,0,0,0,0,0.051862985,0.18120761,0.08599997,0.04045242,0,0.09127688,0,0.11623631,0,0.11491177,0.013026621,0,0.008510027,0.049180992,2014-04-17,,,,,,,,,
0.07758467,0.1397655,0,0,0,0,0.05133279,0.18371193,0.08705982,0.041018996,0,0.09187054,0,0.11517406,0,0.115454435,0.011977502,0,0.013687938,0.051590107,2014-04-18,,,,,,,,,
0.07887179,0.1401012,0,0,0,0,0.05683242,0.17930672,0.087726004,0.03905017,0,0.09615754,0,0.10995645,0,0.11479537,0.015176046,0,0.011018842,0.05476123,2014-04-21,,,,,,,,,
0.07390245,0.13752078,0,0,0,0,0.06076895,0.17795411,0.08339354,0.03877718,0,0.094858676,0,0.10974162,0,0.11291973,0.014972589,0,0.006155953,0.05321329,2014-04-22,,,,,,,,,
0.07694055,0.14139712,0,0,0,0,0.058393523,0.17591791,0.086988166,0.038566533,0,0.09476812,0,0.109984145,0,0.1128928,0.015004826,0,0.005307015,0.053636692,2014-04-23,,,,,,,,,
0.08129337,0.14571515,0,0,0,0,0.056218684,0.17811544,0.09289734,0.037528902,0,0.09691892,0,0.10795421,0,0.113577716,0.013868569,0,0.006271474,0.05596582,2014-04-24,,,,,,,,,
0.085486956,0.14699198,0,0,0,0,0.05991613,0.1772914,0.09667311,0.036143623,0,0.09977504,0,0.10264164,0,0.115260996,0.015492185,0,0.008100987,0.059003152,2014-04-25,,,,,,,,,
0.08287458,0.14467233,0,0,0,0,0.058009636,0.18061028,0.09801846,0.03695295,0,0.09770771,0,0.10371271,0,0.11541034,0.014752237,0,0.009810023,0.057617813,2014-04-28,,,,,,,,,
0.08498025,0.14443463,0,0,0,0,0.05877684,0.17866737,0.09954759,0.036372736,0,0.0978151,0,0.10222968,0,0.11651954,0.014548116,0,0.011744771,0.059449784,2014-04-29,,,,,,,,,
0.08328896,0.14237499,0,0,0,0,0.058871344,0.17802532,0.097195916,0.037152663,0,0.09540204,0,0.10408952,0,0.11689548,0.013446489,0,0.013117373,0.058932558,2014-04-30,,,,,,,,,
0.08023523,0.13983555,0,0,0,0,0.056007188,0.17707147,0.0931356,0.03842604,0,0.092619516,0,0.10907397,0,0.11600181,0.01109319,0,0.011144545,0.057492193,2014-05-02,,,,,,,,,
0.075339176,0.13470036,0,0,0,0,0.05758967,0.1718954,0.08549515,0.03934899,0,0.08927257,0,0.11372362,0,0.11447983,0.009674521,0,0.010448106,0.05668927,2014-05-07,,,,,,,,,
0.07677131,0.13610286,0,0,0,0,0.058037996,0.16921055,0.084680334,0.03871875,0,0.088262446,0,0.11316058,0.001588369,0.113747574,0.007252122,0,0.009891566,0.056688905,2014-05-08,,,,,,,,,
0.072207905,0.13213927,0,0,0,0,0.056384854,0.16601002,0.07802148,0.040602267,0,0.08379477,0,0.12005122,0.005803491,0.11192658,0.006034875,0,0.010470249,0.054384593,2014-05-09,,,,,,,,,
0.071280144,0.13189313,0,0,0,0,0.053902365,0.16985603,0.0750124,0.041466087,0,0.08050625,0,0.12329153,0.006436501,0.11134903,0.003511359,0,0.013032617,0.051388502,2014-05-12,,,,,,,,,
0.07357855,0.13635543,0,0,0,0,0.055363134,0.17387167,0.080889545,0.038095243,0,0.084071465,0,0.11515256,0.002056289,0.11316967,0.004641931,0,0.013038967,0.054072395,2014-05-13,,,,,,,,,
0.07557955,0.13906796,0,0,0,0,0.058838252,0.17396547,0.08404078,0.03674578,0,0.087329395,0,0.11092463,0,0.114804804,0.007107263,0,0.013624733,0.055990458,2014-05-14,,,,,,,,,
0.07409342,0.14030679,0,0,0,0,0.057578612,0.17544258,0.088133015,0.03763559,0,0.08764084,0,0.11137947,0.001022266,0.11761398,0.008493217,0,0.013255337,0.057120755,2014-05-15,,,,,,,,,
0.06812915,0.13995029,0,0,0,0,0.053630352,0.18173797,0.09030641,0.03924151,0,0.08585654,0,0.11650395,0.003682044,0.11939378,0.007311456,0,0.012991332,0.055472877,2014-05-16,,,,,,,,,
0.06362683,0.133837,0,0,0,0,0.057169512,0.17957239,0.081688166,0.039433997,0,0.08331917,0,0.1221392,0.009230507,0.11723973,0.008675016,0,0.009163547,0.050385855,2014-05-19,,,,,,,,,
0.06906896,0.14096346,0,0,0,0,0.05938676,0.18033262,0.08684024,0.03526299,0,0.08888149,0,0.115652636,0.005322885,0.1163599,0.010357938,0,0.005006261,0.05275449,2014-05-20,,,,,,,,,
0.07180617,0.14534295,0,0,0,0,0.061017893,0.18116604,0.09178641,0.03365234,0,0.092960164,0,0.111869015,0.004746716,0.11667848,0.010542569,0,0.000708494,0.054768465,2014-05-21,,,,,,,,,
0.07080795,0.14939149,0,0,0,0,0.056961678,0.18707451,0.102301694,0.03362041,0,0.09567088,0,0.11001308,0.002550595,0.11857567,0.010017623,0,0,0.057506345,2014-05-22,,,,,,,,,
0.0726348,0.15486325,0,0,0,0,0.062035967,0.18952641,0.11122481,0.032351732,0,0.102062315,0,0.1031736,0.000102823,0.12214422,0.01239985,0,0,0.06053928,2014-05-23,,,,,,,,,
0.07677947,0.15845828,0,0,0,0,0.06601426,0.18779573,0.11198798,0.033055093,0,0.10369233,0,0.101859234,0,0.124144025,0.012484384,0,0.002037596,0.064218335,2014-05-26,,,,,,,,,
0.08018031,0.16792852,0,0,0,0,0.07345976,0.18898314,0.121538624,0.031224437,0,0.114099406,0,0.093986355,0,0.12635992,0.0175469,0,0.000456519,0.065042846,2014-05-27,,,,,,,,,
0.0765722,0.16770755,0,0,0,0,0.072406605,0.19032772,0.12164371,0.03342228,0,0.11278161,0,0.09607199,0,0.12563393,0.016316976,0,0,0.06296759,2014-05-28,,,,,,,,,
0.072692156,0.16568062,0,0,0,0,0.070047565,0.1914334,0.114366256,0.03479633,0,0.10958073,0,0.101713724,0,0.12209391,0.012839789,0,0,0.06131825,2014-05-29,,,,,,,,,
0.06967737,0.16180877,0,0,0,0,0.06343092,0.19208544,0.11281533,0.03657529,0,0.10566206,0,0.106396206,0.001314237,0.12123443,0.009562127,0,0,0.060428265,2014-05-30,,,,,,,,,
0.06775259,0.15258467,0,0,0,0,0.060672972,0.19024882,0.09696601,0.039811008,0,0.0962317,0,0.116638154,0.002964821,0.11971535,0.006297299,0,0.00687002,0.055338904,2014-06-02,,,,,,,,,
0.06758305,0.13875435,0,0,0,0,0.05681267,0.18593833,0.08746821,0.042288464,0,0.08880689,0,0.12077564,0.004661983,0.118970394,0.004858635,0,0.009689473,0.04960155,2014-06-03,,,,,,,,,
0.06729322,0.12945998,0,0,0,0,0.06158933,0.18301158,0.078755766,0.04124038,0,0.08627649,0,0.11614282,0.006226657,0.11794403,0.006300236,0,0.00656236,0.043408595,2014-06-05,,,,,,,,,
0.06469344,0.118498996,0,0,0,0,0.06259836,0.1759611,0.07192664,0.04138619,0,0.08127989,0,0.114918694,0.011822151,0.11692121,0.008883465,0,0.00243317,0.03798315,2014-06-09,,,,,,,,,
0.062445536,0.11666905,0,0,0,0,0.06235755,0.1739934,0.07072114,0.039462235,0,0.080270745,0,0.108638845,0.016178278,0.11490163,0.008529355,0,0,0.036866274,2014-06-10,,,,,,,,,
0.061436877,0.11780252,0,0,0,0,0.055917334,0.17319146,0.07470311,0.03909561,0,0.08008943,0,0.107508905,0.017154709,0.11174733,0.007439064,0,0,0.0366119,2014-06-11,,,,,,,,,
0.052504838,0.11430299,0,0,0,0,0.044988602,0.17760007,0.07641093,0.041353263,0,0.076707214,0,0.11417266,0.01940717,0.10908621,0.005609861,0,0,0.03773374,2014-06-12,,,,,,,,,
0.05536417,0.1168075,0,0,0,0,0.04493093,0.17722625,0.079113305,0.04054093,0,0.07912903,0,0.11227345,0.017099833,0.11019045,0.005191185,0,0,0.04063087,2014-06-13,,,,,,,,,
0.055714168,0.116442375,0,0,0,0,0.041438803,0.17750633,0.08061293,0.04163702,0,0.07910003,0,0.113226525,0.013841373,0.10928278,0.005338095,0,0,0.041342217,2014-06-16,,,,,,,,,
0.05760832,0.11671335,0,0,0,0,0.044214338,0.17603414,0.07745819,0.042865634,0,0.07922722,0,0.112765476,0.013196142,0.11006605,0.004191304,0,0,0.042635597,2014-06-17,,,,,,,,,
0.062291235,0.118043825,0,0,0,0,0.04586178,0.17348439,0.07339038,0.043498337,0,0.07826731,0,0.11500382,0.01239652,0.11091931,0.003227694,0,0,0.04238594,2014-06-18,,,,,,,,,
0.070542865,0.11954788,0,0,0,0,0.05042769,0.16857964,0.073023684,0.041602653,0,0.08033114,0,0.11065826,0.007195538,0.11240254,0.003761919,0,0.000685878,0.04534924,2014-06-19,,,,,,,,,
0.06707132,0.11516948,0,0,0,0,0.05147133,0.1660213,0.06863783,0.04194877,0,0.0792546,0,0.11161013,0.010478227,0.11000645,0.004216885,0,0,0.04415064,2014-06-20,,,,,,,,,
0.06873627,0.11203901,0,0,0,0,0.056364506,0.16153184,0.06435002,0.040820755,0,0.080067985,0,0.10989976,0.007636193,0.10715483,0.005453885,0,0,0.041574728,2014-06-23,,,,,,,,,
0.06878027,0.112752855,0,0,0,0,0.05917368,0.15818882,0.06573118,0.040790506,0,0.081413925,0,0.10400752,0.007206452,0.10727945,0.005974494,0,0,0.045776684,2014-06-24,,,,,,,,,
