기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,산업군,섹터,호황,불황,산업코스피,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19
엔젤로보틱스,2024,Mar_24,1157,14.7,20000,2242,2024-03-26,14945381,18409365,4057060,11299622,1641354,6183488,0,-46191148,-4926381,-7817567,,3744252,-0.323462457,1.6292018440970857,-1.315718333,-2.087884843,0.1954017555638095,-0.523075792,-1.933559138,28.27,36,74.59,0.744319139,1.2701576895059572,1.9352041542028084,1.0239920315111584,3744251,-0.004870233,-0.068265707,-4.719838422,70,225,72,3.5,6661.9,118.82,100.7,113.95,6661.9,419251325,1330.69,3996216.6,2757.09,0.08,-0.197747,로봇,Growth,0.2459162860478121,-0.284656032,1324.8,0,0.17003518,0,0,0.042224035,0,0.0712571,0.10567733,0.22529738,0,0,0.13652918,0,0.05723071,0,0.13961463,0.04071355,0.005332753,0,0.007646801
엔젯,2022,Nov_22,42.15,13.65,10000,1,2022-11-18,10520785,20034393659,8676793383,2754929285,1711245935,4178892500,-39060978898,924826671,3040255874,2562242835,,11461520009,-0.131523428,7.2721988793262256,0.2652576509583965,0.2235517481964027,-0.075454935,243.5410318716712,7.974661616261053,3.61,1,64.47,0.066371835,3.7950470861295273,0.089514855,3.193950073768552,11461520008,-0.880856499,3082.4099422238933,-3.976546306,93.33,-62.5,76,3.25,-1976.8,116.75,86.4,109.07,-1976.8,416104905,1364.1,3801790.3,2444.48,0.02,0.554664,기계제조,Sensitive,0.257588,-0.287725642,974.89,0,0.101648636,0,0,0,0,0.078668155,0.08180609,0.15767498,0,0,0.12900643,0,0.09326545,0,0.11893159,0.015639935,0.026467148,0.044306617,0.023098396
엔지스테크널러지,2016,Jul_16,475.6,21.2,10000,563,2016-07-28,3127180,4147768456,3057898328,2033304998,326179284,1323085000,2425909547,0,1164584959,234141683,,1164584959,0.6293645542611135,2.039914552946965,1,0.2010516117270238,0.062454527,74.87310708050065,4.161295802893845,28.27,6,62.97,-0.141768119,0.1792036294533734,0.6585380858613183,-0.076028,1164584958,-0.436410846,-485.8360264,2.026949274767268,93.33,100,72,1.25,7491.1,95.1,101.6,95.431,7491.1,371383929,1144.09,2350603.7,2021.1,0.183,-0.469416,소프트웨어,Growth,0.2370705473817844,-0.268022053,1440,0,0.12423121,0,0,0.042665936,0,0.040246446,0.22360377,0.1402328,0,0,0.06812623,0,0.11030522,0.052713413,0.11773042,0,0,0,0.10339196
엔지켐생명과학,2018,Feb_18,258.68,13.25,56000,342,2018-02-21,7627597,22513565592,12575041154,7199250425,2751189873,3417687500,0,21720478948,-4788129388,-5014291085,,17046518581,0.3958299949434721,3.1272096764157222,-0.280886057,-0.294153382,-0.199469245,-657.3880457,-5.250101743,12.61,2,21.45,0.035567446,-1.075956966,0.004275045,-0.004182363,17046518580,0.035401016,172.70658727774946,-0.920616347,93.75,44,78,1.5,4314.5,99.92,109.8,98.855,4314.5,394798667,1079.58,2571190.2,2429.65,0.4929999999999999,-0.235324,의료/의약,Growth,0.2588274696317402,-0.288839314,3157.22,0,0.13607062,0,0,0.056624435,0,0.059227422,0.26282308,0.1383236,0,0,0.1276751,0,0.07574882,0.04319049,0.144546,0.038576692,0,0,0.0976555
엔켐,2021,Nov_21,1647.4,63,42000,1275,2021-11-01,15107973,1.18507E+11,1.15043E+11,86221882014,9219129895,6410769500,-10900489923,-583287869,-4162694769,-1294106235,,91568987853,-18.81349417,1.3744383231017605,-0.045459657,-0.014132582,0.2550964162705532,-85.65717155,-33.17772661,29.2,1,61.56,-4.50027051,-0.312072111,-0.135641591,-0.017737619,91568987852,0.3454723604218775,-118.798319,-42.73569927,82.35,240,86,1,5718.4,109.9,108.3,103.87,5718.4,463907617,1182.91,3595857.1,2978.94,0.4019999999999999,-0.176392,화학,Sensitive,0.2702414484938207,-0.263604853,7043.42,0,0.16212815,0,0,0.053135432,0,0.06511833,0.23258181,0.2535066,0,0,0.15160558,0,0.10489969,0,0.21682611,0.016895335,0,0,0.083654806
엔피디,2020,Mar_20,307,8.78,5400,32,2020-03-16,21535185,1.04192E+11,80699628356,85388852182,52689634963,6900000000,34519309349,-5014884816,20590925863,14048029144,,2.36896E+11,3.7929039922011176,1.2202019956647647,0.086919665,0.059300393,0.3858879607138329,652.3291601163398,2.2734669321071315,32.04,1,65.19,-0.681930795,0.1623797508269344,0.025566167,0.026230971,2.36896E+11,-0.03571895,254.2002688,0.3406983436420525,95,0,69,0.75,5959.5,99.8,79.3,99.94,5959.5,400214398,1220.09,2982428.1,1714.86,0.3940000000000001,-0.044338,부품제조,Sensitive,0.2164372349273808,-0.273234719,492.76,0,0.105647445,0,0,0.06541166,0,0.027981838,0.11149021,0.1381376,0,0,0.08408069,0,0.10190901,0,0.07687585,0.046823792,0.011762872,0.046773046,0.021811895
엘비루셈,2021,Jun_21,1419,4.13,14000,824,2021-06-11,24600000,1.01576E+11,85740390895,56540395308,10373204012,10800000000,1.05609E+11,244988688,4894117172,5295595466,,53530769750,0.573605956,1.796512889,0.091426243,0.098926197,0.045395632,215.2681083739837,24.60144215750297,48.78,1,75.61,0.1095069040045885,-0.25681364,-0.007584187,0.017385699,53530769749,-0.108523387,-480.0479883,19.070411774127525,93.75,100,88,0.5,7506,106.01,111.1,102.05,7506,454105865,1121.3,3408565.1,3249.32,0.8010000000000002,-0.340234,반도체,Growth,0.2650794301257975,-0.282105222,30518.08,0,0.17775424,0,0,0.084786505,0,0.06831327,0.2818436,0.28611073,0,0,0.13497491,0,0.107770614,0,0.2511866,0.012484122,0,0,0.09675151
엘비인베스트먼트,2023,Mar_23,1298.41,2.68,5100,1165,2023-03-29,23217239,17967341445,89382912703,2484761072,8502342122,20000000000,76051681177,20259281,7528803714,5771470197,,17314487264,0.1143632900680637,7.231013737082565,0.4348268360018819,0.3333318572476557,0.060074463,248.58555304530395,12.799264612890664,79.51,30,80.11,-0.051809182,3.792667627989411,-0.194647868,-0.164891994,17314487263,-0.212305229,-810.9264368,9.884055948177917,93.75,100,71,3.5,81.3,117.05,91.9,110.52,81.3,426069328,1305.73,3807866.8,2443.92,-0.013,-0.178494,투자,Sensitive,0.249465338,-0.250941111,1655.52,0,0.09591113,0,0,0,0,0.06502262,0.05934759,0.16748862,0,0,0.09482102,0,0.051465232,0,0.11843032,0.032674253,0.052485052,0.026788132,0
엘아이지넥스원,2015,Oct_15,121.11,21.5,76000,4,2015-10-02,22000000,1.05447E+12,6.94868E+11,1.31612E+12,53751649101,1E+11,2.79403E+11,68455582,51099056435,34328312857,,7.54681E+11,3.6099432397049935,0.8011992215233118,0.067709484,0.045487187,0.090463534,1560.3778571363637,7.426189509481497,46.36,6,74.91,0.069692666,0.040865137,0.016270843,0.009381344,7.54681E+11,-0.050703324,-737.5352564,2.4539131685979143,93.33,100,72,1.5,7364.8,95.81,106.1,94.966,7364.8,369600626,1148.18,2234118.5,1969.68,0.4610000000000001,-0.364669,방산,Sensitive,0.2461482368092087,-0.254369791,1857.75,0,0.13461567,0,0,0.042186633,0,0.049860965,0.23519334,0.10123237,0.012184314,0,0.10686561,0,0.12811707,0.069632925,0.12199009,0,0,0,0.12462381
엘앤씨바이오,2018,Nov_18,937.08,15.97,24000,916,2018-11-01,7234332,24985724059,6426318414,2837893929,1395826146,3102166000,11408357334,420907734,3109573924,2922680606,,10288139295,0.2835441596802742,8.804319218443911,0.3022484275180102,0.2840825267033867,0.1957401532840134,404.00144837145984,8.740207842699931,33.07,6,51.27,-0.085865923,3.3067755184051464,0.030107311,0.074423519,10288139294,-0.181250912,-114.7849372,5.2889751883506095,93.75,300,73,1.75,4450.7,100.49,96.6,99.33,4450.7,402987219,1128.58,2688880.9,2024.46,0.2690000000000001,-0.675055,의료/의약,Growth,0.2099016783514906,-0.28569659,2662.22,0,0.1056515,0,0,0.082578234,0,0.03017838,0.21025647,0.102180846,0,0,0.10399115,0,0.12818019,0.000523759,0.079514235,0.011083309,0,0,0.09157982
엘앤케이바이오,2016,Nov_16,220.1,0,15000,317,2016-11-30,10254232,44144832570,29042388446,22493645578,6719511092,4600271000,4638721991,1204593425,4619290199,2321865376,,21244133422,2.797234159449694,1.9625468186969224,0.2174383914486413,0.1092944263659878,0.2223245237328441,226.42996335561747,9.519658313634343,20.45,1,31.81,-0.495078869,-0.206986064,0.041347907,-0.087283957,21244133421,-0.573136405,-387.9038293,2.199085004568285,93.75,14.29,72,1.25,6891.1,96.12,95.9,96.237,6891.1,371985331,1161.64,2400346.6,1983.48,0.3560000000000001,-0.324983,바이오,Growth,0.2418322907608607,-0.275999135,2022.12,0,0.1392879,0,0,0.021446686,0,0.0745689,0.1986637,0.10778243,0,0,0.075753495,0.000963206,0.111505084,0.045123953,0.10766759,0,0,0,0.07901174
엘에스머트리얼즈,2023,Dec_23,397,14.67,6000,1258,2023-12-12,67652659,1.07527E+11,58591107639,39410118588,1726854264,29438829500,15284350797,0,8244046068,7132402823,,70818393999,0.9198132283709582,2.7284056923832973,0.1164110847828095,0.100713987,0.1594788826652034,105.42679221226176,15.16014413906839,43.51,12,70.82,-0.435754261,0.4991784251195827,0.027152424,0.048792043,70818393998,-0.075247611,-18.89485302,8.303961331414161,70,145.45,69,3.5,6798,117.56,99.7,112.73,6798,420147908,1303.98,3914316.8,2535.27,0.065,-0.073978,전자/회로,Growth,0.2416227490721523,-0.275282323,26707.18,0,0.12882215,0,0,0,0,0.056995865,0.08413681,0.16723768,0,0,0.091125935,0,0.06513932,0,0.115212105,0.02014176,0.025388304,0,0
엘에스전선아시아,2016,Sep_16,7.35,0,8000,2,2016-09-22,30546620,1.78938E+11,75503588437,1.29411E+11,5907004532,15070065000,9462725243,1291534317,10592673441,8583826945,,1.83364E+11,5.239956525275331,1.3827107864973551,0.057768679,0.046813144,0.332393086,281.00742226144826,11.24585759935918,56.26,6,67.41,-15.45224642,0.041439883,-0.498142508,-0.25851689,1.83364E+11,-0.637444337,80.96221644,1.0127260477944855,94.12,-133.33,75,1.25,6463.4,95.41,102.5,96.247,6463.4,377770474,1107.49,2381604.3,2049.7,0.1999999999999999,-0.178494,에너지,Sensitive,0.2326800969698063,-0.259466147,5159.3,0,0.12403532,0,0,0.04101115,0,0.04111238,0.20232368,0.116752684,0,0,0.058907177,0,0.10871714,0.050375372,0.11430866,0,0,0,0.08550196
엘이티,2020,Jun_20,1,25.3,7800,1552,2020-06-22,7109450,34669237686,14457536644,2791658119,16017982184,2423270000,35409536407,-16264871635,-10800075,-5273518,,4118893350,0.872111331,12.418869434635091,-0.002622082,-0.001280324,-0.000244507,-0.74176174,-2807.122546,52.56,6,80.15,-0.203884716,7.329510722794013,-0.235763031,-0.158732155,4118893349,-0.340663953,-1038.475185,-2809.89458,94.44,100,53,0.5,5532.9,99.47,82.7,99.71,5532.9,410754278,1210.01,3074196.8,2126.73,0.5419999999999999,-0.417943,기계제조,Sensitive,0.2422386146181708,-0.259253945,629.54,0,0.107419096,0,0,0.07100175,0,0.045122433,0.1520177,0.14085183,0,0,0.060603533,0,0.07321619,0,0.10632661,0.013737324,0.018315755,0,0.033257123
엠83,2024,Aug_24,1024.72,0.8,16000,638,2024-08-22,7785000,17876359,13223546,4349185,3432799,624000,8725718,822131,513389,579137,,10818071,0.765051074,4.1102779026415295,0.047456612,0.053534221,0.056935273,0.074391394,45.41959605679124,19.11,30,64.72,-0.327258171,1.1125975433529312,-0.056260577,-0.081392862,10818070,-0.569245366,-0.655495055,40.26087758161319,71.43,250,72,3.5,7498.7,119.38,100.8,114.54,7498.7,415916439,1354.15,4062635.6,2707.67,0.075,-0.187626,엔터,Growth,0.2266776359316147,-0.291101389,1016.87,0,0.17247826,0,0,0.05108199,0,0.073723435,0.13826302,0.23748152,0,0,0.13900475,0,0.061443597,0.00217808,0.14988518,0.01781888,0,0,0.02023414
엠로,2021,Aug_21,685,6.97,22600,250,2021-08-13,5426060,15378077097,21257835708,13024097576,9233816817,2687627000,8077516269,-2136374060,182234920,220544107,,9445786396,2.579500488874415,1.1807403167293349,0.019292721,0.023348411,0.025559162,40.64534984869316,78.89815196780069,38.52,1,43.48,-0.154259465,-0.013563627,0.008779583,0.023089997,9445786395,0.025275765,40.20738196776298,-67.30162774,93.33,100,84,0.75,5680.7,107.6,102.9,102.75,5680.7,463933550,1160.34,3484254.9,3171.29,0.494,-0.160584,소프트웨어,Growth,0.2826438717957528,-0.288162417,3787.49,0,0.17719758,0,0,0.096209444,0,0.055863246,0.26421762,0.27301627,0,0,0.1563476,0,0.07194942,0,0.22917983,0.029695265,0,0,0.08798853
엠아이큐브솔루션,2023,Aug_23,1888,29,12000,1695,2023-08-04,4831300,9925789000,1370563000,4862484000,833662000,358500000,3633235000,156971000,308790000,404342000,,5651391000,1.372993410475459,2.0413000844835687,0.054639645,0.071547341,0.097462197,83.69217394904064,18.135969429061824,7.31,6,77.46,-0.283478604,0.1708968578217908,-0.072149183,-0.053586376,5651390999,-0.650934983,-493.766895,16.30374129944858,93.33,233.33,73,3.5,6821.5,117.5,103.4,112.28,6821.5,418301093,1318.47,3827886.1,2602.8,0.133,-0.78136,소프트웨어,Growth,0.2436383767291813,-0.29059933,3214.42,0,0.089092985,0,0,0,0,0.048795618,0.058693435,0.15428747,0.009918378,0,0.094032906,0,0.03525868,0,0.10976707,0.041863967,0.036125906,0.024901198,0
엠아이텍,2018,Nov_18,472.57,0.24,4500,883,2018-11-29,27456200,22091088139,9738082372,9357746870,774286451,11873100000,5925858640,-2211250,3828829810,3020224486,,15651491519,0.5693193873557588,2.360727261155334,0.2446303475519904,0.1929671994732018,0.1697065435505965,110.00154741005674,5.666780260990499,72.84,2,74.87,-0.174236113,-1.879990386,0.1632250484067787,0.1019683245668222,15651491518,0.030893848,35.29459684879917,-4.511795089,94.12,100,73,1.75,4450.7,100.49,96.6,99.33,4450.7,402987219,1128.58,2688880.9,2114.1,0.2690000000000001,-0.432413,의료/의약,Growth,0.2340847661412997,-0.276346519,2508.49,0,0.113728,0,0,0.08809023,0,0.062955335,0.20323496,0.08454744,0,0,0.10431142,0,0.10903184,0.019430928,0.10394778,0,0,0,0.10323319
엠앤씨솔루션,2024,Dec_24,8.18,0,65000,2,2024-12-16,8853900,1.83562E+11,1.09728E+11,2.16651E+11,1167059504,530260000,2.556E+11,931914188,16914371422,13383047506,,1.88481E+11,0.8473368617585125,0.8472713160866654,0.089740261,0.0710046,0.052061524,1511.5426541975853,4.461992593696752,72.89,12,73.93,-0.090325464,-0.055506815,-0.0209512,-0.008206341,1.88481E+11,-0.003110033,-129.6816852,0.4340674216056017,70,-112.78,68,3,9608.5,119.51,88.2,114.91,9608.5,415603777,1434.42,,2488.97,0.181,-0.638664,기계제조,Sensitive,0.2351986850585016,-0.275752803,1171.32,0,0.20990516,0,0,0.050129578,0,0.06716424,0.10897479,0.21995963,0,0,0.14193593,0,0.072945595,0,0.112532526,0.002223427,0.010699421,0,0.033510584
엠오티,2024,Nov_24,343.66,0.09,10000,6,2024-11-18,11580180,69064,29073,46456,14980,4889,14601,1525,2689,3020,,51596,2.9234356412086604,1.4866540382297226,0.052116443,0.058531669,0.1437068760409231,0.00026079,13.648568240981778,53.83,6,64.13,-0.453044233,0.0043129,-0.006258709,0.022603282,51595,-0.005633523,3.203749855356308e-05,5.8827689844762014,70,-100,70,3,9594.8,119.1,100.7,114.4,9594.8,415391699,1393.38,4143031.5,2469.07,0.1479999999999997,-0.702396,기계제조,Sensitive,0.2541522441012332,-0.26488854,1254.61,0,0.18096374,0,0,0.050976142,0,0.068849206,0.12291424,0.22167672,0,0,0.124569036,0,0.07664164,0.007242958,0.1370454,0.009118222,0.001386538,0,0.023025334
엠지메드,2015,Nov_15,715.39,14.86,40000,1350,2015-11-20,2074820,3653325762,4377123383,565725090,0,857160000,-1480070290,385360627,347916977,290348437,,2659072063,-2.381502389,6.457775740510289,0.1308415,0.1091916390834572,-1.22226415,139.93909688551295,21.45547515205043,40.67,1,59.3,-1.376400336,-0.428759197,0.05364864,0.064832897,2659072062,-0.822283088,39.65178329,1.6208351638260758,93.33,100,72,1.5,7924.3,95.43,106.7,94.786,7924.3,368463398,1151.97,2240344.1,1989.86,0.502,-0.434312,바이오,Growth,0.225175019,-0.270089636,2543.4,0,0.13434501,0,0,0.022692136,0,0.038348347,0.2353035,0.121195,0.014742936,0,0.09302081,0,0.11777403,0.06413217,0.123129025,0,0,0,0.108438894
엠코르셋,2018,Jul_18,766.05,14.5,11500,51,2018-07-23,10073715,60363970238,8423538483,21328738209,0,4411814000,35816455870,1027057398,1410112512,1071564104,,23849562768,0.5169935526252337,2.8301707136397063,0.059125298,0.044930136,0.025973957,106.37228708574742,33.65601688,31.28,2,43.8,0.1722044261080863,-0.93774304,-0.021512281,-0.016409125,23849562767,-0.128769634,-659.6279513,28.12875620171465,94.44,100,80,1.5,6581.5,100.8,102.1,98.59,6581.5,402447534,1122.8,2633548.9,2269.31,0.4519999999999999,-0.922292,옷,Protective,0.2472349369717434,-0.258487267,1170.4,0,0.12756652,0,0,0.09430275,0,0.07390984,0.24746418,0.10119275,0,0,0.11961182,0,0.1153101,0.02691307,0.123720266,0.008328388,0,0,0.099768095
엠투아이코퍼레이션,2020,Jul_20,61.7,1.6,15600,176,2020-07-29,8399102,24522482,19496324,3825248,2361440,750000,36707849,374270,3173460,2686461,,7834139,0.1635300417616047,6.4106907578279895,0.4050808901909961,0.3429171986864159,0.071010059,0.3198509793070735,11.921410069766123,57.55,2,61.44,0.006514071,-0.514772842,0.1352219894277917,0.1000426949715478,7834138,-0.09040224,-0.394822208,6.345592497040973,95,0,55,0.5,6472.2,99.69,85.1,99.63,6472.2,416525863,1198.9,3089454.2,2263.16,0.5340000000000001,0.005095,부품제조,Sensitive,0.2496218232362594,-0.245426854,719.35,0,0.11676534,0,0,0.07156515,0,0.037670385,0.15844084,0.15195367,0,0,0.064973414,0,0.064689696,0,0.11038806,0.014014611,0.020313673,0,0.034178905
엠플러스,2017,Sep_17,596.2,27.2,18000,1003,2017-09-20,5111890,33800949,10750459,28282522,2965585,2037195,2496853,8769253,3496215,2496853,,28909563,2.3488987432517687,1.1951179247734696,0.1209362798047137,0.086367719,0.1876867252721711,0.4884402833394302,3.805058041338991,24.04,6,45.66,-0.205580865,0.008438709,-0.03012715,-0.039987389,28909562,-0.140073548,-0.204435737,1.2530787587105712,92.86,200,80,1.25,7841.8,99.03,108.9,98.172,7841.8,384673968,1131.59,2493767.2,2412.2,0.5010000000000001,-0.357918,기계제조,Sensitive,0.249691373,-0.242159006,898.71,0,0.15514335,0,0,0.109902576,0,0.072311,0.2704132,0.1407467,0,0,0.10316618,0,0.089413986,0.04723616,0.14982662,0.007664995,0,0,0.102776885
연우,2015,Nov_15,317,51,25200,680,2015-11-02,11552600,64154023012,1.17198E+11,53648849484,35959028898,4996160000,77575600230,64360749,9406863701,7014179720,,97964842946,1.0843669489855616,1.1958135846162556,0.096022853,0.071598948,0.084880312,607.1516126239981,9.752898446827404,65.84,6,68.96,0.1092441488713827,0.1314808342430102,0.024029833,0.020222592,97964842945,-0.026881356,-143.3464817,2.617947821,94.44,100,72,1.5,7924.3,95.43,106.7,94.786,7924.3,368463398,1151.97,2240344.1,2035.24,0.502,-0.161198,금속,Sensitive,0.2572347535283865,-0.25142409,3955.28,0,0.13611019,0,0,0.04942222,0,0.042281497,0.24479061,0.10639328,0.001982373,0,0.09401693,0,0.1128796,0.08139828,0.13284758,0,0,0,0.119546525
영림원소프트랩,2020,Aug_20,1,4.3,11500,2493,2020-08-12,8131000,22268744496,9817039147,10264749789,10225276233,3190000000,7471825997,36063720,1487177220,1679093288,,10786474236,1.915333450244802,2.169438608222465,0.1378742661838959,0.1556665552860641,0.1569555615563839,206.5051393432542,7.797159252479674,20,1,39.14,-0.296008112,0.1444512635442523,0.02543886,0.04137861,10786474235,-0.315525807,-327.3826451,5.4355612207451705,93.75,100,62,0.5,6107.1,100.18,89.1,100.19,6107.1,418950799,1186.85,3098859.5,2432.35,0.544,-0.505189,소프트웨어,Growth,0.2495813795732528,-0.269362829,2706.28,0,0.13536122,0,0,0.085193425,0,0.019786237,0.19006537,0.18116388,0,0,0.08139862,0,0.060700435,0.010130914,0.13368917,0.005691204,0.005337372,0,0.05625203
영백씨엠,2014,Dec_14,30.71,0,5500,251,2014-12-29,2693705,20960831831,2668616967,11420017240,647721532,1000000000,9270885644,1290824382,2173373211,1733844668,,31475843556,1.0437676385986192,1.835446601392346,0.069048927,0.055084931,0.1499643793263216,643.6653857790664,5.319707617395492,57.62,6,69.5,0.020475028,-0.020995869,-0.068704363,-0.055401856,31475843555,-0.395363019,-1278.124713,3.8489163225486216,82.35,-100,72,2,8011.2,99.14,101.7,94.006,8011.2,363592748,1104.33,2085332.1,1927.86,0.5380000000000003,1.250915,부품제조,Sensitive,0.2588526951385568,-0.24533994,823.41,0.014960116,0.12646593,0,0,0.018061414,0,0.08145269,0.171665,0.06930619,0.007413253,0,0.08754879,0,0.10154391,0.04517306,0.10765435,0,0,0,0.08416501
영우디에스피,2014,Oct_14,17,0,5000,32,2014-10-29,5584948,19640628331,17471388062,18193882822,2000000000,2055406000,7888522840,26595146,1460303287,1571744504,,29847027656,2.0253582309570706,1.0795182382537167,0.048926255,0.052660001,0.1576391076544169,281.42509187193866,11.585356084321408,26.49,6,40.93,0.2475249253765901,0.1230064861436259,-0.049910314,-0.061554458,29847027655,-1.065375075,-1551.949217,9.856425454133126,93.75,-200,76,2,6107.7,100.43,105.6,94.205,6107.7,363723405,1060.28,2053472.3,1961.17,0.5300000000000002,0.686201,전자/회로,Growth,0.2444909478386435,-0.268014644,9495.48,0.017488213,0.13538168,0,0,0,0,0.076211646,0.18787667,0.060791742,0.021229224,0,0.08385527,0,0.10304147,0.062749326,0.115899146,0,0,0,0.07187401
영창케미칼,2022,Jul_22,1616.27,5.82,18600,682,2022-07-14,10123482,18187648333,63523781135,39106370451,14891695109,8056782000,13874978915,-111003750,2236050235,-813866771,,66430133756,2.474619242205384,0.465081472,0.03366018,-0.01225147,-0.037297824,-80.39395645,12.393891458346417,40.04,2,63.87,-0.604223553,0.1031359596844956,-0.03487439,-0.053494586,66430133755,-0.159070522,-327.9303847,8.757560077959301,94.12,100,82,2.25,59.5,116.9,85.9,108.73,59.5,438605367,1307.4,3723898.7,2322.32,0.062,-1.415451,화학,Sensitive,0.2575876705946041,-0.302651631,5011.69,0,0.114227794,0,0,0.008705345,0,0.07696221,0.13457774,0.16854398,0,0,0.14890794,0,0.12914622,0,0.1275257,0.041888148,0,0.063096836,0.037403315
영화테크,2017,Oct_17,61.83,0,12500,1011,2017-10-26,5345090,31902526753,17733459670,16691074889,1842112350,1479990000,24825480659,450682705,6518933075,5587199462,,61373259242,0.6926700930013402,1.9113524422579204,0.1062178081384808,0.091036382,0.2088192344388895,1045.295675470385,4.771148718074545,43.64,6,56.94,-0.1448904,0.2597656451901937,0.031384818,0.032106247,61373259241,0.083542496,543.6654907588086,-1.939959989,93.33,0,79,1.25,5740.4,99.14,110.5,98.077,5740.4,384462718,1131.57,2501860.1,2480.63,0.4290000000000002,-0.253718,자동차,Sensitive,0.2600175678249222,-0.236437647,1746.66,0,0.14440355,0,0,0.07589527,0,0.08704439,0.25962514,0.13415495,0,0,0.106938176,0,0.07563427,0.04537264,0.1556524,0.012477008,0,0,0.09790127
예스티,2015,Dec_15,32.9,73.3,14500,9,2015-12-16,4327321,29493265424,27883106180,16800196561,9485949872,1825035500,16004593276,13260596395,8812099685,7584738376,,58022640809,0.8454794485541038,1.7555309735164473,0.1518734680485818,0.1307203234848889,0.2439589399653113,1752.7561223214086,3.5281290818715925,27.49,6,46.79,-1.674743035,0.9619402646194032,0.085395742,0.1141344400825743,58022640808,0.1937330010115309,1597.8228280268554,-1.439331044,92.86,0,70,1.5,9417.7,95.21,103.3,95.07,9417.7,367961865,1172.24,2245102.7,1969.4,0.4619999999999999,-0.155252,전자/회로,Growth,0.2141662942809453,-0.268175551,9842.69,0,0.14042649,0,0,0.042841405,0,0.028849369,0.22936714,0.1216026,0,0,0.0686199,0,0.1412703,0.07366913,0.1240257,0,0,0,0.11275076
오가닉티코스메틱,2016,Nov_16,672.02,11.3,4000,672,2016-11-04,57015000,87091962,52432344,28026583,378788,3018101,106295335,1805500,22326058,18526384,,76243733,0.2556303364891831,3.107476997820248,0.2928248279763532,0.2429889417927634,0.1667257145082814,0.3249387704989915,4.977096046243362,44.2,3,74.92,-0.037708841,0.4227214509494534,0.011906386,-0.011515746,76243732,-0.207608055,-0.282980531,2.556866675254853,93.33,160,72,1.25,6891.1,96.12,95.9,96.237,6891.1,371985331,1161.64,2400346.6,1982.02,0.3560000000000001,-0.239701,화학,Sensitive,0.257516828,-0.26244635,5008.89,0,0.13376114,0,0,0.033348456,0,0.06454013,0.19520737,0.10864231,0,0,0.07276111,0,0.11528467,0.045188513,0.1066493,0,0,0,0.08981421
오로스테크놀로지,2021,Feb_21,1260,36.8,21000,1033,2021-02-24,9318923,21192216874,8528990571,5471385617,2130035651,3680961500,18168748009,-45580752,4012301005,3180352345,,14542340997,0.3486230223970604,3.8732815336857658,0.2759047532875012,0.2186960370174298,0.1458600974358574,341.27895948920275,5.512992706537978,60.44,6,76.08,-0.080656871,0.8758988485141672,-0.089655559,-0.062697877,14542340996,-0.262038391,-471.0141882,3.5937560023617885,93.75,100,75,0.5,7928.2,102.8,97.4,101.58,7928.2,447557482,1111.72,3273081,2994.98,0.85,0.019338,반도체,Growth,0.2446206422722048,-0.293543309,31061.49,0,0.15939286,0,0,0.06603893,0,0.027720578,0.247223,0.29767036,0,0,0.13251045,0,0.07539733,0,0.1839351,0.05299981,0,0,0.08148839
오브젠,2023,Jan_23,98.49,1,18000,5,2023-01-30,3879775,8479818414,2440336189,3691480568,6212844000,1540270000,-10339194667,0,53698878,63394956,,19227696096,-1.125628977,2.297132074,0.002792788,0.003297065,-0.007204853,16.33985372863117,18.91715568060845,50.43,3,76.36,0.053894335,0.039674728,0.1594687625116383,0.1649562753016175,19227696095,-0.373396391,852.8075506955945,19.195671408365364,95,0,70,3.5,-2999.7,116.69,90.6,110.07,-2999.7,429967671,1247.25,3804336.3,2450.47,-0.049,-0.173956,소프트웨어,Growth,0.2565069064371047,-0.296122823,2995.35,0,0.091966756,0,0,0.004434747,0,0.06821348,0.07458403,0.16167088,0,0,0.11155844,0,0.044676848,0,0.122838244,0.044399776,0.050996564,0.016378127,0.015158262
