기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,산업군,섹터
마녀공장,2023,Jun_23,1800.47,37.14,16000.0,1265,2023-06-08,16378260,58349783101,4438641337,10263915580,373970269,1431826000,50000308022,298117967,24494754918,17297237363,160.0,101835609615,0.205641485204094,5.684943786433598,0.2405323148808647,0.1698545079505488,0.3343737309974463,1056.1095844735644,2.129049209252431,70.54,6,82.87,-0.054916766138211,0.9090175402422992,-0.0422445506030065,-0.0563815754573407,101835609614.0,-0.098165798822398,191.12161975692172,0.2793879785333741,94.12,200.0,2.7027027027026973,0.0,-29.22743682310469,-0.2231185102548716,2.752293577981657,0.0269954107801728,-29.22743682310469,0.11177282158632,-2.3716129226553084,0.3787653680872749,4.657548523646504,-0.40310151421261153,-0.126491,화학,Sensitive
마니커에프앤지,2019,Aug_19,1.0,5.32,4000.0,1216,2019-08-20,10378000,28629158,27609373,24468962,7525155,3850000,11116340,1057858,1015645,689868,73.8,22811185,1.9966126853899333,1.170019308542798,0.0445239911911634,0.0302425323366585,0.0430516397762933,0.0664740797841588,23.87095294123439,74.2,6,74.95,0.0839024463380804,-0.0568587917796008,-0.0180069542270256,-0.0107666514311241,22811184.0,-0.2228283823700932,-0.3263850452881094,20.087629173434937,94.74,100.0,-5.333333333333334,0.0,4.980343237317597,0.2289468445152431,-3.715170278637781,0.2399508000040295,4.980343237317597,-0.4041179290761199,2.864776101624256,0.8298560271109645,-3.8470971412875032,-0.9588274975351858,-0.402472,식품,Protective
마이크로디지탈,2019,Jun_19,621.48,3.43,23000.0,1116,2019-06-05,3630800,9712046534,1992213051,1901035058,928282318,1454900000,-3455741115,0,-1226973650,-1656521744,70.0,4723394345,-1.4140639927823555,5.108820320345718,-0.2597652366880665,-0.3507057897364697,0.8279126871100907,-456.2415291395836,-7.233197069065012,26.36,1,63.3,5.408530667080743,4.002905583670691,-0.3679633777849821,-0.3441674522285674,4723394344.0,0.7877224373906645,-448.04058003745735,-8.095939230272608,93.75,100.0,-5.1948051948051965,0.0,-24.008221583652624,-0.2779432201707399,-0.3033367037411638,-0.1615622365833124,-24.008221583652624,0.2735164882284202,-0.6481927507204555,0.7547577079255685,0.0686756718850434,-0.5886201409351948,-0.05952,의료/의약,Growth
마이크로투나노,2023,Apr_23,1716.98,10.69,15500.0,1636,2023-04-26,5918890,30045614488,19406036632,7111502230,16257668793,2444445000,15019101820,680185821,6288212703,5792009387,33.2,41424950659,1.2880023909849676,4.224932161485099,0.1517977113542758,0.1398193430495161,0.3192292072201065,978.5634446661452,4.147836806562935,0.17,1,44.4,-0.8193282153166361,0.9101239566854183,-0.0025193216440999,0.0070914687706593,41424950658.0,-0.0317258911485164,267.55338416493635,0.0746014616046775,93.75,100.0,2.8169014084507005,0.0,1330.5043050430506,-0.0768902178556185,3.482045701849823,0.2262034020991565,1330.5043050430506,0.1441812305249978,1.0936411049757622,-0.33726232230602,1.0409762405305667,1.9795906122648699,-0.162167,반도체,Growth
마이크로프랜드,2016,Dec_16,124.3,0.0,7300.0,1,2016-12-12,10731366,31176968775,11858980395,10721822458,4276239438,4320683000,-6747857799,485601702,5851957099,4850951800,-18.5,36224562020,-7.724695979344835,2.9078049834464066,0.161546662614418,0.1339133319906458,-2.498464676655952,452.0348854004234,4.7911983631580615,6.54,4,47.24,-5.735716654280264,0.1059134505520535,0.0932445397801845,0.0719433050206113,36224562019.0,-2.135606191125778,240.9439493536983,-4.361476479322606,92.86,0.0,0.0,0.0,29.65419163849024,0.8739076154806291,-1.7726798748696535,0.1091056454378236,29.65419163849024,-0.2375701207422031,1.776798319617079,0.3006065873986774,2.206738695316801,4.714290006752721,-0.89768,전자/회로,Growth
마인즈랩,2021,Nov_21,197.55,12.91,30000.0,90,2021-11-23,6044583,8684124507,8572894087,44299397863,816993865,2220845000,0,-61589708987,3690857983,-1200609928,26.7,3043680004,-0.7599335526763513,0.1960325631029221,1.2126300984825868,-0.3944599716205909,0.020222888688975,-198.62576591304972,-7.548210541375361,5.94,1,62.39,0.5477326953843049,-0.2543515409015822,2.6724737299148016,1.4109191024324117,3043680003.0,-0.3249928089160846,3173.967195090216,-10.863279983009315,93.33,100.0,0.0,33.33333333333333,18.97965128375847,0.7148093841642167,0.8379888268156277,0.5031446540880502,18.97965128375847,-1.1295902700599547,0.0076089345800944,1.369195361030484,0.7265492941180396,-7.860156172563759,0.287268,소프트웨어,Growth
마크로밀엠브레인,2020,Jul_20,1.0,19.39,6800.0,888,2020-07-01,8969539,14165853271,10913041914,7154276363,4555619763,3763769500,9549900644,14909535,5342680932,4160232247,136.0,32614660282,0.8785554356140185,1.9800539638448968,0.1638122514784745,0.1275571234232977,0.3121286999210202,463.8178447075151,2.502301602726517,42.22,2,70.12,0.1723382667841001,0.1280799274939028,0.0978856375424082,0.0775926029812966,32614660281.0,0.1206692007600844,246.15287418896327,-1.436377912537707,93.75,133.33,3.773584905660377,0.0,16.976630699994576,0.2211722127274606,2.9020556227327576,-0.0802326747567971,16.976630699994576,1.4051186583137645,-0.9181742299650296,0.4963052463004436,-3.219434210163652,0.5246788370520838,-0.346723,서비스,Protective
매직마이크로,2015,Nov_15,75.03,1.33,5500.0,36,2015-11-19,6222125,24107473968,65040454465,25398925879,28000578222,2271062500,20150224678,1517780054,2412466224,2523581056,-11.8,29388902546,2.2306426388083924,0.949153286357366,0.0820876594566254,0.085868502644835,0.1054168498523058,405.581864073769,14.818207184151648,50.25,1,54.24,1.145601292957492,-0.2849676169344022,0.031799239370537,0.0218158705235629,29388902545.0,-0.0665099649342584,-142.8940987202925,5.667236773561267,92.86,25.0,0.0,0.0,7.596947642841623,-0.3966183070660656,0.5655042412818112,-0.1895415201229822,7.596947642841623,-0.3076910372981856,0.3300876169241684,0.2786602411644745,-1.9985513459178983,0.26733969626535625,-0.178494,전자/회로,Growth
맥스트,2021,Jul_21,1587.0,39.1,15000.0,6762,2021-07-27,8553491,3155863225,2757952580,1185776379,1314294171,3751745500,-26193324421,416841157,-1228088399,-1235744069,160.0,749858679,-0.113511932663572,2.6614320211551457,-1.6377597984699728,-1.647969282222577,0.0561070956776545,-144.47248135293532,-2.7797227445351025,30.12,2,67.66,0.0123516185972057,-0.7896087251606687,-0.369085634390182,2.8515024490221395,749858678.0,-0.3744886850872289,898.4905815648838,-1.050401201936384,93.33,200.0,2.2727272727272707,0.0,-13.19610977884359,0.9716064522214962,-6.750675067506751,0.2057814796668333,-13.19610977884359,1.0074820328515257,2.022652278605186,0.8904040002052582,-1.607443978401013,-15.025167031517407,-0.027253,소프트웨어,Growth
머큐리,2018,Dec_18,749.57,10.83,6100.0,930,2018-12-14,14763600,61311490767,25258827049,26788270123,10641899677,6025000000,11333767320,18075000000,9041041534,10641131529,27.9,102610358752,1.056341807010545,2.288743934770125,0.0881104173492988,0.1037042620104141,0.3003104759621139,720.768073437373,5.435230867063507,64.28,6,67.4,-0.7634005234256755,0.5538945500809607,0.0335663862875264,0.0715860729362014,102610358751.0,0.120826247980514,419.8323543715625,0.3378423019833567,93.33,100.0,0.0,0.0,11.497067876963165,-0.4876107075330815,1.2422360248447228,-0.3443068559347617,11.497067876963165,0.1754509737937892,-0.5032873168051788,0.6060885775937441,-0.6548184847000926,-3.8956144731254065,0.140557,부품제조,Sensitive
메가엠디,2015,Dec_15,16.67,7.5,3000.0,281,2015-12-18,20401568,22093446579,44104708608,11860180201,1072878396,8399270000,39543313779,1669447309,14106926569,11365548875,26.7,57416624303,0.2606839170535029,1.8628255392896285,0.2456941128157358,0.1979487476487912,0.2290885623053853,557.0919291595626,3.775811572383892,62.21,6,68.27,-0.2722804495940909,0.911292935374138,0.1353858054872189,0.1337053648835561,57416624302.0,0.1191201110902374,352.9732814164087,-2.0024730708692866,90.91,-60.0,-2.777777777777779,0.0,18.84582865363502,-0.2305354710258944,-3.1865042174320624,0.2996223070917514,18.84582865363502,-0.1361147410359642,1.759594433882827,0.2124048711981352,-0.8358559616861716,-1.3551251352238445,0.293629,서비스,Protective
메가터치,2023,Nov_23,765.86,9.26,4800.0,630,2023-11-09,20771000,24269265,24563556,21562168,2132104,7707500,11741168,0,215154,349843,16.5,21826468,1.2182979317658156,1.1255484606186168,0.0098574812928963,0.016028383520412,0.0179880185110877,0.0168428578306292,116.83979382209952,56.95,2,65.94,0.3199116644633123,-0.2500679788802238,-0.1551933763062542,-0.1180432585711799,21826467.0,-0.3263016252607336,-0.299729671176159,113.77753153349806,70.0,260.0,-5.47945205479452,0.0,-4.605983743586794,-0.3818089258442292,-1.0183299389002087,-0.52087931491126,-4.605983743586794,1.018780022625032,-2.983660203303496,0.8630997806762908,2.19284210526316,-2.4919351616730765,0.07925,전자/회로,Growth
메드팩토,2019,Dec_19,86.41,3.15,40000.0,18,2019-12-19,10097421,20884874416,4031136195,1885313328,663583717,4280710500,-62995222995,2786401,-10819917721,-10826659503,-10.3,0,-0.0434137644142689,11.077667624699464,0.0,0.0,0.1844036996232414,-1072.2202731766854,-2.0672166039292934,34.2,3,48.94,0.520787157109574,-0.3849857002324039,0.0,0.0,0.0,-0.5939715404431877,2649.3002695440746,-1.6162412185576571,92.86,66.67,1.388888888888884,0.0,-23.541701028093897,0.2789678190694422,-0.3921568627451077,0.2392416642373884,-23.541701028093897,0.332762996335223,0.7186603280654236,0.5705517908742186,5.201249066074065,1.2936039831482278,-0.504448,의료/의약,Growth
메디아나,2014,Oct_14,86.0,74.52,6200.0,12,2014-10-07,7220780,18663291947,10739446506,10008527972,3701775218,2868790000,9401027059,305473349,1137246068,672313389,-5.6,18148522663,1.090257381354624,1.8647389505442449,0.062663286104193,0.0370450753201343,0.0534630507278222,93.10813914840224,13.798627847179333,12.42,6,67.6,0.1150947232861776,-0.1357271818344643,-0.0474271257568021,-0.0582492372984645,18148522662.0,-0.2091027133679597,-351.25279388099347,9.643096971409308,95.0,70.0,4.109589041095885,-11.111111111111116,-6.775444166310529,-0.701997231560203,-2.583025830258312,-0.3016192189649658,-6.775444166310529,-0.1875012321398972,2.6170105686965206,0.8575487625935629,-3.42695749221702,-1.1654421813784275,-2.061751,의료/의약,Growth
메카로,2017,Dec_17,719.26,38.04,33000.0,664,2017-12-06,9834640,40812990,23128407,17572006,11798331,3917320,25397323,494582,14178184,10679155,16.7,45342775,0.985276772542728,2.322614162549228,0.312688934455379,0.2355205432397995,0.3582500048223326,1.0858714706384778,2.4383277858433776,61.08,6,61.9,-0.2043181006307345,0.1465405379752811,0.2483098413001871,0.174737657381347,45342774.0,0.204423809937077,0.7883778155580681,-5.231535556745019,93.33,160.0,0.0,0.0,-17.745619548388092,0.0504846526655944,-1.4047410008779735,0.3605658109649079,-17.745619548388092,0.5204536218117006,-1.7429233330920169,0.288118948680971,-2.3836294130874736,-0.35158395898188255,-0.546066,반도체,Growth
메탈라이프,2019,Dec_19,1.0,21.6,13000.0,1397,2019-12-24,3465288,13655012240,7489773246,3613208744,741185627,1372144000,12142901580,75637162,1865119406,1677938746,160.0,13045678323,0.3203955572845054,3.779192736283271,0.1429683731133955,0.1286202759607933,0.1234624321568906,484.213360043956,9.002314308127465,56.09,1,79.21,-0.0788595751546936,-1.6551371493342026,-0.0959561069257914,-0.0655865095530113,13045678322.0,-0.195570692813695,-595.7492906794472,6.154935738706232,93.33,100.0,1.388888888888884,0.0,-23.541701028093897,0.2789678190694422,-0.3921568627451077,0.2392416642373884,-23.541701028093897,0.332762996335223,0.7186603280654236,0.5705517908742186,5.857730473828959,1.2936039831482278,-0.383929,전자/회로,Growth
멕아이씨에스,2015,Dec_15,3.77,0.0,4500.0,174,2015-12-14,5361500,4994507201,15153090851,3241509204,8692747323,2397500000,1966113298,-36738417,-319067410,2674625172,46.7,6940682426,2.7581700084292318,1.5407968593261474,-0.045970610729107,0.3853547832675322,0.6181424805567425,498.8576279026392,-25.741712464460097,34.1,1,37.85,-58.69763071026805,0.980097232003446,-0.0807271102985297,0.3890472999569266,6940682425.0,0.7235046757565654,504.7440546488856,-31.886162466983112,92.86,-200.0,-2.777777777777779,0.0,18.84582865363502,-0.2305354710258944,-3.1865042174320624,0.2996223070917514,18.84582865363502,-0.1361147410359642,1.759594433882827,0.2124048711981352,-4.387761681107383,-1.3551251352238445,-0.979169,의료/의약,Growth
명성티엔에스,2018,Sep_18,745.56,10.84,20000.0,804,2018-09-13,6370000,32306050141,22585836402,23400051029,14227497100,2500000000,14648801168,-45754774,4518954226,3431153096,43.0,33236692182,2.200049468508739,1.3805974226706887,0.1359628148690239,0.1032338921458077,0.2006164876687523,538.6425582417583,3.820427813733735,61.97,6,69.86,-0.0569413250217518,0.0659090132936852,0.0232884646819268,0.0124549950018573,33236692181.0,-0.2243361800117917,-381.6212838304552,1.902343275401739,93.33,150.0,5.47945205479452,0.0,-6.889569941250007,0.286419753086431,0.899100899100902,0.7631055076310567,-6.889569941250007,0.4658574832279161,-0.0490567720644152,0.1239015796639098,-0.3043768342192776,-2.5487929760844135,0.100361,에너지,Sensitive
명신산업,2020,Dec_20,1195.0,29.0,6500.0,1476,2020-12-07,40779120,220940842605,180517522721,218720748609,58667148620,11922105000,82937858806,-26209884886,22761536270,11889601165,160.0,354760905712,4.040605656874021,1.0101503584370444,0.0641602158059607,0.033514406389108,0.1731913692168556,291.56100389120706,5.450882867714271,58.47,1,69.14,-1.1494085512583228,0.1252252077434696,-0.0126706728551387,-0.0101127820693438,354760905711.0,-0.4402030280049972,-538.3578190260114,4.118045167537077,92.31,177.78,5.555555555555558,0.0,35.826117481862866,0.7795322806316118,-8.28282828282828,0.2397841942251899,35.826117481862866,1.5401576045591223,-1.936853039148956,0.5581519671069568,8.124372329322792,3.519132365719435,-0.307716,자동차,Sensitive
모니터랩,2023,May_23,1715.41,5.7,9800.0,3570,2023-05-19,12396900,17069533856,4238528812,2597865705,4947329145,972885000,2728842928,418845735,1135173414,718990851,44.9,14134540020,1.831103013095194,6.570599020244582,0.0803120166905863,0.0508676511568573,0.1744880470057015,57.99763255329962,12.124022328451042,49.7,2,75.26,-1.056921246194925,5.598217703648295,-0.0650337989576559,-0.1334958259467173,14134540019.0,-0.7466745420098795,-122.19961248376612,10.747015590978483,93.75,100.0,1.3698630136986356,0.0,78.63284608770422,-0.3676470588235281,3.154574132492116,0.3249977430712203,78.63284608770422,-1.3359457606577083,0.6212074150953484,-0.1470530768406308,1.682019063951179,0.44742807803250795,-0.100847,소프트웨어,Growth
모델솔루션,2022,Oct_22,1725.78,8.41,27000.0,1514,2022-10-07,6396700,29877309226,25248817834,9413442820,15055872752,2683350000,27887700501,78968203,4010460255,3506329206,14.4,32283470111,0.7983458610029043,3.17389820040358,0.1242264304676934,0.1086106665096477,0.1143989254904566,548.1465765160161,7.644212768292351,62.92,1,84.77,-0.0107323386394188,0.2054263143899373,-0.0218590546396894,-0.0135754222260726,32283470110.0,-0.1660108915939596,-619.0708160457735,4.660670039327114,94.44,100.0,-3.658536585365857,20.0,2749.336870026525,0.5148888698189191,-2.9508196721311557,0.3124425657048402,2749.336870026525,-0.662469750578798,2.5201388339956665,0.5247206058147658,-6.292649762042657,0.9882057129422464,-0.039533,로봇,Growth
모바일어플라이언스,2017,Feb_17,471.31,19.13,3500.0,637,2017-02-24,15000000,25835413446,15398279167,18655559992,3434327393,6922491000,-8248442297,0,4059594693,3601660799,70.9,47459834011,-16.659652156892154,1.3848640007096498,0.0855374819064703,0.0758886092641037,-2.7162843817482987,240.1107199333333,4.715693727014141,42.67,6,48.55,-12.70139129920041,0.2135719569014675,0.0503269260744881,0.0446304724149241,47459834010.0,-2.4616414797208725,128.164402,0.4730339309570892,90.91,100.0,4.166666666666674,0.0,9.679237043402322,0.3862966351529939,1.2875536480686731,0.2731959821703711,9.679237043402322,-0.0341643276381309,-3.390431187241572,0.410122775434063,0.7922374209447192,1.1242735426668204,-0.245873,소프트웨어,Growth
모비릭스,2021,Jan_21,1.0,5.74,14000.0,1662,2021-01-28,9279000,21159982177,12560954903,2581717668,869963714,742500000,8972501317,10357194951,2682243192,2520452969,160.0,21315972219,0.1719633136261638,8.196086829816744,0.1258325524373306,0.1182424588991251,0.1255693664682932,271.62980590580884,11.285052670943642,51.81,6,67.51,-0.0029644401378237,0.8052456077314636,-0.058480645751362,-0.0351757010105821,21315972218.0,-0.2936419302022203,-395.3518054747279,7.92802196420898,92.86,100.0,-7.8947368421052655,0.0,-17.03524384675691,1.1106703689012232,4.845814977973584,0.7076647064686581,-17.03524384675691,-0.0835959311143219,0.215499529736185,1.120452851386,-2.637222493639313,2.82781966456378,-0.216815,게임,Growth
모아데이타,2022,Mar_22,114.19,0.0,20000.0,23,2022-03-10,5385072,13805628714,10454185515,4133849940,1477875495,2280536000,4088209855,372923707,2086930352,458277627,-19.8,14369563898,0.8323940210049707,3.339654054786517,0.145232685335041,0.0318922432338941,0.0679768746874099,85.10148555116812,8.935654597255098,1.2,1,56.83,-1.9054227751766597,1.9593298047265952,-0.0785906149756363,-0.1199744966955984,14369563897.0,-0.3513059678341128,-303.65789761028265,7.107901168417327,94.12,-100.0,3.529411764705892,0.0,22.848066467102445,1.5237070897194505,0.1930501930502037,0.645038892050831,22.848066467102445,-0.856700902592733,1.8934526094430693,0.1008849658453936,-1.8082705665132812,-0.1817250046773471,-0.072679,IT,Growth
모트렉스,2017,Aug_17,357.12,11.24,38300.0,423,2017-08-04,5532051,92489046054,44155878900,66489888376,7754944853,497070000,61001781061,-595729336,21231062198,20303568832,-12.8,235228963581,1.2190644933480217,1.3910242341057169,0.0902570069382173,0.0863140683141621,0.3333748460986627,3670.1702193273354,2.93909419806976,39.25,2,69.49,-0.2220583673707574,0.1832810983815094,0.0712215625994124,0.113071534542258,235228963580.0,0.4365625440405082,4468.428217852656,-10.843101706611945,93.33,100.0,0.0,0.0,15.449291479216164,0.4595588235294157,-1.2422360248447228,0.5733392137355464,15.449291479216164,0.2823370160882188,-0.3182299012694067,0.6352712181861842,-1.2226299946394017,-0.7446765072170791,-0.261278,자동차,Sensitive
미디어젠,2019,Nov_19,576.27,1.88,10600.0,573,2019-11-05,4638281,8202681038,8016164324,2923040496,5623577404,1840190500,-3987277414,9340050,-1176422327,-1067555464,-13.7,5955863185,-3.9979559993404346,2.806215325865263,-0.1975233967702366,-0.1792444572415073,0.4993834779869428,-230.1618776438944,-6.5216608745984805,20.73,3,26.21,2.025233756253876,-1.1590033042050072,-0.1812892653263235,-0.1394418291442191,5955863184.0,0.0025631634362866,-115.31624215954145,33.69559227639309,95.45,100.0,-2.7027027027026973,0.0,-6.324354946696198,-0.1392896229230888,2.306920762286868,-0.5597704940974224,-6.324354946696198,0.2796487607823694,-1.4086291201135026,0.7449523785150847,2.871573772223357,1.0217809530796753,-0.375838,소프트웨어,Growth
미래반도체,2023,Jan_23,1576.56,3.66,6000.0,938,2023-01-27,14438000,131182479234,4520961069,43739846973,38522808248,1073000000,52367785082,0,17260031120,14207628091,160.0,392883181527,1.5393234791512789,2.999152679134363,0.0439317128641553,0.0361624746464837,0.2658573984120872,984.0440567253082,3.0962160328943837,68.12,1,75.07,0.157702477458806,0.9269258030772756,-0.0158374976448768,-0.0088468372598776,392883181526.0,-0.1118222571297395,-38.614543427067474,1.1023257219606049,94.12,100.0,-5.405405405405405,7.692307692307687,-411.23677111433904,0.361228175797712,0.6666666666666599,0.7413509060955503,-411.23677111433904,1.607890180287308,-3.777908071160762,0.0906735025394844,9.6867065550968,1.0119162926536358,0.232736,반도체,Growth
미래에셋벤처투자,2019,Mar_19,441.4,3.7,4500.0,1021,2019-03-15,30667215,334012220324,0,214712265723,0,26532215000,81702109703,570096017,23349615097,19531859963,18.0,83493736661,1.9733781431137425,1.5556271049503465,0.2796570860375282,0.2339320378282141,0.1795134777957577,636.8970890574838,5.109289986383025,67.2,6,69.27,-0.0560442018018481,0.0334002603012024,0.1565717642939913,0.1191861140617615,83493736660.0,0.1087534097986163,431.2957826460604,-8.853570230024513,93.75,100.0,11.764705882352944,0.0,34.09368519728431,0.3500350035003485,0.1988071570576677,-0.1913181822758902,34.09368519728431,0.1430613425188021,0.7367811483807829,0.7422605359341361,-2.438466711499654,-1.0391427365524897,-0.483198,투자,Sensitive
미래에셋생명,2015,Jul_15,40.3,2.07,7500.0,38,2015-07-08,145180000,15808493361502,9964436700777,14059495115741,10020236863059,631533800000,241295151457,610157723863,36302076957,29228546071,-3.5,1023730726605,16.237321871826026,1.124399790416572,0.0354605718218389,0.0285510098616759,0.01970924389101,201.3262575492492,46.64190661830733,19.87,6,52.29,-1.7636853281650744,0.0066526051463586,-0.0031478336595722,-0.0022583172281348,1023730726604.0,-0.0742671028205782,-632.327075072324,36.764454377491575,93.75,-38.89,-12.987012987012992,0.0,-11.412999999999997,-0.3576903423607502,2.1255060728744946,0.1801725863721959,-11.412999999999997,-1.0478798599782737,2.78906671461967,0.8612846181647926,-1.2571747605148231,-0.9549418113042663,-0.178494,금융,Infra
미래테크놀로지,2015,Dec_15,101.0,5.7,16100.0,1,2015-12-01,5545000,16355045501,2623151735,1435029318,0,2000000000,15543107918,0,3246373206,2649241023,-14.9,11509551725,0.0818001761550812,11.39701140307992,0.2820590483075482,0.2301776025946831,0.1510132090267633,477.7711493237151,5.403928262337931,33.62,6,73.56,-0.0230534059246929,2.157595939614618,0.0141152733883012,0.0060456370157545,11509551724.0,-0.102151936974715,-225.0585278629396,2.099792328983754,94.74,100.0,-2.777777777777779,0.0,18.84582865363502,-0.2305354710258944,-3.1865042174320624,0.2996223070917514,18.84582865363502,-0.1361147410359642,1.759594433882827,0.2124048711981352,1.3348220320737791,-1.3551251352238445,-0.178494,소프트웨어,Growth
미코바이오메드,2020,Oct_20,159.0,0.57,15000.0,41,2020-10-22,16716042,33969562360,10124616859,45498852297,6397636819,7074688000,-66600859604,-121258598,2366099126,-15294578193,-8.0,21685370455,-0.8700540650326272,0.7466026206168679,0.1091103853129909,-0.7052947619566041,0.2564163810780094,-914.964092157701,-3.297541430645877,36.07,1,37.97,-0.3312313362670676,-0.1611744845673695,2.9536126878009368,2.86688791220163,21685370454.0,-0.0718277560272744,-39.21614392928666,-3.211723152821917,93.75,100.0,-5.797101449275366,0.0,98.03110088484644,-0.3984857541342812,15.317559153175589,-0.5558864403414576,98.03110088484644,1.4183311135951948,-2.89446895147607,1.1900580079187817,2.035024782503214,0.24640234948605239,-0.880964,의료/의약,Growth
미투온,2016,Oct_16,73.1,0.0,3800.0,1,2016-10-10,30175943,15774,4467,1910,0,11400,4714,696,2522,2648,17.0,8794,0.1136228435455086,8.258638743455498,0.2867864453036161,0.3011143961792131,0.1575252825698988,8.77520215358307e-05,7.268437747819191,20.01,6,51.25,-0.1101289396213957,3.732658507561331,-0.0481346621688459,-0.0012374942643713,8793.0,-0.2046715790563493,-8.052772369035826e-05,4.517504414485858,95.0,0.0,0.0,0.0,-28.74493300739548,0.2934702861335347,0.2926829268292685,0.1371471318586614,-28.74493300739548,-0.6892587375687764,1.6063350459146308,0.4306130955507692,2.035936461320187,1.8207994579945819,-0.627855,소프트웨어,Growth
미투젠,2020,Aug_20,1.0,1.35,27000.0,1010,2020-08-18,12889592,62977189251,5241384943,31187705245,2794924114,6307976600,31330155943,-3402187708,11809585837,9481754383,-5.6,27732814794,0.9926008913374276,2.019295384391786,0.4258343743583866,0.3418965746330004,0.2769531972521067,735.61322833182,2.898996231327363,38.31,3,72.42,0.4819622591208875,-1.0935722027458006,-0.0220398194760751,-0.0216278490103883,27732814793.0,-0.52208088479691,-2161.9412092329994,1.8831867760677288,94.74,100.0,12.72727272727272,0.0,-5.641049411328448,0.491523723542997,4.700352526439477,0.5620796948710316,-5.641049411328448,0.5821813758537298,-1.0050879973309002,0.3044324139843235,4.042995316771458,0.5926862270331902,-0.371473,소프트웨어,Growth
미트박스글로벌,2025,Jan_25,849.95,0.0,19000.0,459,2025-01-23,5559750,33067245107,13247974519,25232969476,3043902287,452975000,14668675825,2238236909,2181038430,1903021695,-25.3,80247650004,1.6288625938299517,1.310477751675302,0.027178844862015,0.0237143604193411,0.1096217742971263,342.28547956293,8.270531878248473,20.8,24,61.03,2.567586346503754,0.0218235322973769,-0.0117003891281361,-0.0283840226812681,80247650003.0,0.2255930795526863,-284.7382966860021,2.1296341663227967,71.43,0.0,-8.823529411764708,0.0,0.0,0.0,3.401360544217691,0.6961970237577164,0.0,-1.1041535842442496,1.4898007557061277,0.0,3.012793211898823,2.537993476282896,-0.3525,IT,Growth
민앤지,2015,Jun_15,728.0,45.4,28000.0,1108,2015-06-30,5689460,15023502056,6287994804,2400396009,21961283,2400000000,12981037412,153607731,2966825874,2442425153,60.2,6327647178,0.1559325797082354,6.258759804495242,0.4688671461195051,0.3859926263733284,0.157224392994942,429.28944978961096,6.366784021110368,29.25,6,45.88,-0.5188541529022177,-1.6008628085184933,0.1280902982061884,0.087101565796071,6327647177.0,-0.3264845944310041,-499.3757117547184,4.553529838898903,92.31,242.86,-2.531645569620256,-14.28571428571429,53.9124545958259,-0.0510725229826425,-7.055503292568199,0.0200231847402365,53.9124545958259,0.8731079387486851,1.917948811934722,0.332615607456832,1.1153793654817168,4.556465863453807,-0.129238,IT,Growth
민테크,2024,May_24,946.72,3.43,10500.0,1529,2024-05-03,24370300,28705764023,9084267321,17108451600,4428681642,1885530000,-23386213848,1874123392,-4737405164,-7501425172,22.7,7285537916,-1.0973462869504431,1.6778703703963485,-0.6502478222776159,-1.0296323014839963,0.3822078345728047,-307.8101283939878,-3.4307595697128344,24.0,36,71.96,1.94870636966496,1.1322957596635972,-0.4184220052140248,-0.4333726113792769,7285537915.0,-0.1459049279118604,-16.29009244859526,-8.21242495619915,71.43,200.0,2.8169014084507005,0.0,66.58588516332291,0.0755287009063465,-2.2840119165839057,0.0789404438207075,66.58588516332291,-0.1035814879391971,-0.1783847407938021,0.0224906223872167,-0.1935252925252317,-0.9178429813596956,-0.469725,전자/회로,Growth
밀리의서재,2023,Sep_23,619.24,6.1,23000.0,449,2023-09-27,8111910,29504,2097,17002,1291,3283,1048,0,4958,5128,80.9,25997,4.223735857769568,1.7353252558522527,0.1907143131899834,0.1972535292533754,1.1840221657815746,0.0006321569149559,2.6841468334005647,40.56,6,80.56,4.458673991822227,0.3850488348335206,0.0997476974361104,-0.0940403830311543,25996.0,1.3405928571555263,-0.0010135714030357,0.8760393735780654,70.0,100.0,0.0,0.0,-42.911383126878256,0.4510638297872349,-3.481624758220514,0.5076594228713871,-42.911383126878256,-1.0000633682303084,0.834300363299878,0.4153885352022435,-3.264580537307815,-0.779892146790484,-0.041365,서비스,Protective
