date,KOSPI_1001,KOSPI_1005,KOSPI_1008,KOSPI_1011,KOSPI_1012,KOSPI_1013,KOSPI_1014,KOSPI_1015,KOSPI_1017,KOSPI_1018,KOSPI_1020,KOSPI_1021,KOSPI_1024,KOSPI_1026,KOSPI_1035,KOSPI_1155,KOSPI_1156,year_key
2014-01-02,-0.010160660020559384,-0.014753481263406136,-0.007115143104967739,-0.00439452182831309,0.008384866888481645,0.010402892346085513,1.0785916953906142e-05,-0.011528537889532703,0.021318826324157453,-0.007924111663871145,-0.0125315518770812,-0.015418167168286015,-0.00018382396063630968,-0.01213187267819161,-0.012306129350459803,-0.010899129335874077,-0.019176494521016114,0.0
2014-01-03,-0.010160660020559384,-0.014753481263406136,-0.007115143104967739,-0.00439452182831309,0.008384866888481645,0.010402892346085513,1.0785916953906142e-05,-0.011528537889532703,0.021318826324157453,-0.007924111663871145,-0.0125315518770812,-0.015418167168286015,-0.00018382396063630968,-0.01213187267819161,-0.012306129350459803,-0.010899129335874077,-0.019176494521016114,0.0
2014-01-06,-0.010160660020559384,-0.014753481263406136,-0.007115143104967739,-0.00439452182831309,0.008384866888481645,0.010402892346085513,1.0785916953906142e-05,-0.011528537889532703,0.021318826324157453,-0.007924111663871145,-0.0125315518770812,-0.015418167168286015,-0.00018382396063630968,-0.01213187267819161,-0.012306129350459803,-0.010899129335874077,-0.019176494521016114,0.0
2014-01-07,-0.008151508834577352,-0.010549490509712942,-0.005958954190053802,-0.003474410046754267,0.006121113424342312,0.00735611740148912,0.0056344685775157645,0.010820871808485046,0.015083303987270372,-0.016050897227776403,-0.008908794739839888,-0.012207389905271064,-0.007042267726513942,-0.009535152837613177,-0.00920906110153934,-0.00881764678130924,-0.014277596028127984,0.0
2014-01-08,-0.00667626354231252,-0.009398129642398802,-0.004889807418117447,-0.002889811311457058,-0.006322069472986129,-0.006620414111734155,0.00920768237285587,0.009035163948433416,0.013390745698668589,-0.019256080340886772,-0.007323563095854706,-0.011211040446992523,-0.005774554698326766,-0.008844951456675895,-0.007520304796317605,0.007238693440873529,-0.013578841774500357,0.0
2014-01-09,-0.006288321904158288,-0.008235665393550792,-0.004771961437311857,-0.007641516082743919,0.007155757539543037,-0.0069985387879365,0.010800888762498443,-0.011674583785267785,0.01299882047440595,-0.02055020934449203,0.0072215072326739715,-0.010477527653493203,0.010414317154093779,-0.0082478368540837,-0.007450638929582006,-0.008425747326281614,-0.012664720932685307,0.0
2014-01-10,-0.005669808381355112,-0.007381695924206649,-0.004957604677577667,-0.008559039629721585,0.006461530807323172,-0.006260533897637397,0.009736575299766367,-0.012178450981765574,0.011727913423555726,-0.018785318540415083,-0.009337055748830609,-0.01062542204852272,0.010123024772733977,-0.008504680704965717,-0.006687173211698333,-0.008115988578398682,-0.012681407107715172,0.0
2014-01-13,-0.005953416049448144,-0.006793234206810825,-0.004986249592231511,-0.00970782802511393,0.006095593964674492,-0.007717063542215587,0.008911932950576427,-0.012693727955984327,0.01718658608116562,0.01719002171768446,0.011335676187273545,-0.010584382350098757,0.009284797827877674,-0.0077902645327428315,-0.007547744808291819,-0.007693457836963949,-0.012675961798474253,0.0
2014-01-14,-0.005512032306127155,-0.006305509326803323,-0.0052616233423246105,-0.009004086644586755,-0.006330002031900799,0.008301329028333788,0.008512466047396654,-0.011841906882309667,0.015949849798228187,-0.017081737184460356,0.010496060018124281,-0.0100767406986453,0.008624348340050419,-0.007243117792280215,-0.007075172887323335,-0.007480546308885242,-0.012000379532466798,0.0
2014-01-15,-0.005422823493014913,-0.007259839726139796,-0.006071434538404434,-0.009058417433880637,0.0076117874539126116,0.008485535934499727,0.00838734406848143,-0.011171678298103283,0.015112859271296348,-0.016021239795512645,0.009822886692480909,-0.010262802260113155,0.008215234391544642,-0.00910089096630507,-0.0067473631212818476,-0.0071705138419709295,-0.01236756804889238,0.0
2014-01-16,-0.0051911497244154815,-0.0071302884613537705,-0.005967142216321353,-0.008747931972944907,0.007176842255576983,0.008007794560924488,0.008887829091011013,0.010538777588207477,0.014353487690378202,-0.015510519157122276,-0.009504491357315695,-0.009678783838397912,0.007747315933001987,-0.009132055301429864,-0.006495802074157115,0.007342190369347576,-0.011660272414079126,0.0
2014-01-17,-0.005253758721875844,-0.006829123638869302,-0.00570269057488909,-0.008453510456039643,0.006861590201144524,-0.007912752449053467,0.008436214621534321,-0.010458126057260344,0.01503935911052661,-0.014810030610094544,-0.009480895048504417,-0.009318656519086801,0.007558260548157222,-0.008787096384130808,-0.006509323951813182,-0.007538582715429685,-0.011226271628896395,0.0
2014-01-20,-0.0052839835392938924,-0.006518527377588124,-0.005526193192728066,-0.008227796166138453,0.006543027868927173,0.00881997798259312,0.009398073174389877,-0.01031942771756131,0.014351737642382187,-0.014139305349115035,-0.010222339735415411,-0.00895407195227031,0.007352823501002384,-0.008390414969950149,-0.006668184098430048,0.007476753911729362,-0.010804429940585251,0.0
2014-01-21,-0.005302904775051668,-0.006241985020624779,-0.006004987856863417,-0.007903060548553635,0.006622862803975936,0.008532908924006783,0.009009233255253657,0.01106533646189777,-0.014463898589054329,-0.013746988414316662,-0.010223929077590418,-0.009072106191104962,0.007252647995770761,-0.008070837243905095,-0.0067474882649699915,0.007163523487025076,-0.010989887424772788,0.0
2014-01-22,0.005177208618400817,-0.006151037131592591,0.005880583586716589,-0.007630727690879282,0.006680244387157555,0.008202773640041777,0.010025620362008958,0.010694657659671815,0.014819412967065263,-0.013222040836034843,-0.00991739433527735,-0.008788943315529056,0.007189009737230071,-0.00786819255384208,-0.006561207977965401,0.006911310768359793,-0.010670995125672957,0.0
2014-01-23,-0.0058343790877284805,-0.00618416526549756,-0.005844360151742412,-0.007877563247640789,0.00652327981122362,-0.00950505676909349,0.010065177400714926,0.010678411276274431,-0.014477845179498643,-0.012745372532296977,-0.010293619019364184,-0.008936282259727516,-0.007145892691841634,-0.007644156999457783,-0.0073167423976910175,-0.007489560508716816,-0.010861832300190355,0.0
2014-01-24,-0.005684855103434955,-0.005995493165678083,-0.007437836275865971,-0.007610572114260964,0.006443625642786301,0.009257200601593784,0.010486354162361542,0.010773378744961556,-0.014196934725260962,-0.012912305225032727,-0.010125030207648825,-0.008875957202958936,-0.006943419345682677,-0.0074351058512050145,-0.007083393451748715,-0.007323609979229193,-0.010901586085212467,0.0
2014-01-27,-0.00656293928104924,-0.005970720512238338,-0.009234276303381653,-0.00808473858094763,0.007348941734708122,-0.009637623554027887,0.011439710069708349,-0.010890601567232044,-0.014218976796645511,-0.013042881904275211,-0.010969641689843752,-0.009000317852079387,-0.007120212787241301,-0.009056641221989873,-0.0076183955373481955,-0.008906731041043087,-0.01085594180452263,0.0
2014-01-28,-0.0064817886350880165,-0.005835664116605156,-0.009195301237146734,-0.007846964271883413,0.0073363059259060155,-0.009378445332825999,0.011211907207683431,0.011205512744811527,-0.013936719463097923,-0.01269521653694917,-0.014597545167037384,-0.008765482777995489,-0.007019451588639836,-0.008917331500217732,-0.007522994466237902,-0.008862059736864535,-0.010576035928508344,0.0
