month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2)
2014-01,-0.01424636612721277,-0.028452044819932604,0.018105152292116435,0.0,-0.23942549484409603,0.0011831446084742071,-0.009654245373791743,0.0005843661125762266,-0.23942549484409603,0.0017718300426430298,0.004620512462808241,0.004187894316407757
2014-02,-0.01424636612721277,-0.028452044819932604,0.018105152292116435,0.0,-0.23942549484409603,0.0011831446084742071,-0.009654245373791743,0.0005843661125762266,-0.23942549484409603,0.0017718300426430298,0.004620512462808241,0.004187894316407757
2014-03,-0.01424636612721277,-0.028452044819932604,0.018105152292116435,0.0,-0.23942549484409603,0.0011831446084742071,-0.009654245373791743,0.0005843661125762266,-0.23942549484409603,0.0017718300426430298,0.004620512462808241,0.004187894316407757
2014-04,-0.010264719724113436,-0.021536153150806384,0.0328128570350456,0.0,0.41234586090904934,-0.0014339595486180879,-0.006948846676244703,0.0010152055190772676,0.41234586090904934,0.002757978729026644,-0.016198977828830084,0.0034704034987548356
2014-05,-0.01011732065372809,-0.024224122606877348,0.03456504901069465,0.0,0.44109982324188896,-0.0007807353526394893,-0.024585762469496803,0.0006397903804584353,0.44109982324188896,0.005128787038854596,-0.012630864689662244,0.0012832631496164381
2014-06,-0.016484169282827997,-0.020751967503257543,-0.019353234406563845,0.0,0.4774477444028075,-0.0010240763757819473,-0.033577594412027824,0.0014882576004092637,0.4774477444028075,0.006203238631910426,-0.009785410720576634,0.001529825488540261
2014-07,-0.02820189134363485,-0.01946829648850898,-0.022369977419299095,0.0,-0.1513743124617921,0.0004441506029748949,-0.03466298263489359,0.0016403865640268116,-0.1513743124617921,0.006320680405885828,-0.009862789417168356,0.0005600013778782264
2014-08,-0.03086717352782791,-0.039972403584002066,-0.006582412186177758,-0.05773502691896256,-0.2849085524848281,0.0009861166013688165,0.026572348000225444,0.0016736395682681571,-0.2849085524848281,0.00865864169265637,0.005421065369554338,0.0018592132445374328
2014-09,-0.03197424464925698,-0.04006091511401401,-0.036076274506962096,-0.05773502691896256,0.18730656068988283,-0.002174137212946048,0.021507797518303114,0.0013075384248448989,0.18730656068988283,-0.006295984712045062,0.0036298938214218745,0.0033085803904241316
2014-10,-0.032198953105271086,-0.04572747048491601,0.036391451991710747,-0.061195228303178924,0.20021740224463358,-0.0029829542224014518,0.02303178642088336,-0.0023821750667529715,0.20021740224463358,-0.003994462524469141,0.011415158417851097,0.0035921552158425835
