,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.14,0.126,0.117,0.108,0.002
의무보유확약비율,0.163,0.159,0.146,0.195,0.01
(확정)공모가격,0.127,0.125,0.114,0.119,0.026
청약경쟁률,0.184,0.198,0.164,0.226,0.094
공모후 발행주식수,0.105,0.094,0.152,0.094,-0.03
최대주주 소유주 비율,0.111,0.097,0.116,0.091,-0.006
최대주주 보호예수 기간,0.049,0.093,0.03,0.048,0.003
보호예수 비율,0.121,0.108,0.16,0.12,-0.006
