,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.12,0.094,0.093,0.073,0.0
의무보유확약비율,0.144,0.129,0.119,0.137,0.0
(확정)공모가격,0.095,0.108,0.085,0.121,0.0
청약경쟁률,0.174,0.207,0.12,0.255,0.0
공모후 발행주식수,0.054,0.055,0.09,0.051,0.007
최대주주 소유주 비율,0.066,0.049,0.088,0.037,0.0
최대주주 보호예수 기간,0.03,0.064,0.021,0.02,0.0
보호예수 비율,0.076,0.062,0.115,0.056,0.0
총부채,0.057,0.056,0.06,0.041,0.0
자본금,0.055,0.061,0.074,0.067,0.006
영업이익,0.069,0.056,0.063,0.08,0.021
매출액,0.06,0.059,0.073,0.061,-0.006
