기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),국고채 금리 스프레드,KOSPI_1001,종가대비등락율
비플라이소프트,2022,Jun_22,111.05,9.41,10000.0,26,2022-06-20,6595145,8495294589.0,872246185.0,6446132201.0,511567600.0,2624659000.0,-8470179502.0,1358883035.0,-820599525.0,-1899039453.0,16994279855.0,-1.55076042,1.317890221,-0.048286808,-0.111745803,0.423265634,-287.9450646,-2.936683363,31.83,3,34.55,-0.27087742,0.239625428,0.016271795,0.039774868,2054781286.0,-0.3418289,55.28360589,-2.221653935,94.44,-260.0,-0.0481802328346387,0.1071516751221441,-0.2269828014889725,0.0057030973300947,-0.0357730358646046,0.0003047775762951,-0.2269828014889725,-0.0094919597414971,0.0133230754774483,0.0028354198836139,-0.041084688889675494,-0.0122517751018098,-9.5
비피도,2018,Dec_18,74.62,0.0,18000.0,159,2018-12-26,4090000,26597554274.0,12283275535.0,1164320847.0,791340602.0,1833849500.0,17920828266.0,0.0,2909648319.0,621641791.0,11325257044.0,0.098997385,22.84383582,0.256916758,0.054889862,0.031468081,151.9906579,12.69059498,41.78,1,55.55,-0.893370308,10.46259216,0.036068646,-0.122598754,-2338860488.0,-0.099658771,-440.9739631,6.561657704,93.33,-62.12,-0.0299922217760844,0.0962250448649376,-0.2238793048821655,-0.001744361927002,-0.0242762806920186,-0.0027186107546933,-0.2238793048821655,0.001189795878497,0.0074415634052256,0.0024978868331326,-0.0087756790885423,-0.0083886156082725,102.8
빅텐츠,2023,Aug_23,726.0,2.8,23000.0,181,2023-08-17,3144610,11092.0,13201.0,12205.0,468.0,1327.0,-3086.0,180.0,-1091.0,-940.0,879.0,-8.025965801,0.908807866,-1.241183163,-1.069397042,0.59531349,-0.000298924,-10.6507791,42.83,1,63.84,13.03037223,0.048349945,-1.294828834,-1.110569862,-31351.0,2.671995806,-0.000720916,-17.91625047,70.0,100.0,-0.0279294575633341,0.0,1.833504300411126,0.0052983028178272,0.016239567174047,0.0047417704074905,1.833504300411126,-0.0053586348449096,-0.0248723966411897,0.000658178998826,-0.0018626830476318988,-0.0091317847767834,14.6
빅히트엔터테인먼트,2020,Oct_20,1.0,43.85,135000.0,606,2020-10-15,33846192,367787924.0,452872695.0,229964391.0,388652140.0,13358096.0,-9802387.0,-89323.0,49754830.0,33169756.0,293995796.0,178.4615248,1.599325541,0.169236536,0.112823913,9.568973565,0.980014413,4.060793455,34.74,6,69.29,183.5034891,-0.088633113,0.00108539,-0.010508983,-293228682.0,11.49627419,-1.159785981,2.303465298,95.24,100.0,0.1030531678580657,0.0,0.5678531413313621,0.00453701038196,0.1264880600255867,0.0064170339363122,0.5678531413313621,0.0055027278982883,-0.0119639239235826,0.0045635938232903,-0.003981434524203603,0.0106292474034943,91.1
사이냅소프트,2024,Nov_24,1163.2,0.19,24500.0,60,2024-11-19,5037023,20447620.0,22017573.0,4076725.0,2214999.0,1998362.0,34396961.0,-226055.0,2486673.0,2807912.0,6197501.0,0.173952207,5.015697649,0.401238015,0.453071649,0.077632536,0.557454671,14.5469344,39.03,24,69.79,-0.055645036,1.20002378,-0.104389953,-0.035378552,-6526097.0,-0.10865594,-0.676378091,9.360631091,71.43,100.0,-0.0160375074774896,-0.0429134597577291,0.1387911777321253,-0.0013636240691104,-0.0158676318957798,-0.0018630679410451,0.1387911777321253,-0.0099726036055568,0.0208760471048803,0.0040827166851176,0.039843070659612095,-0.0102794608575517,-24.5
산돌,2022,Oct_22,462.19,7.8,18800.0,113,2022-10-27,7671826,13786878513.0,23001661323.0,4243390328.0,6139991589.0,3068563000.0,11445025519.0,-35467877.0,6447579879.0,7901124847.0,11267172911.0,0.717177469,3.249024353,0.572244691,0.701251761,0.545728623,1029.888432,4.095359564,2.89,6,77.32,-2.627618566,1.703164047,0.173668669,0.665306955,-757352661.0,0.432281987,973.5499227,0.164958878,93.33,100.0,-0.0430472645907053,0.1002055500627312,-50.79292707008938,0.0044992177831541,0.0355625848575113,0.0020562498043713,-50.79292707008938,-0.0226878604705111,0.0238408083349873,0.0023122246606447,-0.016866176520814097,-0.0132023676280945,10.9
산일전기,2024,Jul_24,413.86,42.4,35000.0,423,2024-07-29,30445200,123006000000.0,157801000000.0,69911845720.0,72261431259.0,11972600000.0,81475120103.0,31669234554.0,23250534111.0,16467642394.0,70643765420.0,1.13632303,1.759438187,0.329123653,0.23310822,0.131617992,540.8945382,5.9626026,36.02,6,85.89,0.500240282,-0.191719446,0.111891299,0.051083764,-143894000000.0,-0.248215868,-741.7750346,3.261023348,70.0,183.33,0.0286198477675184,0.0,0.4363628306693711,0.0015010546723028,0.0285558371570717,0.0024425246827599,0.4363628306693711,0.0025598214397299,0.0064110747746959,0.0029030264938686,0.005560250187581897,0.0081794355029882,43.4
삼기이브이,2023,Feb_23,37.51,4.83,11000.0,117,2023-02-03,14280614,65609947315.0,36375919546.0,31973017857.0,21898214605.0,1207692900.0,12522236708.0,0.0,7610576768.0,12114613391.0,80285397375.0,3.923635008,2.052041118,0.094794035,0.150894357,0.882350728,848.3258066,6.322074642,3.5,6,72.76,-20.60650039,-0.740235328,0.0312633,0.152739957,-36575888957.0,1.020489129,863.4287428,1.480390992,94.12,-103.7,-0.0154048879210334,0.0444115591684331,-1.896771637107996,0.0040537442800473,0.0249447643373439,0.0031109208574352,-1.896771637107996,0.015831052546612,-0.036637548968268,0.0014544890530836,-0.017164368959821,0.0112772906646121,144.1
삼성바이오로직스,2016,Nov_16,295.63,24.63,136000.0,45,2016-11-10,66165000,192854.0,5767640.0,1911669.0,1273991.0,137844.0,1601530.0,4839.0,-203642.0,1904946.0,91278.0,1.826416842,0.100882527,-2.231008567,20.86971669,1.092152163,0.028790841,-13.62603981,74.93,6,79.93,6.064298854,-0.814841689,-1.094136129,21.81778087,-13871.0,0.509413135,0.030297499,-8.349758037,93.33,100.0,0.0483993613757219,0.0,0.3934389134720079,0.0011241700788122,-0.0393640183248796,0.0037492948768385,0.3934389134720079,-0.008030671554397,0.0180701537859179,0.0014796490739298,0.020283903322148203,-0.0086134976681183,5.9
삼성에스디에스,2014,Nov_14,651.5,48.11,190000.0,134,2014-11-14,77377800,3263510000000.0,2262260000000.0,1247560000000.0,263940000000.0,38688900000.0,2829150000000.0,-151034000000.0,275142000000.0,201800000000.0,3926290000000.0,0.556353458,2.615911351,0.070076845,0.051397105,0.074278617,2607.985408,14.58978396,22.58,6,63.76,0.008492612,0.214076698,-0.0016758,0.005137668,-3120540000000.0,-0.051782294,-1604.883205,6.909487793,93.75,100.0,0.0583377845155558,-0.0641500299099584,0.2969468014830376,-0.002150388454816,-0.0184739773015746,-0.0011903832888973,0.2969468014830376,-0.0038738211139957,0.0130318566153565,0.0048070034940969,-0.0195186134946536,-0.0072062465214918,72.4
삼양엔씨켐,2025,Feb_25,1242.26,0.99,18000.0,1282,2025-02-03,10830140,54917.0,72865.0,35222.0,11549.0,4849.0,32668.0,-15823.0,8002.0,6261.0,81155.0,2.155941735,1.559167566,0.098601442,0.077148666,0.288605144,0.000578109,10.12384404,60.6,30,80.61,-2.485287773,0.166975287,0.023877549,0.029685607,-17448.0,-0.095001413,0.000145981,-0.021242823,85.71,100.0,,,,,,,,,,,,-0.0108361691347352,-0.2
삼양옵틱스,2017,Jun_17,33.2,8.7,16700.0,2,2017-06-02,10059880,25358848820.0,17288160105.0,7461534448.0,1237033746.0,5000000000.0,24714315793.0,383004106.0,19558642362.0,15966108170.0,62786098080.0,0.28901471,3.398610433,0.311512309,0.254293684,0.530482722,1587.107219,1.735725829,59.64,1,62.27,0.025561307,-0.898783598,0.003851688,0.025379053,5564414813.0,-0.018624685,285.0160928,0.161956804,93.33,0.0,0.0126595139919622,0.0,0.4454656926791144,-0.0008830536225024,0.0208252829055234,-0.0016541334426279,0.4454656926791144,0.0011364620789134,-0.0054155501069514,0.0019600911824477,-0.025554575277016295,0.0064929402657912,0.6
삼양패키징,2017,Nov_17,16.73,0.36,26000.0,2,2017-11-29,14209804,104229000000.0,396664000000.0,79162369609.0,188558000000.0,71049020000.0,46416008644.0,1461566.0,23341716608.0,15156744462.0,169372000000.0,2.279124627,1.316653447,0.137813154,0.089487796,0.129030368,1066.639938,9.989504798,51.0,6,74.13,-0.398260096,0.095696497,0.005753092,0.011390732,-140753000000.0,-0.107691172,-637.8086382,4.666136019,93.75,0.0,0.0219276366868437,0.1154700538379251,0.2358304837536787,0.0039875713503468,0.026806842005816,-0.0044819565541567,0.2358304837536787,0.0044702745663514,-0.0137400627077704,0.0018927463349356,-0.0290491670655013,0.0051292032399922,-8.5
삼영에스앤씨,2021,May_21,1767.0,15.0,11000.0,2392,2021-05-21,5557158,12478034356.0,5670549553.0,2010835833.0,1690708607.0,2209504000.0,4021792505.0,-53617280.0,182225063.0,1258837682.0,13557858486.0,0.599180421,6.205396856,0.013440549,0.092849301,0.20377194,226.5254438,79.2812977,9.57,1,64.47,-1.373178306,4.482269389,-0.049618604,0.049194836,-931176460.0,0.060448393,112.7062822,70.71233941,93.33,145.45,0.0184717227757308,0.0,0.342270583345859,0.0027273260273985,0.0076361297794321,0.000947480886773,0.342270583345859,0.0088103348942291,0.0138172710345821,0.0035001361532069,-0.027057666640111895,0.0084064616849461,160.0
삼현,2024,Mar_24,649.11,11.71,30000.0,1645,2024-03-21,10585856,56206648490.0,37752043071.0,44596126800.0,2682599888.0,4267928000.0,42577006693.0,-164969820.0,8000270581.0,7223298574.0,72737982928.0,1.012826955,1.260348208,0.109987523,0.099305731,0.154740874,682.3537533,5.834798261,68.59,12,88.3,-0.016264396,0.216589551,0.069861169,0.050885006,4120174360.0,0.070946221,368.4892893,-8.565957192,66.67,200.0,0.0289857684323689,0.0,0.2919122135301978,0.0016039458966783,0.0154218233419873,0.0019661047046304,0.2919122135301978,-0.0094640476111689,0.0079246312636558,0.0086209788043813,0.004708177465737897,0.0100284405881186,56.7
상신전자,2017,Oct_17,601.54,0.0,13300.0,1002,2017-10-16,3921000,33362191515.0,10968995482.0,21837933846.0,3021910748.0,1600000000.0,17656339428.0,215002975.0,3619229955.0,2714325859.0,41436578243.0,1.276740149,1.5277174,0.087343842,0.06550555,0.139401065,692.2534708,5.379968293,24.48,6,76.66,0.011041892,0.007784646,-0.004910252,-0.00681468,-30629232912.0,-0.14981406,-636.9523655,2.669444945,96.15,100.0,0.0194441509323201,0.0,0.241075117035675,0.0028271351069809,-0.0188557854999694,0.0034238106894798,0.241075117035675,0.0019133759729569,-0.0020684530070046,0.0018467810517275,-0.0320754070702764,0.0063247043409364,65.4
새빗켐,2022,Aug_22,1670.9,42.37,35000.0,1724,2022-08-04,0,13507038742.0,10378853595.0,6707864679.0,2531630122.0,2048387000.0,12074504491.0,0.0,5540032480.0,4422891976.0,33388663651.0,0.654221185,2.013612288,0.165925553,0.132466876,0.313171844,0.0,2.643738568,36.66,6,65.82,-0.025707577,0.636048653,0.041335386,0.030821336,12421650556.0,0.097371224,0.0,-1.216650321,93.33,200.0,-0.035438763885204,0.1440281226329759,-40.81985045895075,0.0048608282667082,-0.0733991812625455,0.00392918014723,-40.81985045895075,-0.0113141440317843,0.0095330067977523,0.0022092349169886,-0.013406958808057798,0.0111739490602029,107.1
샌즈랩,2023,Feb_23,1325.79,1.3,10500.0,868,2023-02-15,15111000,6149222397.0,2727127977.0,4657602967.0,0.0,1200000000.0,-2691813020.0,83355298.0,-990908981.0,-732699111.0,3160411860.0,-3.30688163,1.320254741,-0.313537926,-0.231836591,0.520213777,-48.4877977,-4.257451984,13.28,1,74.27,0.817126392,-0.946544378,-0.403817378,-0.367361774,-2253435402.0,1.486752046,-97.04266792,-14.21755417,92.86,100.0,-0.0154048879210334,0.0444115591684331,-1.896771637107996,0.0040537442800473,0.0249447643373439,0.0031109208574352,-1.896771637107996,0.015831052546612,-0.036637548968268,0.0014544890530836,-0.017164368959821,0.0100951272889615,137.1
샘씨엔에스,2021,May_21,1.0,25.0,6500.0,1104,2021-05-20,50153846,17108009408.0,29608746665.0,18392769412.0,3857361695.0,20000000000.0,5268456206.0,-801831240.0,7806361322.0,6034564109.0,35942186926.0,0.909407454,0.930148637,0.217192163,0.167896409,0.24664473,120.3210639,3.134190688,71.2,1,72.76,-0.383664757,0.416717546,0.167073632,0.141406088,14956725871.0,0.216329723,109.2369369,-14.30118094,94.12,214.29,0.0184717227757308,0.0,0.342270583345859,0.0027273260273985,0.0076361297794321,0.000947480886773,0.342270583345859,0.0088103348942291,0.0138172710345821,0.0035001361532069,-0.027057666640111895,0.0084149950956007,28.0
샘코,2017,Sep_17,19.26,0.96,11000.0,207,2017-09-15,7920191,20471325672.0,22441688828.0,10284908796.0,8844432286.0,3105565500.0,6975983304.0,633648.0,1445632196.0,717649732.0,14273267786.0,1.897341292,1.990423647,0.101282497,0.050279287,0.071179999,90.61015473,16.45209168,44.67,1,63.55,0.136086636,0.395882068,0.016536523,-0.020659866,-14540803254.0,-0.149760182,-167.4702125,8.205329547,93.33,-75.0,-0.0378055548166853,0.0,0.0750667962324764,0.0030400622820428,-0.0112900629557696,0.0025091521785845,0.0750667962324764,0.004452098647765,0.0035267422621,0.0030039191691268,0.0018232291906528017,0.0059819941592151,-6.8
샤페론,2022,Oct_22,26.0,12.99,5000.0,9,2022-10-19,22231781,23519680460.0,1427238684.0,1561270790.0,1712367083.0,9701185500.0,-82655401706.0,4221115007.0,-4068060017.0,-3926648287.0,2000000000.0,-0.047628258,15.06444661,-2.034030009,-1.963324144,0.057128927,-176.6231993,-5.32766999,21.54,2,70.87,-0.007844212,-5.830712004,17.9840543,43.62086159,1477159800.0,-0.303942799,895.4116855,-2.996423649,95.0,-160.0,-0.0430472645907053,0.1002055500627312,-50.79292707008938,0.0044992177831541,0.0355625848575113,0.0020562498043713,-50.79292707008938,-0.0226878604705111,0.0238408083349873,0.0023122246606447,-0.016866176520814097,-0.0137137602456466,72.6
서남,2020,Feb_20,1.0,4.87,3100.0,881,2020-02-20,20365160,6311779983.0,5225922162.0,1941133977.0,1913041001.0,8380080000.0,-45076634541.0,808449230.0,-2552549441.0,-2501845895.0,862165281.0,-0.107394217,3.251594201,-2.960626573,-2.90181703,0.069712398,-122.849312,-3.01013843,11.18,3,42.27,-0.00337632,0.14250264,-2.6300018,-2.603222194,-3991850020.0,0.027140978,-51.67953466,1.433459496,93.75,100.0,0.0076408227718826,0.0,0.2623303658765815,0.0037786128852143,-0.0547925537896524,0.0015142125291333,0.2623303658765815,0.0023196221648779,0.017591790499471,0.001172100780533,0.0011008995427376003,0.0120049012956546,53.2
서울바이오시스,2020,Mar_20,1.0,9.5,7500.0,942,2020-03-06,38223653,109376000000.0,446057000000.0,258287000000.0,134889000000.0,18081826500.0,52516322334.0,3469315629.0,3216201907.0,2505289715.0,259092000000.0,5.30835239,0.423468577,0.012413375,0.009669511,0.033824429,65.54291697,50.44977621,63.88,6,65.08,1.83291394,-0.114723768,-0.030802162,0.000350519,-127321000000.0,-0.015632918,-28.6651093,40.81045617,93.33,100.0,-0.0652745644243317,-0.2309401076758503,0.1591919896501097,-0.0062700514406535,-0.1137343510364336,0.0029586909045791,0.1591919896501097,-0.0129903483987718,0.0194234640308273,0.0027090468683704,0.0233695205076603,-0.01590264183253,48.0
서전기전,2014,Dec_14,11.54,0.0,6500.0,8,2014-12-24,4849390,20437162899.0,10445409752.0,9664183524.0,756907681.0,1800000000.0,18661481446.0,0.0,3281986228.0,3377291885.0,35431408351.0,0.509302869,2.114732491,0.092629291,0.095319154,0.165056078,696.4364353,6.234481203,57.9,6,59.4,-0.323535824,0.734205831,-0.03375387,-0.008629527,-19412053458.0,-0.220289419,-479.1558693,4.100063146,93.75,-266.67,-0.0555786959879707,-0.0641500299099584,0.2982524663731232,-0.0033675972285991,-0.0046978694247324,-0.0014842811845094,0.2982524663731232,-0.0018320382954073,0.012617454868491,0.00466209896924,-0.0028872467310176037,-0.0066932252864551,41.5
서진시스템,2017,Mar_17,588.0,36.65,25000.0,742,2017-03-27,5645085,98157413283.0,129166000000.0,130033000000.0,24785837366.0,2151092500.0,39679489368.0,7001066149.0,24390510140.0,19626660876.0,165871000000.0,3.170457562,0.75486639,0.147045319,0.118325061,0.401925015,3476.76977,2.972641979,44.59,6,67.01,-0.159600454,0.149745149,-0.141712954,-0.116386803,88128298130.0,-0.138912906,244.3889825,1.469730259,92.86,100.0,0.0280376730687678,0.0,-0.1968233200582597,0.0076993137932053,0.0192483514222705,0.0058033707410047,-0.1968233200582597,0.0041250319433051,-0.0185762304924041,0.0009303112639277,-0.0012481081722500002,0.0051806206454433,49.4
서플러스글로벌,2017,Jan_17,81.31,1.04,8000.0,548,2017-01-25,18494000,78076551656.0,16517608011.0,36087017365.0,7692580643.0,1411900000.0,49446057531.0,-93051465.0,13814258082.0,9712530233.0,73384486084.0,0.862398878,2.163563446,0.188244939,0.132351274,0.191323711,525.1719603,3.678414096,65.12,6,69.08,-0.188406351,0.269914755,0.039173963,0.031192737,-22041270677.0,-0.049720893,3.211865686,0.774667811,92.31,30.0,-0.023094010767585,0.0,0.3615675348419898,0.0050442811025452,-0.0307764043807471,0.0063771314697993,0.3615675348419898,-0.0082823307572546,0.014965327067159,0.0006170850627513,0.020186508199920794,0.0042678297933718,-10.8
석경에이티,2020,Dec_20,1.0,6.46,10000.0,1751,2020-12-23,5455000,8100518421.0,11272205017.0,6440931381.0,2021311687.0,2212500000.0,7871789164.0,6851018.0,961770097.0,855846878.0,4666230391.0,0.83858146,1.257662587,0.206112861,0.183412906,0.084811712,156.8921866,11.34416677,41.45,1,42.0,-0.181035844,0.315899058,0.00044965,0.00991048,-1737079344.0,-0.035540647,-46.77230082,3.712387597,92.31,100.0,0.0847062171544433,0.0,0.6572584660362243,0.0059245442080624,0.1196179342166271,-0.0039977986003998,0.6572584660362243,0.0048550722504793,-0.0047899930920744,0.0032081027794739,-0.0008784174960361976,0.0098747960671985,160.0
선진뷰티사이언스,2021,Jan_21,1.0,17.83,11500.0,1987,2021-01-27,6115650,34107699326.0,55333258111.0,27581967600.0,28828311454.0,2417800000.0,26827896402.0,15433298.0,3617433535.0,2880283087.0,35724708021.0,1.927823007,1.236594134,0.101258589,0.080624398,0.098433762,470.9692489,9.130970359,53.92,2,67.54,-0.155220681,-0.098683424,0.00300873,-0.010783483,-11678233488.0,-0.06442255,-237.5412838,2.650860868,93.33,100.0,0.0963013033671979,0.0,-0.361647525067597,0.00526184992411,0.0824109735611609,0.004007439306353,-0.361647525067597,0.0122344101591645,-0.0141019106227027,0.0029116519653548,-0.0134276741768871,0.01499792254284,160.0
성우,2024,Oct_24,516.19,3.3,32000.0,816,2024-10-31,15045670,97020008155.0,75247203638.0,34992323955.0,15915447196.0,6022835000.0,109714000000.0,-4251714135.0,10330714847.0,11074478805.0,69965791081.0,0.456632568,2.772608309,0.147653799,0.158284193,0.099335869,736.0575372,11.74743882,26.79,6,82.27,-0.097365935,0.298915603,-0.049552394,-0.011497072,-76693409243.0,-0.165188627,-918.9026329,7.948893523,71.43,175.0,0.0,-0.0412393049421165,-0.1016785648577596,-0.0002931910608218,-0.0230458301013579,0.0017234571539693,-0.1016785648577596,0.0105628961505914,-0.0218148390825666,0.0045634038860244,-0.0056302094723666984,0.0113311529099321,-12.5
성일하이텍,2022,Jul_22,2269.68,38.66,50000.0,1207,2022-07-28,11618219,54358167171.0,146521000000.0,46052831231.0,38821075308.0,4461824500.0,-1347706529.0,-505004063.0,7889081449.0,7366311105.0,46984122552.0,32.52978196,1.180343656,0.16790952,0.156782988,2.823299927,634.0310081,14.70457493,32.97,2,65.44,49.57273775,-0.12846396,0.069268995,0.230091024,-91502849677.0,0.611033688,1507.848935,6.741125344,94.12,136.76,-0.048544976833884,0.1435169946033742,-0.4849577217339229,0.002177233244565,-0.0501021562157945,0.0009572193300061,-0.4849577217339229,-0.0115596974611071,0.0126725779023394,0.0029997401546629,-0.010962992208657305,-0.0131247355115002,76.4
세경하이테크,2019,Jul_19,10.71,0.0,35000.0,1,2019-07-30,5624000,100093000000.0,64309481597.0,58202513258.0,1936441756.0,2400000000.0,77753392374.0,1158650987.0,17920829443.0,15953621290.0,102486000000.0,0.739606982,1.719743262,0.174860431,0.155665624,0.19620244,2836.703643,5.818029066,36.68,6,42.61,-0.195674008,0.256698442,0.024440011,0.031745581,-154106000000.0,-0.292787417,-2817.097671,3.538623793,92.31,-183.33,-0.0423029203015718,-0.0824786098842322,0.3169106461132106,-0.0019965282185223,-0.0175524099259989,-0.002449087652858,0.3169106461132106,-0.003981653499499,0.0235783179911666,0.0018604295217572,-0.003168602611175103,-0.007878818700917,-4.7
세미콘라이트,2015,Jun_15,187.7,4.5,11300.0,143,2015-06-25,5200000,15987195294.0,21651585538.0,14191831912.0,2764364058.0,2064112500.0,4803829229.0,616501170.0,1953705076.0,1617757471.0,13348947140.0,2.265525464,1.12650681,0.146356492,0.121189893,0.21614935,311.107206,10.58633932,33.18,6,45.06,-1.059425604,0.192526172,-0.032511136,-0.008578855,-34787974921.0,-0.852332552,-890.175116,8.375886419,93.75,0.0,-0.0267453370970141,-0.0824786098842322,0.4223645171817883,-0.0005987478670756,-0.0533311452078044,0.0014715464320063,0.4223645171817883,0.0079219675713042,0.0204383433670453,0.0040166297710792,0.18026311373967718,-0.0064030447162826,32.3
세아메카닉스,2022,Mar_22,1.0,6.73,4400.0,2475,2022-03-24,26489500,29540721732.0,25608488715.0,15440220629.0,838077165.0,624000000.0,37288078697.0,-732556381.0,5068648491.0,5399333244.0,78848221733.0,0.437829665,1.913231841,0.064283612,0.068477553,0.145223309,203.8291868,7.668890972,44.93,3,71.3,0.000559523,-0.336000882,0.004203245,0.017032393,-3846518455.0,0.011358653,43.22803998,0.931903448,92.86,180.0,0.0235295507087624,0.1443375672974066,0.1178968154959868,0.0052417022764941,-0.0100963296517633,0.0011782149825693,0.1178968154959868,-0.0045557393353101,0.0077965958666167,0.0026846333227458,-0.002455035240400305,-0.0122140644437109,72.7
세원,2017,Oct_17,90.67,0.0,5700.0,640,2017-10-20,3633000,19831473543.0,14098394447.0,13563458357.0,2240000000.0,1470000000.0,16287409633.0,0.0,1031645097.0,-293176115.0,22005481082.0,0.889964172,1.462125147,0.046881279,-0.013322868,-0.016510072,-80.69807735,17.57039285,37.49,6,57.14,-0.151635804,0.003184726,-0.025995246,-0.075913982,-20346638976.0,-0.16336771,-810.3612731,11.60255457,95.83,50.0,0.0194441509323201,0.0,0.241075117035675,0.0028271351069809,-0.0188557854999694,0.0034238106894798,0.241075117035675,0.0019133759729569,-0.0020684530070046,0.0018467810517275,-0.0320754070702764,0.0062934677888039,95.6
세종메디칼,2018,May_18,836.68,36.36,15000.0,922,2018-05-29,6777741,11319912692.0,14418000040.0,2696071833.0,1287391424.0,2748420500.0,18927939784.0,78089191.0,5187327835.0,2704537927.0,14549536200.0,0.183110276,4.198668802,0.356528742,0.185884821,0.124321139,399.0323512,4.193767999,67.74,6,68.9,-0.117332825,2.137357142,0.063148685,-0.062543185,1776544901.0,-0.042074117,-69.1426285,-0.895191863,93.33,144.83,0.0451418701787662,0.0,0.3010651355740065,0.0016502868535365,-0.0087023698961395,0.0014385611492154,0.3010651355740065,0.0018706052464092,-0.0080036757757077,0.0015652698417899,-0.0036847920870533013,0.0059365452509574,100.0
세진중공업,2015,Nov_15,8.89,26.5,3500.0,2,2015-11-30,38832000,180966000000.0,342483000000.0,237275000000.0,133668000000.0,20516000000.0,108519000000.0,22506190029.0,25653893205.0,14823041303.0,282379000000.0,2.447811307,0.762685074,0.090849042,0.052493362,0.097815562,381.7223244,5.944754157,62.09,6,65.56,-0.360853872,0.016240294,0.032218438,0.020955151,-285556000000.0,-0.033169349,-79.53807921,1.80907762,94.44,0.0,0.0164957219768464,0.0,-0.1805259286429446,-0.0015645484870395,0.0098539821895836,-0.001342303020669,-0.1805259286429446,0.0035582031893911,-0.0201784818246968,0.0015856881500887,-0.13940382821953629,-0.0077295226551366,-10.4
세틀뱅크,2019,Jul_19,1.0,14.8,55000.0,309,2019-07-12,9267000,110201000000.0,11129781115.0,61267520435.0,1271328878.0,4170000000.0,53574886068.0,1047419389.0,3505219336.0,3191352220.0,15356642059.0,1.063725071,1.798691589,0.228254284,0.207815759,0.054281801,344.3781396,16.77278932,40.81,6,46.3,-0.003322377,0.011620118,-0.002127602,-0.00202514,-41807586131.0,-0.163349422,-950.042168,12.58754702,93.33,220.0,-0.0423029203015718,-0.0824786098842322,0.3169106461132106,-0.0019965282185223,-0.0175524099259989,-0.002449087652858,0.3169106461132106,-0.003981653499499,0.0235783179911666,0.0018604295217572,-0.003168602611175103,0.0071019997257228,-6.2
세화아이엠씨,2015,Mar_15,216.0,10.45,16300.0,732,2015-03-19,11335440,121530000000.0,218590000000.0,157718000000.0,39686121264.0,5337720000.0,75560908183.0,8300707035.0,24107384767.0,13556693426.0,181969000000.0,2.213072047,0.770548724,0.132480398,0.074499833,0.151982001,1195.956524,5.919988227,39.33,6,50.92,0.167105405,-0.41722864,0.053399502,0.055884882,-38695357251.0,0.099444672,833.5828929,-1.627229018,93.75,100.0,0.0481125224324687,-0.0721687836487032,0.3201089781172657,-0.0070248789560147,0.017240153895134,0.0040700749044138,0.3201089781172657,-0.0026965461118946,0.0144896596368497,0.0021561527956833,-0.0046809009386514985,0.005939735134659,1.2
센코,2020,Oct_20,848.0,1.8,13000.0,366,2020-10-29,7770644,12454948474.0,8131370385.0,4414381797.0,4993688268.0,3198642000.0,-8276668690.0,0.0,-1447339818.0,-1340255340.0,6071501917.0,-1.852701973,2.821447951,-0.238382502,-0.220745272,0.263932315,-172.4767394,-7.723306341,30.01,2,65.12,0.031389996,-0.10458334,-0.356735443,-0.099173781,-13763107302.0,-0.373275638,137.8351215,-13.03625957,93.75,100.0,0.1030531678580657,0.0,0.5678531413313621,0.00453701038196,0.1264880600255867,0.0064170339363122,0.5678531413313621,0.0055027278982883,-0.0119639239235826,0.0045635938232903,-0.003981434524203603,-0.0096981581857529,17.3
센트랄모텍,2019,Nov_19,862.63,6.18,6000.0,580,2019-11-25,8400000,72593397278.0,158181000000.0,87362292731.0,58601068402.0,3150000000.0,66797430521.0,14863538448.0,7279735149.0,4008050916.0,152902000000.0,1.721043432,0.830946568,0.047610617,0.026213286,0.047258638,477.1489186,11.65028222,56.25,6,68.99,-0.206369918,0.096260248,0.014730017,0.011952079,-160440000000.0,-0.00804417,-54.83064512,3.807514762,94.44,100.0,0.0285225949224432,-0.0962250448649376,-0.1003522523349934,-0.0015167109562324,0.0176503996792161,0.0050556366774244,-0.1003522523349934,0.0023471051444653,-0.0023388039101597,0.0011753739458317,-0.015142583536280299,0.0070668646653717,65.7
