month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,산업생산지수(IPI),생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2)
2016-02,1.474,1.826,67,1.5,8271.5,87.1,94.69,98.3,95.64,8271.5,365758112,1217.35,2286221.2
2016-02,1.474,1.826,67,1.5,8271.5,94.7,94.69,98.3,95.64,8271.5,365758112,1217.35,2286221.2
2016-03,1.498,1.854,67,1.5,11363.7,97.8,94.63,100.6,95.393,11363.7,369839889,1188.21,2294354.5
2016-03,1.498,1.854,67,1.5,11363.7,95.2,94.63,100.6,95.393,11363.7,369839889,1188.21,2294354.5
2016-04,1.468,1.81,71,1.5,7332.6,94,94.87,102.3,95.573,7332.6,372481509,1147.51,2302115.2
2016-04,1.468,1.81,71,1.5,7332.6,94.9,94.87,102.3,95.573,7332.6,372481509,1147.51,2302115.2
2016-05,1.455,1.787,74,1.5,9348.1,95.6,94.98,99.8,95.63,9348.1,370896643,1171.51,2319116
2016-05,1.455,1.787,74,1.5,9348.1,96.1,94.98,99.8,95.63,9348.1,370896643,1171.51,2319116
2016-06,1.334,1.617,74,1.25,11302.4,99.5,95.21,99.3,95.611,11302.4,369889849,1170.5,2334288.3
2016-06,1.334,1.617,74,1.25,11302.4,96.4,95.21,99.3,95.611,11302.4,369889849,1170.5,2334288.3
2016-07,1.218,1.401,72,1.25,7491.1,94.9,95.1,101.6,95.431,7491.1,371383929,1144.09,2350603.7
2016-07,1.218,1.401,72,1.25,7491.1,95.9,95.1,101.6,95.431,7491.1,371383929,1144.09,2350603.7
2016-08,1.238,1.417,71,1.25,6194.1,94,95.19,102.6,95.677,6194.1,375459420,1111.68,2378156.4
2016-08,1.238,1.417,71,1.25,6194.1,96.3,95.19,102.6,95.677,6194.1,375459420,1111.68,2378156.4
2016-09,1.312,1.512,75,1.25,6463.4,96.2,95.41,102.5,96.247,6463.4,377770474,1107.49,2381604.3
2016-09,1.312,1.512,75,1.25,6463.4,94.8,95.41,102.5,96.247,6463.4,377770474,1107.49,2381604.3
2016-10,1.361,1.596,75,1.25,4605.5,95.7,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8
2016-10,1.361,1.596,75,1.25,4605.5,97.1,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8
2016-11,1.609,1.965,72,1.25,6891.1,99,96.12,95.9,96.237,6891.1,371985331,1161.64,2400346.6
2016-11,1.609,1.965,72,1.25,6891.1,97.4,96.12,95.9,96.237,6891.1,371985331,1161.64,2400346.6
2016-12,1.692,2.159,72,1.25,8934.6,108,96.96,94.2,96.342,8934.6,371101605,1182.28,2407562.2
2016-12,1.692,2.159,72,1.25,8934.6,97.2,96.96,94.2,96.342,8934.6,371101605,1182.28,2407562.2
2017-01,1.643,2.111,72,1.25,7098.7,92.7,98.37,93.2,97.366,7098.7,374036338,1185.1,2417763.8
2017-01,1.643,2.111,72,1.25,7098.7,97.9,98.37,93.2,97.366,7098.7,374036338,1185.1,2417763.8
2017-02,1.665,2.163,75,1.25,7785.8,91.8,98.75,94.4,97.632,7785.8,373908551,1144.92,2427679.6
2017-02,1.665,2.163,75,1.25,7785.8,97.9,98.75,94.4,97.632,7785.8,373908551,1144.92,2427679.6
2017-03,1.709,2.221,79,1.25,5662.4,99,98.71,97,97.565,5662.4,375302146,1134.77,2433899.9
2017-03,1.709,2.221,79,1.25,5662.4,102,98.71,97,97.565,5662.4,375302146,1134.77,2433899.9
2017-04,1.678,2.182,81,1.25,6649.8,97.1,98.5,101.8,97.442,6649.8,376573253,1132.73,2451119.3
2017-04,1.678,2.182,81,1.25,6649.8,98.2,98.5,101.8,97.442,6649.8,376573253,1132.73,2451119.3
2017-05,1.69,2.257,81,1.25,3956.8,98.1,98.23,109.2,97.546,3956.8,378456235,1125.28,2459313
2017-05,1.69,2.257,81,1.25,3956.8,98.6,98.23,109.2,97.546,3956.8,378456235,1125.28,2459313
2017-06,1.673,2.165,82,1.25,5819.9,101.3,97.85,112.6,97.338,5819.9,380568047,1130.04,2469567.2
2017-06,1.673,2.165,82,1.25,5819.9,98.1,97.85,112.6,97.338,5819.9,380568047,1130.04,2469567.2
2017-07,1.74,2.252,78,1.25,5934.9,98.4,97.92,112.7,97.499,5934.9,383755561,1134.4,2470440.9
2017-07,1.74,2.252,78,1.25,5934.9,97.3,97.92,112.7,97.499,5934.9,383755561,1134.4,2470440.9
2017-08,1.78,2.287,78,1.25,6851.8,96.3,98.37,111.3,98.058,6851.8,384839045,1130.79,2486134.9
2017-08,1.78,2.287,78,1.25,6851.8,98.7,98.37,111.3,98.058,6851.8,384839045,1130.79,2486134.9
2017-09,1.785,2.286,80,1.25,7841.8,102.2,99.03,108.9,98.172,7841.8,384673968,1131.59,2493767.2
2017-09,1.785,2.286,80,1.25,7841.8,99.8,99.03,108.9,98.172,7841.8,384673968,1131.59,2493767.2
2017-10,2.026,2.455,79,1.25,5740.4,94.9,99.14,110.5,98.077,5740.4,384462718,1131.57,2501860.1
2017-10,2.026,2.455,79,1.25,5740.4,99,99.14,110.5,98.077,5740.4,384462718,1131.57,2501860.1
2017-11,2.15,2.54,81,1.5,6523.3,101,99.04,113.9,97.347,6523.3,387251220,1105.04,2517953.1
2017-11,2.15,2.54,81,1.5,6523.3,99.4,99.04,113.9,97.347,6523.3,387251220,1105.04,2517953.1
2017-12,2.1,2.472,81,1.5,5365.7,107.7,99.09,112.3,97.698,5365.7,389266683,1085.78,2525207.8
2017-12,2.1,2.472,81,1.5,5365.7,98.7,99.09,112.3,97.698,5365.7,389266683,1085.78,2525207.8
2018-01,2.19,2.626,79,1.5,6034.9,97.2,99.5,111.6,98.106,6034.9,395754579,1066.7,2559764.1
2018-01,2.19,2.626,79,1.5,6034.9,99.5,99.5,111.6,98.106,6034.9,395754579,1066.7,2559764.1
2018-02,2.277,2.77,78,1.5,4314.5,91.3,99.92,109.8,98.855,4314.5,394798667,1079.58,2571190.2
2018-02,2.277,2.77,78,1.5,4314.5,100.4,99.92,109.8,98.855,4314.5,394798667,1079.58,2571190.2
2018-03,2.271,2.708,82,1.5,6317.4,99,99.88,109.7,98.751,6317.4,396753590,1071.89,2577393
2018-03,2.271,2.708,82,1.5,6317.4,101.9,99.88,109.7,98.751,6317.4,396753590,1071.89,2577393
2018-04,2.192,2.655,79,1.5,5961.9,99.7,100.01,108.7,98.931,5961.9,398421500,1067.76,2591006.5
2018-04,2.192,2.655,79,1.5,5961.9,100.7,100.01,108.7,98.931,5961.9,398421500,1067.76,2591006.5
2018-05,2.25,2.757,81,1.5,8741,100.2,100.3,109.6,98.979,8741,398980563,1076.39,2603782.9
2018-05,2.25,2.757,81,1.5,8741,100.8,100.3,109.6,98.979,8741,398980563,1076.39,2603782.9
2018-06,2.175,2.656,82,1.5,6503.2,102.6,100.33,106.9,98.779,6503.2,400298586,1092.8,2619495.8
2018-06,2.175,2.656,82,1.5,6503.2,100.4,100.33,106.9,98.779,6503.2,400298586,1092.8,2619495.8
2018-07,2.097,2.549,80,1.5,6581.5,100,100.8,102.1,98.59,6581.5,402447534,1122.8,2633548.9
2018-07,2.097,2.549,80,1.5,6581.5,101.2,100.8,102.1,98.59,6581.5,402447534,1122.8,2633548.9
2018-08,2.019,2.458,73,1.5,9038.3,98.6,101.25,100.1,99.462,9038.3,401131047,1121.15,2646778.2
2018-08,2.019,2.458,73,1.5,9038.3,101,101.25,100.1,99.462,9038.3,401131047,1121.15,2646778.2
2018-09,1.953,2.315,77,1.5,8415.6,97.8,101.54,101,100.221,8415.6,402999746,1120.6,2650057.6
2018-09,1.953,2.315,77,1.5,8415.6,100.1,101.54,101,100.221,8415.6,402999746,1120.6,2650057.6
2018-10,2.01,2.338,77,1.5,6145.7,102.2,101.19,100.2,100.041,6145.7,402747935,1130.81,2675747.9
2018-10,2.01,2.338,77,1.5,6145.7,101.1,101.19,100.2,100.041,6145.7,402747935,1130.81,2675747.9
2018-11,1.94,2.209,73,1.75,4450.7,99.9,100.49,96.6,99.33,4450.7,402987219,1128.58,2688880.9
2018-11,1.94,2.209,73,1.75,4450.7,101.3,100.49,96.6,99.33,4450.7,402987219,1128.58,2688880.9
2018-12,1.825,1.992,73,1.75,4962.4,108.2,100,97.8,98.988,4962.4,403694264,1122.9,2705177.9
2018-12,1.825,1.992,73,1.75,4962.4,99.3,100,97.8,98.988,4962.4,403694264,1122.9,2705177.9
2019-01,1.807,1.991,71,1.75,6685.1,98.3,99.89,98.5,98.884,6685.1,405513163,1122,2726097.6
2019-01,1.807,1.991,71,1.75,6685.1,100.5,99.89,98.5,98.884,6685.1,405513163,1122,2726097.6
2019-02,1.802,1.988,68,1.75,3520.3,89.6,99.99,100.6,99.311,3520.3,404673960,1122.45,2731264.7
2019-02,1.802,1.988,68,1.75,3520.3,98.3,99.99,100.6,99.311,3520.3,404673960,1122.45,2731264.7
2019-03,1.789,1.953,76,1.75,4720.5,101.4,100.34,100.8,99.121,4720.5,405252892,1130.72,2751537.8
2019-03,1.789,1.953,76,1.75,4720.5,99.3,100.34,100.8,99.121,4720.5,405252892,1130.72,2751537.8
2019-04,1.736,1.889,76,1.75,4399.3,100.8,100.63,102.8,99.481,4399.3,404029052,1140.95,2762897.8
2019-04,1.736,1.889,76,1.75,4399.3,101,100.63,102.8,99.481,4399.3,404029052,1140.95,2762897.8
2019-05,1.679,1.828,77,1.75,5011.2,102.1,100.74,98.9,99.652,5011.2,401972476,1183.29,2775049.5
2019-05,1.679,1.828,77,1.75,5011.2,101,100.74,98.9,99.652,5011.2,401972476,1183.29,2775049.5
2019-06,1.496,1.618,73,1.75,3808.1,99.8,100.46,98.6,99.491,3808.1,403071937,1175.62,2795994.4
2019-06,1.496,1.618,73,1.75,3808.1,102,100.46,98.6,99.491,3808.1,403071937,1175.62,2795994.4
2019-07,1.382,1.506,75,1.5,5290.8,101.7,100.46,96.9,99.187,5290.8,403112528,1175.31,2807896.7
2019-07,1.382,1.506,75,1.5,5290.8,101.4,100.46,96.9,99.187,5290.8,403112528,1175.31,2807896.7
2019-08,1.164,1.254,71,1.5,5554.3,99.2,100.69,93.3,99.425,5554.3,401483478,1208.98,2831198.2
2019-08,1.164,1.254,71,1.5,5554.3,101.6,100.69,93.3,99.425,5554.3,401483478,1208.98,2831198.2
2019-09,1.287,1.42,72,1.5,5232.8,99,100.75,98,99.794,5232.8,403320096,1197.55,2850221.5
2019-09,1.287,1.42,72,1.5,5232.8,101.5,100.75,98,99.794,5232.8,403320096,1197.55,2850221.5
2019-10,1.357,1.577,74,1.25,5825.1,102.9,100.51,99.7,100.041,5825.1,406323989,1184.13,2875928.8
2019-10,1.357,1.577,74,1.25,5825.1,101.9,100.51,99.7,100.041,5825.1,406323989,1184.13,2875928.8
2019-11,1.492,1.75,72,1.25,5456.7,103.4,100.37,102,99.481,5456.7,407460269,1167.45,2897353.1
2019-11,1.492,1.75,72,1.25,5456.7,101.9,100.37,102,99.481,5456.7,407460269,1167.45,2897353.1
2019-12,1.39,1.653,73,1.25,4172.1,112.9,100.65,101.6,99.719,4172.1,408816146,1175.84,2913884
2019-12,1.39,1.653,73,1.25,4172.1,103.3,100.65,101.6,99.719,4172.1,408816146,1175.84,2913884
2020-01,1.373,1.656,74,1.25,5361.5,98.2,101.02,105.4,100.09,5361.5,409652586,1164.28,2935640.3
2020-01,1.373,1.656,74,1.25,5361.5,103.6,101.02,105.4,100.09,5361.5,409652586,1164.28,2935640.3
2020-02,1.253,1.54,76,1.25,5188.5,94.3,100.69,97.9,100.16,5188.5,409171436,1193.79,2951040.3
2020-02,1.253,1.54,76,1.25,5188.5,100.3,100.69,97.9,100.16,5188.5,409171436,1193.79,2951040.3
2020-03,1.091,1.485,69,0.75,5959.5,98.6,99.8,79.3,99.94,5959.5,400214398,1220.09,2982428.1
2020-03,1.091,1.485,69,0.75,5959.5,102,99.8,79.3,99.94,5959.5,400214398,1220.09,2982428.1
2020-04,1.024,1.504,53,0.75,234.2,95.3,98.93,71.5,99.5,234.2,403982333,1225.23,3014815.5
2020-04,1.024,1.504,53,0.75,234.2,97.4,98.93,71.5,99.5,234.2,403982333,1225.23,3014815.5
2020-05,0.878,1.394,50,0.5,1593.2,95.8,98.96,78.4,99.44,1593.2,407310604,1228.67,3048943.7
2020-05,0.878,1.394,50,0.5,1593.2,95.9,98.96,78.4,99.44,1593.2,407310604,1228.67,3048943.7
2020-06,0.85,1.392,53,0.5,5532.9,102.3,99.47,82.7,99.71,5532.9,410754278,1210.01,3074196.8
2020-06,0.85,1.392,53,0.5,5532.9,98.6,99.47,82.7,99.71,5532.9,410754278,1210.01,3074196.8
2020-07,0.826,1.36,55,0.5,6472.2,99,99.69,85.1,99.63,6472.2,416525863,1198.9,3089454.2
2020-07,0.826,1.36,55,0.5,6472.2,99.8,99.69,85.1,99.63,6472.2,416525863,1198.9,3089454.2
2020-08,0.829,1.373,62,0.5,6107.1,95.3,100.18,89.1,100.19,6107.1,418950799,1186.85,3098859.5
2020-08,0.829,1.373,62,0.5,6107.1,99.6,100.18,89.1,100.19,6107.1,418950799,1186.85,3098859.5
2020-09,0.908,1.5,69,0.5,6475.7,101.7,100.38,80.3,100.74,6475.7,420545100,1178.8,3116091.8
2020-09,0.908,1.5,69,0.5,6475.7,100.8,100.38,80.3,100.74,6475.7,420545100,1178.8,3116091.8
2020-10,0.91,1.507,65,0.5,12823.9,99.5,99.98,92.6,100.18,12823.9,426509822,1144.68,3153175.1
2020-10,0.91,1.507,65,0.5,12823.9,101.5,99.98,92.6,100.18,12823.9,426509822,1144.68,3153175.1
2020-11,0.965,1.61,72,0.5,8546,102.2,100.06,99,100.09,8546,436377224,1116.76,3183774.5
2020-11,0.965,1.61,72,0.5,8546,102.7,100.06,99,100.09,8546,436377224,1116.76,3183774.5
2020-12,0.97,1.675,76,0.5,11607.7,113.9,100.84,90.8,100.33,11607.7,443098121,1095.13,3201544.8
2020-12,0.97,1.675,76,0.5,11607.7,101.8,100.84,90.8,100.33,11607.7,443098121,1095.13,3201544.8
2021-01,0.975,1.731,70,0.5,9630.3,98,101.96,95.2,101.04,9630.3,442727709,1097.49,3237416.6
2021-01,0.975,1.731,70,0.5,9630.3,101.6,101.96,95.2,101.04,9630.3,442727709,1097.49,3237416.6
2021-02,0.995,1.845,75,0.5,7928.2,94.5,102.8,97.4,101.58,7928.2,447557482,1111.72,3273081
2021-02,0.995,1.845,75,0.5,7928.2,104,102.8,97.4,101.58,7928.2,447557482,1111.72,3273081
2021-03,1.133,2.04,78,0.5,7403.8,108.3,103.89,100.6,101.84,7403.8,446127385,1131.02,3309121
2021-03,1.133,2.04,78,0.5,7403.8,104.4,103.89,100.6,101.84,7403.8,446127385,1131.02,3309121
2021-04,1.138,2.041,84,0.5,6856.2,103.7,104.88,102.5,101.98,6856.2,452309658,1119.4,3356197.5
2021-04,1.138,2.041,84,0.5,6856.2,104.2,104.88,102.5,101.98,6856.2,452309658,1119.4,3356197.5
2021-05,1.134,2.131,89,0.5,10440.2,103.1,105.45,105.7,102.05,10440.2,456458881,1123.28,3380474.7
2021-05,1.134,2.131,89,0.5,10440.2,104.2,105.45,105.7,102.05,10440.2,456458881,1123.28,3380474.7
2021-06,1.302,2.103,88,0.5,7506,109.8,106.01,111.1,102.05,7506,454105865,1121.3,3408565.1
2021-06,1.302,2.103,88,0.5,7506,104.8,106.01,111.1,102.05,7506,454105865,1121.3,3408565.1
2021-07,1.419,1.976,90,0.5,6515.5,105,107.04,103.6,102.26,6515.5,458680900,1143.98,3438915.1
2021-07,1.419,1.976,90,0.5,6515.5,104.1,107.04,103.6,102.26,6515.5,458680900,1143.98,3438915.1
2021-08,1.411,1.905,84,0.75,5680.7,101.4,107.6,102.9,102.75,5680.7,463933550,1160.34,3484254.9
2021-08,1.411,1.905,84,0.75,5680.7,105.1,107.6,102.9,102.75,5680.7,463933550,1160.34,3484254.9
2021-09,1.515,2.061,87,0.75,7243.1,104.5,108,104.2,103.17,7243.1,463972259,1169.54,3509125.9
2021-09,1.515,2.061,87,0.75,7243.1,106,108,104.2,103.17,7243.1,463972259,1169.54,3509125.9
2021-10,1.842,2.399,86,0.75,4806.2,105.3,109.12,107.4,103.35,4806.2,469207742,1182.82,3547287.8
2021-10,1.842,2.399,86,0.75,4806.2,106.7,109.12,107.4,103.35,4806.2,469207742,1182.82,3547287.8
2021-11,1.953,2.355,86,1,5718.4,109.2,109.9,108.3,103.87,5718.4,463907617,1182.91,3595857.1
2021-11,1.953,2.355,86,1,5718.4,107.8,109.9,108.3,103.87,5718.4,463907617,1182.91,3595857.1
2021-12,1.8,2.187,85,1,5500,123.6,109.88,104.4,104.04,5500,463118362,1183.7,3625008.4
2021-12,1.8,2.187,85,1,5500,110,109.88,104.4,104.04,5500,463118362,1183.7,3625008.4
2022-01,2.06,2.492,84,1.25,6510.9,104.8,111.04,105,104.85,6510.9,461526656,1194.01,3647481.5
2022-01,2.06,2.492,84,1.25,6510.9,110.2,111.04,105,104.85,6510.9,461526656,1194.01,3647481.5
2022-02,2.285,2.69,85,1.25,6547.6,99.3,111.57,103.6,105.42,6547.6,461766293,1198.34,3664966.3
2022-02,2.285,2.69,85,1.25,6547.6,108.4,111.57,103.6,105.42,6547.6,461766293,1198.34,3664966.3
2022-03,2.369,2.784,88,1.25,8043.6,113.1,113.27,103.8,106.1,8043.6,457810337,1221.03,3668663.7
2022-03,2.369,2.784,88,1.25,8043.6,109.9,113.27,103.8,106.1,8043.6,457810337,1221.03,3668663.7
2022-04,2.941,3.219,83,1.5,5846.4,110.8,115.1,104.4,106.83,5846.4,449297713,1232.34,3675426.3
2022-04,2.941,3.219,83,1.5,5846.4,109.9,115.1,104.4,106.83,5846.4,449297713,1232.34,3675426.3
2022-05,3.019,3.295,86,1.75,3135.3,111.4,115.92,103.2,107.5,3135.3,447711119,1269.88,3702933.6
2022-05,3.019,3.295,86,1.75,3135.3,110.5,115.92,103.2,107.5,3135.3,447711119,1269.88,3702933.6
2022-06,3.477,3.64,87,1.75,3098.9,114.7,116.57,96.7,108.21,3098.9,438278346,1277.35,3718332.8
2022-06,3.477,3.64,87,1.75,3098.9,111.2,116.57,96.7,108.21,3098.9,438278346,1277.35,3718332.8
2022-07,3.238,3.3,82,2.25,59.5,109.6,116.9,85.9,108.73,59.5,438605367,1307.4,3723898.7
2022-07,3.238,3.3,82,2.25,59.5,111.8,116.9,85.9,108.73,59.5,438605367,1307.4,3723898.7
2022-08,3.247,3.322,79,2.5,-4176.5,107.8,116.45,88.7,108.63,-4176.5,436432145,1318.44,3745802.7
2022-08,3.247,3.322,79,2.5,-4176.5,110.9,116.45,88.7,108.63,-4176.5,436432145,1318.44,3745802.7
2022-09,3.903,3.897,82,2.5,-75.4,109.2,116.53,91.5,108.82,-75.4,416766652,1391.59,3751787.1
2022-09,3.903,3.897,82,2.5,-75.4,110.7,116.53,91.5,108.82,-75.4,416766652,1391.59,3751787.1
2022-10,4.235,4.267,79,3,-2148.4,109.4,117.13,88.8,109.16,-2148.4,414005699,1426.66,3771473.5
2022-10,4.235,4.267,79,3,-2148.4,110,117.13,88.8,109.16,-2148.4,414005699,1426.66,3771473.5
2022-11,3.895,3.915,76,3.25,-1976.8,112,116.75,86.4,109.07,-1976.8,416104905,1364.1,3801790.3
2022-11,3.895,3.915,76,3.25,-1976.8,110.9,116.75,86.4,109.07,-1976.8,416104905,1364.1,3801790.3
2022-12,3.63,3.541,74,3.25,963.8,110,116.27,90,109.26,963.8,423163664,1296.22,3800889.9
2022-12,3.63,3.541,74,3.25,963.8,126,116.27,90,109.26,963.8,423163664,1296.22,3800889.9
2023-01,3.46,3.411,70,3.5,-2999.7,103.1,116.69,90.6,110.07,-2999.7,429967671,1247.25,3804336.3
2023-01,3.46,3.411,70,3.5,-2999.7,108.9,116.69,90.6,110.07,-2999.7,429967671,1247.25,3804336.3
2023-02,3.47,3.45,68,3.5,-1715.7,103.4,116.91,90,110.33,-1715.7,425286150,1270.74,3814423
2023-02,3.47,3.45,68,3.5,-1715.7,110.9,116.91,90,110.33,-1715.7,425286150,1270.74,3814423
2023-03,3.461,3.448,71,3.5,81.3,115.6,117.05,91.9,110.52,81.3,426069328,1305.73,3807866.8
2023-03,3.461,3.448,71,3.5,81.3,111.4,117.05,91.9,110.52,81.3,426069328,1305.73,3807866.8
2023-04,3.263,3.319,73,3.5,1163,108.6,116.96,95.1,110.77,1163,426683640,1320.01,3795024.3
2023-04,3.263,3.319,73,3.5,1163,110.2,116.96,95.1,110.77,1163,426683640,1320.01,3795024.3
2023-05,3.33,3.402,74,3.5,2077.5,110.8,116.53,98.1,111.13,2077.5,420983378,1328.21,3789443.6
2023-05,3.33,3.402,74,3.5,2077.5,111.6,116.53,98.1,111.13,2077.5,420983378,1328.21,3789443.6
2023-06,3.548,3.611,76,3.5,1470.3,115.8,116.27,100.8,111.16,1470.3,421453923,1296.71,3803796.7
2023-06,3.548,3.611,76,3.5,1470.3,111.4,116.27,100.8,111.16,1470.3,421453923,1296.71,3803796.7
2023-07,3.638,3.681,75,3.5,1673.3,108.8,116.53,103.5,111.29,1673.3,421803807,1286.3,3817915.3
2023-07,3.638,3.681,75,3.5,1673.3,110.6,116.53,103.5,111.29,1673.3,421803807,1286.3,3817915.3
2023-08,3.727,3.86,73,3.5,6821.5,112.6,117.5,103.4,112.28,6821.5,418301093,1318.47,3827886.1
2023-08,3.727,3.86,73,3.5,6821.5,109.7,117.5,103.4,112.28,6821.5,418301093,1318.47,3827886.1
