latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,date,latent_dim,dropout_rate,batchnorm,epochs,early_stopping_patience,batch_size,kernel_regularizer
0.0,0.0,0.14485517,5.098865,0.98937213,0.0,0.0,0.009388596,0.0,6.6923056,2014-04-02,10,0.5,True,100,5,10,True
0.0,0.0,0.14321621,5.0952506,0.99499905,0.0,0.0,0.017189052,0.0,6.6913357,2014-04-03,10,0.5,True,100,5,10,True
0.0,0.0,0.14401053,5.0847297,1.0004609,0.0,0.0,0.027298994,0.0,6.6817684,2014-04-04,10,0.5,True,100,5,10,True
0.0,0.0,0.14452517,5.0622635,0.99355924,0.0,0.0,0.017627431,0.0,6.655493,2014-04-07,10,0.5,True,100,5,10,True
0.0,0.0,0.13982874,5.063063,0.9913622,0.0,0.0,0.01979554,0.0,6.661169,2014-04-08,10,0.5,True,100,5,10,True
0.0,0.0,0.13173921,5.0733414,0.9947524,0.0,0.0,0.0299781,0.0,6.6797175,2014-04-09,10,0.5,True,100,5,10,True
0.0,0.0,0.13282083,5.0569973,1.0029248,0.0,0.0,0.047337227,0.0,6.6729903,2014-04-10,10,0.5,True,100,5,10,True
0.0,0.0,0.12486088,5.0765505,1.0094547,0.0,0.0,0.059639566,0.0,6.6989827,2014-04-11,10,0.5,True,100,5,10,True
0.0,0.0,0.12275565,5.0760174,1.0133815,0.0,0.0,0.07103318,0.0,6.7016535,2014-04-14,10,0.5,True,100,5,10,True
0.0,0.0,0.12199802,5.0834417,1.0164765,0.0,0.0,0.07988582,0.0,6.7104897,2014-04-15,10,0.5,True,100,5,10,True
0.0,0.0,0.12267334,5.0862503,1.0217338,0.0,0.0,0.090166196,0.0,6.713139,2014-04-16,10,0.5,True,100,5,10,True
0.0,0.0,0.12033254,5.1082306,1.0236502,0.0,0.0,0.096691266,0.0,6.7371993,2014-04-17,10,0.5,True,100,5,10,True
0.0,0.0,0.1180336,5.1283245,1.0257413,0.0,0.0,0.10283332,0.0,6.7538605,2014-04-18,10,0.5,True,100,5,10,True
0.0,0.0,0.11709979,5.1412163,1.0275481,0.0,0.0,0.107460804,0.0,6.765707,2014-04-21,10,0.5,True,100,5,10,True
0.0,0.0,0.12223037,5.1380725,1.0240678,0.0,0.0,0.102803506,0.0,6.7543697,2014-04-22,10,0.5,True,100,5,10,True
0.0,0.0,0.12194489,5.150049,1.0262524,0.0,0.0,0.10780785,0.0,6.7640285,2014-04-23,10,0.5,True,100,5,10,True
0.0,0.0,0.13394506,5.1284328,1.0327139,0.0,0.0,0.12354136,0.0,6.7423487,2014-04-24,10,0.5,True,100,5,10,True
0.0,0.0,0.13617603,5.131974,1.037212,0.0,0.0,0.13117015,0.0,6.7398252,2014-04-25,10,0.5,True,100,5,10,True
0.0,0.0,0.1500506,5.10752,1.038162,0.0,0.0,0.13997528,0.0,6.713035,2014-04-28,10,0.5,True,100,5,10,True
0.0,0.0,0.15368234,5.110832,1.0371282,0.0,0.0,0.14180756,0.0,6.7098403,2014-04-29,10,0.5,True,100,5,10,True
0.0,0.0,0.15660754,5.116147,1.0335249,0.0,0.0,0.14053953,0.0,6.710389,2014-04-30,10,0.5,True,100,5,10,True
0.0,0.0,0.16364479,5.112792,1.026106,0.0,0.0,0.132801,0.0,6.6977725,2014-05-02,10,0.5,True,100,5,10,True
0.0,0.0,0.17366962,5.1012926,1.01479,0.0,0.0,0.11870154,0.0,6.678276,2014-05-07,10,0.5,True,100,5,10,True
0.0,0.0,0.18707936,5.07698,1.0062683,0.0,0.0,0.10892559,0.0,6.6452627,2014-05-08,10,0.5,True,100,5,10,True
0.0,0.0,0.19641177,5.072056,0.9933132,0.0,0.0,0.09194931,0.0,6.6353083,2014-05-09,10,0.5,True,100,5,10,True
0.0,0.0,0.20669399,5.0645366,0.98442686,0.0,0.0,0.079862826,0.0,6.6210084,2014-05-12,10,0.5,True,100,5,10,True
0.0,0.0,0.20975173,5.0677595,0.98270607,0.0,0.0,0.07761343,0.0,6.619546,2014-05-13,10,0.5,True,100,5,10,True
0.0,0.0,0.21334298,5.0691285,0.9814621,0.0,0.0,0.073021166,0.0,6.6127486,2014-05-14,10,0.5,True,100,5,10,True
0.0,0.0,0.21998182,5.060137,0.9823388,0.0,0.0,0.07046424,0.0,6.593413,2014-05-15,10,0.5,True,100,5,10,True
0.0,0.0,0.23111013,5.0470905,0.98606527,0.0,0.0,0.07746181,0.0,6.577185,2014-05-16,10,0.5,True,100,5,10,True
0.0,0.0,0.24162635,5.029623,0.9837122,0.0,0.0,0.074480556,0.0,6.5560036,2014-05-19,10,0.5,True,100,5,10,True
0.0,0.0,0.24972823,5.0116787,0.99036443,0.0,0.0,0.08478325,0.0,6.5377398,2014-05-20,10,0.5,True,100,5,10,True
0.0,0.0,0.26193556,4.9891186,0.9956542,0.0,0.0,0.08954468,0.0,6.5087085,2014-05-21,10,0.5,True,100,5,10,True
0.0,0.0,0.26665914,4.9662232,1.0023999,0.0,0.0,0.098296754,0.0,6.4781785,2014-05-22,10,0.5,True,100,5,10,True
0.0,0.0,0.2780848,4.9331326,1.0120043,0.0,0.0,0.11063087,0.0,6.4365926,2014-05-23,10,0.5,True,100,5,10,True
0.0,0.0,0.28835678,4.9087896,1.0194372,0.0,0.0,0.11974587,0.0,6.402773,2014-05-26,10,0.5,True,100,5,10,True
0.0,0.0,0.28688318,4.9108253,1.0302685,0.0,0.0,0.13144407,0.0,6.3952346,2014-05-27,10,0.5,True,100,5,10,True
0.0,0.0,0.29368106,4.8906293,1.0350823,0.0,0.0,0.13718215,0.0,6.3662467,2014-05-28,10,0.5,True,100,5,10,True
0.0,0.0,0.30242425,4.8656707,1.037692,0.0,0.0,0.13833666,0.0,6.329927,2014-05-29,10,0.5,True,100,5,10,True
0.0,0.0,0.30360907,4.8582306,1.0399429,0.0,0.0,0.14270684,0.0,6.316686,2014-05-30,10,0.5,True,100,5,10,True
0.0,0.0,0.30661905,4.855769,1.0358615,0.0,0.0,0.14196467,0.0,6.3169584,2014-06-02,10,0.5,True,100,5,10,True
0.0,0.0,0.31748053,4.8205013,1.0341045,0.0,0.0,0.14184359,0.0,6.285702,2014-06-03,10,0.5,True,100,5,10,True
0.0,0.0,0.31957746,4.810737,1.0326449,0.0,0.0,0.13894558,0.0,6.2822328,2014-06-05,10,0.5,True,100,5,10,True
0.0,0.0,0.31808355,4.8086696,1.02498,0.0,0.0,0.12560588,0.0,6.286531,2014-06-09,10,0.5,True,100,5,10,True
0.0,0.0,0.3247194,4.774552,1.0207893,0.0,0.0,0.11877177,0.0,6.265491,2014-06-10,10,0.5,True,100,5,10,True
0.0,0.0,0.33250535,4.739614,1.0208216,0.0,0.0,0.11950699,0.0,6.2452474,2014-06-11,10,0.5,True,100,5,10,True
0.0,0.0,0.34074658,4.7123337,1.0207775,0.0,0.0,0.12181794,0.0,6.2324367,2014-06-12,10,0.5,True,100,5,10,True
0.0,0.0,0.3433778,4.6990924,1.0244194,0.0,0.0,0.1286355,0.0,6.2343216,2014-06-13,10,0.5,True,100,5,10,True
0.0,0.0,0.34913722,4.674787,1.0269325,0.0,0.0,0.13338473,0.0,6.222468,2014-06-16,10,0.5,True,100,5,10,True
0.0,0.0,0.35027844,4.665628,1.0278443,0.0,0.0,0.13563794,0.0,6.2264595,2014-06-17,10,0.5,True,100,5,10,True
0.0,0.0,0.35150272,4.6533327,1.0283737,0.0,0.0,0.13558558,0.0,6.226072,2014-06-18,10,0.5,True,100,5,10,True
0.0,0.0,0.3516833,4.6444683,1.0294117,0.0,0.0,0.13111818,0.0,6.221006,2014-06-19,10,0.5,True,100,5,10,True
0.0,0.0,0.3523152,4.6410084,1.0253782,0.0,0.0,0.12076204,0.0,6.221706,2014-06-20,10,0.5,True,100,5,10,True
0.0,0.0,0.3518417,4.647059,1.0204458,0.0,0.0,0.10702695,0.0,6.229063,2014-06-23,10,0.5,True,100,5,10,True
0.0,0.0,0.3561332,4.627679,1.018417,0.0,0.0,0.09789082,0.0,6.2115073,2014-06-24,10,0.5,True,100,5,10,True
0.0,0.0,0.3615963,4.6087756,1.0176764,0.0,0.0,0.09143847,0.0,6.194519,2014-06-25,10,0.5,True,100,5,10,True
0.0,0.0,0.3582145,4.622208,1.0198604,0.0,0.0,0.09042642,0.0,6.2102566,2014-06-26,10,0.5,True,100,5,10,True
0.0,0.0,0.35114294,4.635458,1.0234889,0.0,0.0,0.08910286,0.0,6.223587,2014-06-27,10,0.5,True,100,5,10,True
0.0,0.0,0.34550926,4.6433783,1.0238906,0.0,0.0,0.08461007,0.0,6.233047,2014-06-30,10,0.5,True,100,5,10,True
0.0,0.0,0.338233,4.6546106,1.0285754,0.0,0.0,0.08194502,0.0,6.240492,2014-07-01,10,0.5,True,100,5,10,True
0.0,0.0,0.33609197,4.642895,1.0353761,0.0,0.0,0.08142329,0.0,6.2219725,2014-07-02,10,0.5,True,100,5,10,True
0.0,0.0,0.33341962,4.645212,1.0410479,0.0,0.0,0.0786725,0.0,6.215477,2014-07-03,10,0.5,True,100,5,10,True
0.0,0.0,0.3333281,4.6379538,1.0469975,0.0,0.0,0.07623061,0.0,6.195583,2014-07-04,10,0.5,True,100,5,10,True
0.0,0.0029334985,0.33535573,4.6313605,1.0492265,0.0,0.0,0.069425486,0.0,6.17422,2014-07-07,10,0.5,True,100,5,10,True
0.0,0.0,0.3336767,4.6409645,1.0510975,0.0,0.0,0.06585871,0.0,6.171424,2014-07-08,10,0.5,True,100,5,10,True
0.0,0.0,0.335379,4.6394515,1.0537531,0.0,0.0,0.06672412,0.0,6.1585603,2014-07-09,10,0.5,True,100,5,10,True
0.0,0.0,0.33402127,4.6536593,1.0516225,0.0,0.0,0.06481668,0.0,6.168008,2014-07-10,10,0.5,True,100,5,10,True
0.0,0.0,0.33919334,4.645645,1.0469707,0.0,0.0,0.060565375,0.0,6.1533775,2014-07-11,10,0.5,True,100,5,10,True
0.0,0.0,0.34733638,4.6311235,1.0421747,0.0,0.0,0.06010305,0.0,6.1331015,2014-07-14,10,0.5,True,100,5,10,True
0.0,0.0,0.35210574,4.628003,1.0408907,0.0,0.0,0.061581388,0.0,6.1198235,2014-07-15,10,0.5,True,100,5,10,True
0.0,0.0,0.35581738,4.6208415,1.0401045,0.0,0.0,0.06017539,0.0,6.0977745,2014-07-16,10,0.5,True,100,5,10,True
0.0,0.0,0.3538445,4.6344748,1.042261,0.0,0.0,0.059745796,0.0,6.09503,2014-07-17,10,0.5,True,100,5,10,True
0.0,0.0,0.35206556,4.650556,1.0416477,0.0,0.0,0.0584473,0.0,6.101775,2014-07-18,10,0.5,True,100,5,10,True
0.0,0.0,0.35190284,4.6595263,1.0348505,0.0,0.0,0.048132025,0.0,6.1008115,2014-07-21,10,0.5,True,100,5,10,True
0.0,0.0,0.3579404,4.652847,1.0325981,0.0,0.0,0.048948977,0.0,6.0912037,2014-07-22,10,0.5,True,100,5,10,True
0.0,0.0,0.3654294,4.6391387,1.0347399,0.0,0.0,0.05338505,0.0,6.07082,2014-07-23,10,0.5,True,100,5,10,True
0.0,0.0,0.37447992,4.6187673,1.0347975,0.0,0.0,0.055609964,0.0,6.044062,2014-07-24,10,0.5,True,100,5,10,True
0.0,0.0,0.38239554,4.606039,1.0355687,0.0,0.0,0.059360765,0.0,6.0317826,2014-07-25,10,0.5,True,100,5,10,True
0.0,0.0,0.38990813,4.5931234,1.0378524,0.0,0.0,0.06833083,0.0,6.0208373,2014-07-28,10,0.5,True,100,5,10,True
0.0,0.0,0.39767778,4.5837474,1.0435488,0.0,0.0,0.08326886,0.0,6.0152254,2014-07-29,10,0.5,True,100,5,10,True
0.0,0.0,0.40751886,4.569273,1.0518899,0.0,0.0,0.09847757,0.0,6.0001655,2014-07-30,10,0.5,True,100,5,10,True
0.0,0.0,0.4177633,4.570422,1.0593935,0.0,0.0,0.11254783,0.0,6.002289,2014-07-31,10,0.5,True,100,5,10,True
0.0,0.0,0.43834406,4.5473137,1.063354,0.0,0.0,0.1271154,0.0,5.980264,2014-08-01,10,0.5,True,100,5,10,True
0.0,0.0,0.45761964,4.5429854,1.0642328,0.0,0.0,0.13916123,0.0,5.9719343,2014-08-04,10,0.5,True,100,5,10,True
0.0,0.0,0.47677302,4.538282,1.0701045,0.0,0.0,0.16013241,0.0,5.9627376,2014-08-05,10,0.5,True,100,5,10,True
0.0,0.0,0.50345445,4.5125732,1.0732212,0.0,0.0,0.17962605,0.0,5.926174,2014-08-06,10,0.5,True,100,5,10,True
0.0,0.0,0.52945936,4.4942837,1.0730225,0.0,0.0,0.196304,0.0,5.8965664,2014-08-07,10,0.5,True,100,5,10,True
0.0,0.0,0.55328584,4.479234,1.0679387,0.0,0.0,0.20907474,0.0,5.8745446,2014-08-08,10,0.5,True,100,5,10,True
0.0,0.0,0.58246684,4.445138,1.0563854,0.0,0.0,0.21137798,0.0,5.829119,2014-08-11,10,0.5,True,100,5,10,True
0.0,0.0,0.60527253,4.4350033,1.0505488,0.0,0.0,0.22003165,0.0,5.812926,2014-08-12,10,0.5,True,100,5,10,True
0.0,0.0,0.625533,4.431136,1.0462977,0.0,0.0,0.2294626,0.0,5.807007,2014-08-13,10,0.5,True,100,5,10,True
0.0,0.0,0.6424147,4.4304204,1.047238,0.0,0.0,0.2436854,0.0,5.803945,2014-08-14,10,0.5,True,100,5,10,True
0.0,0.0,0.6576793,4.434384,1.0523732,0.0,0.0,0.26307687,0.0,5.804786,2014-08-18,10,0.5,True,100,5,10,True
0.0,0.0,0.676458,4.4225535,1.0550011,0.0,0.0,0.28015697,0.0,5.7900953,2014-08-19,10,0.5,True,100,5,10,True
0.0,0.0,0.7022989,4.397442,1.0568622,0.0,0.0,0.29678968,0.0,5.76003,2014-08-20,10,0.5,True,100,5,10,True
0.0,0.0,0.7270038,4.374156,1.0581384,0.0,0.0,0.31371662,0.0,5.7343006,2014-08-21,10,0.5,True,100,5,10,True
0.0,0.0,0.75194836,4.34211,1.0556436,0.0,0.0,0.32409024,0.0,5.6997886,2014-08-22,10,0.5,True,100,5,10,True
0.0,0.0,0.78044677,4.2992945,1.0482063,0.0,0.0,0.33233333,0.0,5.6642013,2014-08-25,10,0.5,True,100,5,10,True
0.0,0.0005320939,0.81088305,4.249803,1.0390311,0.0,0.0,0.33290717,0.0,5.6178713,2014-08-26,10,0.5,True,100,5,10,True
0.0,0.007380618,0.82831466,4.237687,1.0417093,0.0,0.0,0.34586743,0.0,5.6113663,2014-08-27,10,0.5,True,100,5,10,True
0.0,0.017092578,0.8490602,4.21396,1.044434,0.0,0.0,0.36067006,0.0,5.5945187,2014-08-28,10,0.5,True,100,5,10,True
0.0,0.024518564,0.8740568,4.183788,1.0440195,0.0,0.0,0.37559423,0.0,5.575719,2014-08-29,10,0.5,True,100,5,10,True
0.0,0.04056576,0.90120924,4.141418,1.0435059,0.0,0.0,0.38857776,0.0,5.5383267,2014-09-01,10,0.5,True,100,5,10,True
0.0,0.053597882,0.92229843,4.111761,1.0441173,0.0,0.0,0.4001399,0.0,5.5118747,2014-09-02,10,0.5,True,100,5,10,True
0.0,0.061715815,0.94328403,4.087028,1.044492,0.0,0.0,0.41175812,0.0,5.492606,2014-09-03,10,0.5,True,100,5,10,True
0.0,0.06111716,0.96211445,4.074639,1.0448374,0.0,0.0,0.4245339,0.0,5.485741,2014-09-04,10,0.5,True,100,5,10,True
0.0,0.07329273,0.985628,4.0403275,1.0450152,0.0,0.0,0.43612266,0.0,5.4538507,2014-09-05,10,0.5,True,100,5,10,True
0.0,0.07984176,1.009632,4.004879,1.0448053,0.0,0.0,0.45151633,0.0,5.428587,2014-09-11,10,0.5,True,100,5,10,True
0.0,0.09696466,1.0389864,3.9478128,1.0439883,0.0,0.0,0.46626565,0.0,5.3760505,2014-09-12,10,0.5,True,100,5,10,True
0.0,0.09822944,1.0598011,3.9251976,1.0423917,0.0,0.0,0.47916722,0.0,5.3524394,2014-09-15,10,0.5,True,100,5,10,True
0.0,0.083896816,1.0738907,3.9275513,1.0395031,0.0,0.0,0.4912112,0.0,5.3516855,2014-09-16,10,0.5,True,100,5,10,True
0.0,0.07632099,1.0918729,3.9129472,1.0356708,0.0,0.0,0.502827,0.0,5.3369665,2014-09-17,10,0.5,True,100,5,10,True
0.0,0.08293924,1.1143239,3.8783357,1.0327729,0.0,0.0,0.51234573,0.0,5.2980475,2014-09-18,10,0.5,True,100,5,10,True
0.0,0.09490694,1.1353215,3.8382251,1.0313399,0.0,0.0,0.52049893,0.0,5.255065,2014-09-19,10,0.5,True,100,5,10,True
0.0,0.09595214,1.151448,3.8219929,1.0309376,0.0,0.0,0.53032535,0.0,5.23935,2014-09-22,10,0.5,True,100,5,10,True
0.0,0.09981425,1.1692287,3.7953455,1.0300589,0.0,0.0,0.5395484,0.0,5.216616,2014-09-23,10,0.5,True,100,5,10,True
0.0,0.10723111,1.1868601,3.766031,1.0287148,0.0,0.0,0.54637367,0.0,5.186637,2014-09-24,10,0.5,True,100,5,10,True
0.0,0.11334552,1.2054946,3.7359724,1.0263985,0.0,0.0,0.55406886,0.0,5.152185,2014-09-25,10,0.5,True,100,5,10,True
0.0,0.11386934,1.2235175,3.7171628,1.0236404,0.0,0.0,0.56384534,0.0,5.1224766,2014-09-26,10,0.5,True,100,5,10,True
0.0,0.115720496,1.2409741,3.701034,1.021833,0.0,0.0,0.5727325,0.0,5.094953,2014-09-29,10,0.5,True,100,5,10,True
0.0,0.11604005,1.2625016,3.6785471,1.0172108,0.0,0.0,0.5842206,0.0,5.0543537,2014-09-30,10,0.5,True,100,5,10,True
0.0,0.118135944,1.2824498,3.65763,1.0129606,0.0,0.0,0.5941857,0.0,5.0167646,2014-10-01,10,0.5,True,100,5,10,True
0.0,0.112571925,1.3040147,3.6523554,1.0048409,0.0,0.0,0.6039857,0.0,4.975881,2014-10-02,10,0.5,True,100,5,10,True
0.0,0.110685125,1.3302186,3.637982,0.9946004,0.0,0.0,0.6155753,0.0,4.92062,2014-10-06,10,0.5,True,100,5,10,True
0.0,0.111741394,1.3491423,3.645999,0.9850749,0.0,0.0,0.6243195,0.0,4.8761606,2014-10-07,10,0.5,True,100,5,10,True
0.0,0.108185455,1.3682501,3.6547754,0.97438896,0.0,0.0,0.63645285,0.0,4.829273,2014-10-08,10,0.5,True,100,5,10,True
0.0,0.11519045,1.387005,3.6520655,0.9644939,0.0,0.0,0.6444681,0.0,4.7776327,2014-10-10,10,0.5,True,100,5,10,True
0.0,0.12504758,1.4077822,3.6338828,0.95233274,0.0,0.0,0.653333,0.0,4.708294,2014-10-13,10,0.5,True,100,5,10,True
0.0,0.13068725,1.4163569,3.6380684,0.9428189,0.0,0.0,0.6552155,0.0,4.6680717,2014-10-14,10,0.5,True,100,5,10,True
0.0,0.13547021,1.4252737,3.639843,0.9331651,0.0,0.0,0.65661305,0.0,4.6359344,2014-10-15,10,0.5,True,100,5,10,True
0.0,0.13669652,1.4272019,3.6459417,0.9234059,0.0,0.0,0.6553842,0.0,4.612104,2014-10-16,10,0.5,True,100,5,10,True
0.0,0.14136307,1.4323266,3.6377769,0.91128993,0.0,0.0,0.6550035,0.0,4.5644865,2014-10-17,10,0.5,True,100,5,10,True
0.0,0.15492466,1.4374374,3.6261883,0.90197635,0.0,0.0,0.6534191,0.0,4.5157795,2014-10-20,10,0.5,True,100,5,10,True
0.0,0.16691953,1.434567,3.6289618,0.89596224,0.0,0.0,0.6452978,0.0,4.488488,2014-10-21,10,0.5,True,100,5,10,True
0.0,0.18275711,1.433182,3.6321602,0.89076304,0.0,0.0,0.63681436,0.0,4.453936,2014-10-22,10,0.5,True,100,5,10,True
0.0,0.20034662,1.4309089,3.6293802,0.88749206,0.0,0.0,0.62524766,0.0,4.423162,2014-10-23,10,0.5,True,100,5,10,True
0.0,0.22068363,1.4275718,3.6266437,0.8847281,0.0,0.0,0.612579,0.0,4.391562,2014-10-24,10,0.5,True,100,5,10,True
0.0,0.24777219,1.4264146,3.5989537,0.87942696,0.0,0.0,0.5949194,0.0,4.3401837,2014-10-27,10,0.5,True,100,5,10,True
0.0,0.27088255,1.4265211,3.5656672,0.8732275,0.0,0.0,0.5810728,0.0,4.2875338,2014-10-28,10,0.5,True,100,5,10,True
0.0,0.28271133,1.4243566,3.5519116,0.8673936,0.0,0.0,0.5724422,0.0,4.251703,2014-10-29,10,0.5,True,100,5,10,True
0.0,0.29811078,1.423767,3.5389185,0.86155176,0.0,0.0,0.566074,0.0,4.2083983,2014-10-30,10,0.5,True,100,5,10,True
0.0,0.3159881,1.420982,3.523459,0.8568438,0.0,0.0,0.55962193,0.0,4.165339,2014-10-31,10,0.5,True,100,5,10,True
0.0,0.33135676,1.4137006,3.5199826,0.85564685,0.0,0.0,0.5514551,0.0,4.144345,2014-11-03,10,0.5,True,100,5,10,True
0.0,0.34721518,1.4051574,3.5099318,0.85437644,0.0,0.0,0.53807926,0.0,4.116721,2014-11-04,10,0.5,True,100,5,10,True
0.0,0.34543452,1.3947356,3.5200589,0.8522843,0.0,0.0,0.5300184,0.0,4.1059713,2014-11-05,10,0.5,True,100,5,10,True
0.0,0.35649544,1.3906083,3.5119278,0.848943,0.0,0.0,0.52217144,0.0,4.065737,2014-11-06,10,0.5,True,100,5,10,True
0.0,0.3665928,1.3815317,3.514366,0.84827685,0.0,0.0,0.5101512,0.0,4.042286,2014-11-07,10,0.5,True,100,5,10,True
0.0,0.38055035,1.3704835,3.5067585,0.84633875,0.0,0.0,0.4920309,0.0,4.021228,2014-11-10,10,0.5,True,100,5,10,True
0.0,0.39608487,1.3617111,3.4786594,0.84291387,0.0,0.0,0.47510424,0.0,3.9879992,2014-11-11,10,0.5,True,100,5,10,True
0.0,0.398156,1.3458698,3.4898508,0.84208524,0.0,0.0,0.45817223,0.0,3.9899077,2014-11-12,10,0.5,True,100,5,10,True
0.0,0.4072793,1.3346052,3.4655988,0.8387629,0.0,0.0,0.442873,0.0,3.963685,2014-11-13,10,0.5,True,100,5,10,True
0.0,0.41090244,1.3227341,3.453447,0.83657384,0.0,0.0,0.42880335,0.0,3.952964,2014-11-14,10,0.5,True,100,5,10,True
0.0,0.42156118,1.314512,3.436967,0.8329346,0.0,0.0,0.40628982,0.0,3.9415967,2014-11-17,10,0.5,True,100,5,10,True
0.0,0.428565,1.3021104,3.4272249,0.8284483,0.0,0.0,0.37929612,0.0,3.9410658,2014-11-18,10,0.5,True,100,5,10,True
0.0,0.42010203,1.2871175,3.4439182,0.8261194,0.0,0.0,0.35407177,0.0,3.9715219,2014-11-19,10,0.5,True,100,5,10,True
0.0,0.4148593,1.2765305,3.4346778,0.8199053,0.0,0.0,0.33179826,0.0,3.9696214,2014-11-20,10,0.5,True,100,5,10,True
0.0,0.40770054,1.2700524,3.4321969,0.81595814,0.0,0.0,0.31768036,0.0,3.9737496,2014-11-21,10,0.5,True,100,5,10,True
0.0,0.41045275,1.2680622,3.4208338,0.8110069,0.0,0.0,0.30266705,0.0,3.9592826,2014-11-24,10,0.5,True,100,5,10,True
