latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,date
0,1.1920645,0,0.079960406,3.066604,1.9334351,3.088265,0,0,0,1.7623785,0,2.1597397,0,0,2014-03-18
0,1.1917132,0,0.077049166,3.0693107,1.9232252,3.0781124,0,0,0,1.7506044,0,2.1593695,0,0,2014-03-19
0,1.1909406,0,0.07453023,3.0680938,1.9124564,3.0656023,0,0,0,1.7374964,0,2.1536076,0,0,2014-03-20
0,1.1920791,0,0.06957042,3.0743136,1.9013088,3.0537117,0,0,0,1.7204083,0,2.1539443,0,0,2014-03-21
0,1.1930171,0,0.064467594,3.0784757,1.8918514,3.04253,0,0,0,1.7025112,0,2.1532536,0,0,2014-03-24
0,1.1892657,0,0.06979442,3.0666513,1.884677,3.037084,0,0,0,1.6980789,0,2.1469028,0,0,2014-03-25
0,1.1839815,0,0.074467674,3.049278,1.8794534,3.0266633,0,0,0,1.6992253,0,2.1326993,0,0,2014-03-26
0,1.1738344,0,0.08204996,3.0272744,1.8742605,3.0271847,0,0,0,1.7023817,0,2.1210685,0,0,2014-03-27
0,1.1610745,0,0.0881931,3.0012045,1.8705145,3.029292,0,0,0,1.706346,0,2.104928,0,0,2014-03-28
0,1.150092,0,0.08637728,2.985927,1.8636707,3.0298846,0,0,0,1.6961149,0,2.0966458,0,0,2014-03-31
0,1.1390381,0,0.08813967,2.9708543,1.8577728,3.0362782,0,0,0,1.6914713,0,2.0898464,0,0,2014-04-01
0,1.1317078,0,0.09179057,2.9551785,1.8567425,3.043009,0,0,0,1.6907592,0,2.0854666,0,0,2014-04-02
0,1.128131,0,0.09444341,2.9491642,1.8566141,3.0558531,0,0,0,1.685689,0,2.0911214,0,0,2014-04-03
0,1.1303416,0,0.09582037,2.952719,1.8587071,3.0659463,0,0,0,1.6823595,0,2.1021514,0,0,2014-04-04
0,1.1294991,0,0.08106245,2.9753084,1.863259,3.079299,0,0,0,1.6534747,0,2.123319,0,0,2014-04-07
0,1.1338555,0,0.06922276,3.010436,1.8659087,3.0884213,0,0,0,1.6301197,0,2.152338,0,0,2014-04-08
0,1.1395257,0,0.064846285,3.0403159,1.8695295,3.0942433,0,0,0,1.6214135,0,2.1767669,0,0,2014-04-09
0,1.140886,0,0.06720828,3.0528464,1.8763518,3.1002827,0,0,0,1.6265887,0,2.1885183,0,0,2014-04-10
0,1.1417891,0,0.06673026,3.0698895,1.8800267,3.1034155,0,0,0,1.6297828,0,2.2019958,0,0,2014-04-11
0,1.1435499,0,0.05896918,3.0908859,1.8859731,3.1003685,0,0,0,1.6319588,0,2.2087002,0,0,2014-04-14
0,1.1433418,0,0.050559457,3.1147466,1.8928608,3.1040137,0,0,0,1.6339408,0,2.219151,0,0,2014-04-15
0,1.1409477,0,0.048604924,3.1246731,1.9037455,3.1118186,0,0,0,1.6469533,0,2.2218704,0,0,2014-04-16
0,1.1423154,0,0.043080203,3.146776,1.909775,3.1164043,0,0,0,1.6504577,0,2.232413,0,0,2014-04-17
0,1.1446273,0,0.0402682,3.1612394,1.9188408,3.1174939,0,0,0,1.6611974,0,2.2359872,0,0,2014-04-18
0,1.1430879,0,0.035253394,3.1754806,1.9300255,3.1263523,0,0,0,1.6695687,0,2.2418313,0,0,2014-04-21
0,1.1374497,0,0.023384437,3.188973,1.9413768,3.1381288,0,0,0,1.6688902,0,2.2450385,0,0,2014-04-22
