latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,date
0.44326556,0.9515908,0,0,4.3403606,2.8225145,0.3406191,3.5912578,0,0,0,0,0.91803885,0.32309037,0.6526593,2016-01-22
0.46233135,0.96706593,0,0,4.366106,2.8482482,0.32019296,3.6225824,0,0,0,0,0.929234,0.30096164,0.6571463,2016-01-25
0.47808993,0.98063564,0,0,4.3885136,2.8690097,0.30039734,3.6466074,0,0,0,0.00070066,0.9445565,0.2877152,0.6648984,2016-01-26
0.49641883,0.99570334,0,0,4.406845,2.8889334,0.27670127,3.666891,0,0,0.016711902,0.004533336,0.95719427,0.2654582,0.66887236,2016-01-27
0.50640225,1.0046055,0,0,4.425439,2.9123805,0.2609835,3.6937513,0,0,0.03252974,0.004334729,0.9664621,0.24660793,0.6716363,2016-01-28
0.51519036,1.0103,0,0,4.4336996,2.92767,0.24964768,3.711974,0,0,0.052492563,0.007207211,0.9670089,0.22394091,0.66606116,2016-01-29
0.5186355,1.0103006,0,0,4.445196,2.942219,0.23880836,3.7306688,0,0,0.06752001,0.00488111,0.97026795,0.20784873,0.6618056,2016-02-01
0.5247839,1.0070847,0,0,4.45611,2.9469965,0.2245507,3.7407317,0,0,0.080033034,0.005657051,0.9761561,0.192276,0.6555431,2016-02-02
0.5311819,1.0015689,0,0,4.471693,2.9553277,0.21409741,3.7621002,0,0,0.09414588,0.012333721,0.9778962,0.16936395,0.6449827,2016-02-03
0.53820956,0.9956951,0,0,4.4870863,2.9601939,0.20554897,3.7823322,0,0,0.103017926,0.019501705,0.9814034,0.14973027,0.63938403,2016-02-04
0.5497874,0.9913037,0,0,4.496896,2.9599872,0.19470195,3.7977319,0,0,0.11757574,0.030206552,0.9833327,0.12257087,0.6319975,2016-02-05
0.5519018,0.9794363,0,0,4.5060062,2.9572208,0.18988562,3.8092873,0,0,0.11618169,0.03226628,0.9895527,0.11488679,0.63208073,2016-02-11
0.5605647,0.97762954,0,0,4.5147476,2.957101,0.18462647,3.8231227,0,0,0.11944668,0.04150644,0.9964311,0.09862298,0.63453186,2016-02-12
0.5730736,0.9816408,0,0,4.5183306,2.9611857,0.17851403,3.8387253,0,0,0.12420021,0.053566042,0.9993672,0.074995525,0.64182097,2016-02-15
0.57082045,0.97433865,0,0,4.5110216,2.9665837,0.18012342,3.8517344,0,0,0.11680588,0.054225918,0.9945636,0.062904194,0.6531048,2016-02-16
0.5719678,0.97016287,0,0,4.4837875,2.9620328,0.1800654,3.8515658,0,0,0.121909946,0.061957963,0.9788761,0.034693796,0.6563544,2016-02-17
0.56880003,0.9638386,0,0,4.4396973,2.9533553,0.18677208,3.847545,0,0,0.1305316,0.070495136,0.9500305,0,0.6533061,2016-02-18
0.55713844,0.95119536,0,0,4.401824,2.9454844,0.19797191,3.847745,0,0,0.13367872,0.07285597,0.92405975,0,0.64788634,2016-02-19
0.5447634,0.93713343,0,0,4.3692837,2.9349084,0.2043516,3.8447142,0,0,0.13282748,0.07161708,0.9047686,0,0.64552414,2016-02-22
0.5272588,0.9201137,0,0,4.340228,2.9291148,0.21581733,3.8475943,0,0,0.12885733,0.06737971,0.8841497,0,0.64177907,2016-02-23
0.5063084,0.9013995,0,0,4.311323,2.9218302,0.22860637,3.8452103,0,0,0.11629282,0.059098177,0.867037,0,0.6418808,2016-02-24
0.49099854,0.8911371,0,0,4.2913456,2.9140637,0.23462611,3.8395433,0,0,0.09866617,0.052197523,0.8618198,0,0.65147513,2016-02-25
0.4806369,0.88444483,0,0,4.270732,2.9069316,0.24340025,3.8388996,0,0,0.092849255,0.05365292,0.8462606,0,0.65009344,2016-02-26
0.45803747,0.86503637,0,0,4.2523003,2.900698,0.2559461,3.8377686,0,0,0.07305416,0.043282516,0.831408,0,0.6521742,2016-02-29
0.4364703,0.8485055,0,0,4.2388678,2.8975255,0.26800132,3.8386545,0,0,0.052433245,0.03357488,0.8180836,0,0.65704,2016-03-02
0.4047768,0.83091414,0,0,4.225357,2.8999622,0.28013566,3.837957,0,0,0.026357643,0.014753331,0.8046516,0,0.66388977,2016-03-03
0.37013507,0.81809556,0,0,4.2047415,2.9044387,0.29965225,3.8334253,0,0,0.000312567,0,0.7878208,0.023583766,0.6690155,2016-03-04
0.3455448,0.81698537,0,0,4.1856775,2.909407,0.31392184,3.8262825,0,0,0,0,0.7752695,0.043472867,0.6757322,2016-03-07
0.32632226,0.8197496,0,0,4.1623516,2.9091554,0.3230442,3.8103147,0,0,0,0,0.7652928,0.062442556,0.68574196,2016-03-08
0.30980402,0.824324,0,0,4.1361227,2.9092696,0.33798704,3.7975974,0,0,0,0,0.7473981,0.072559,0.68792313,2016-03-09
0.2905642,0.82350314,0,0,4.1151466,2.9090958,0.35086045,3.7827086,0,0,0,0,0.7362147,0.094947964,0.6958545,2016-03-10
0.27333665,0.8232788,0,0,4.095949,2.9084632,0.36339957,3.765562,0,0,0,0,0.7270753,0.11697766,0.70416504,2016-03-11
0.26016417,0.82621384,0,0,4.0772166,2.9138055,0.38424832,3.7628374,0,0,0,0,0.70494384,0.11773588,0.69949746,2016-03-14
0.24148375,0.81978893,0,0,4.057924,2.91477,0.400608,3.752061,0,0,0,0,0.6886347,0.13445765,0.7033713,2016-03-15
0.22502929,0.8165333,0,0,4.0515437,2.9199336,0.4156968,3.7470007,0,0,0,0,0.6804835,0.15513888,0.7108006,2016-03-16
