latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,date
9.188861,0.0,0.0,0.0,0.0,7.6075606,0.0,2.6870816,2014-04-04
9.1764765,0.0,0.0,0.0,0.0,7.598034,0.0,2.700544,2014-04-07
9.160251,0.0,0.0,0.0,0.0,7.5771666,0.0,2.7100737,2014-04-08
9.151638,0.0,0.0,0.0,0.0,7.561366,0.0,2.7138813,2014-04-09
9.147863,0.0,0.0,0.0,0.0,7.552738,0.0,2.7141008,2014-04-10
9.136375,0.0,0.0,0.0,0.0,7.541087,0.0,2.7203572,2014-04-11
9.135161,0.0,0.0,0.0,0.0,7.5359235,0.0,2.7226257,2014-04-14
9.134175,0.0,0.0,0.0,0.0,7.536634,0.0,2.7324767,2014-04-15
9.134027,0.0,0.0,0.0,0.0,7.5416803,0.0,2.738199,2014-04-16
9.131898,0.0,0.0,0.0,0.0,7.544023,0.0,2.7486145,2014-04-17
9.136023,0.0,0.0,0.0,0.0,7.552481,0.0,2.7522867,2014-04-18
9.13301,0.0,0.0,0.0,0.0,7.5607944,0.0,2.760604,2014-04-21
9.133761,0.0,0.0,0.0,0.0,7.5762453,0.0,2.7754877,2014-04-22
9.1370325,0.0,0.0,0.0,0.0,7.589151,0.0,2.7846553,2014-04-23
9.14784,0.0,0.0,0.0,0.0,7.6099234,0.0,2.7896032,2014-04-24
9.155498,0.0,0.0,0.0,0.0,7.6339064,0.0,2.7941182,2014-04-25
9.164385,0.0,0.0,0.0,0.0,7.65941,0.0,2.800824,2014-04-28
9.169599,0.0,0.0,0.0,0.0,7.6837406,0.0,2.806951,2014-04-29
9.1758,0.0,0.0,0.0,0.0,7.711239,0.0,2.8147461,2014-04-30
9.181722,0.0,0.0,0.0,0.0,7.7399626,0.0,2.8285396,2014-05-02
9.171349,0.0,0.0,0.0,0.0,7.765274,0.0,2.8495345,2014-05-07
9.162919,0.0,0.0,0.0,0.0,7.7979126,0.0,2.8661592,2014-05-08
9.146858,0.0,0.0,0.0,0.0,7.8249803,0.0,2.891929,2014-05-09
9.135528,0.0,0.0,0.0,0.0,7.848034,0.0,2.9080439,2014-05-12
9.127058,0.0,0.0,0.0,0.0,7.8744287,0.0,2.91449,2014-05-13
9.115312,0.0,0.0,0.0,0.0,7.897803,0.0,2.922129,2014-05-14
9.103429,0.0,0.0,0.0,0.0,7.9187326,0.0,2.9294636,2014-05-15
9.090653,0.0,0.0,0.0,0.0,7.931984,0.0,2.939654,2014-05-16
9.062834,0.0,0.0,0.0,0.0,7.9288654,0.0,2.9557793,2014-05-19
9.043527,0.0,0.0,0.0,0.0,7.926477,0.0,2.9592063,2014-05-20
9.018989,0.0,0.0,0.0,0.0,7.919703,0.0,2.962743,2014-05-21
9.006755,0.0,0.0,0.0,0.0,7.918995,0.0,2.953915,2014-05-22
8.993569,0.0,0.0,0.0,0.0,7.920353,0.0,2.9500778,2014-05-23
8.97606,0.0,0.0,0.0,0.0,7.9180484,0.0,2.950787,2014-05-26
8.960558,0.0,0.0,0.0,0.0,7.9158235,0.0,2.9436257,2014-05-27
8.946372,0.0,0.0,0.0,0.0,7.913845,0.0,2.934903,2014-05-28
8.933892,0.0,0.0,0.0,0.0,7.9069424,0.0,2.9274993,2014-05-29
8.917639,0.0,0.0,0.0,0.0,7.8913403,0.0,2.9168546,2014-05-30
8.896201,0.0,0.0,0.0,0.0,7.8689613,0.0,2.9139397,2014-06-02
8.866555,0.0,0.0,0.0,0.0,7.844455,0.0,2.9127076,2014-06-03
8.825656,0.0,0.0,0.0,0.0,7.809746,0.0,2.9127686,2014-06-05
8.780958,0.0,0.0,0.0,0.0,7.7733784,0.0,2.9160078,2014-06-09
8.741483,0.0,0.0,0.0,0.0,7.736338,0.0,2.913861,2014-06-10
8.705766,0.0,0.0,0.0,0.0,7.691696,0.0,2.9110732,2014-06-11
8.677457,0.0,0.0,0.0,0.0,7.644417,0.0,2.9110155,2014-06-12
8.649318,0.0,0.0,0.0,0.0,7.6000233,0.0,2.9113529,2014-06-13
8.6295805,0.0,0.0,0.0,0.0,7.5603247,0.0,2.9092057,2014-06-16
8.604442,0.0,0.0,0.0,0.0,7.518944,0.0,2.9113002,2014-06-17
8.581187,0.0,0.0,0.0,0.0,7.478986,0.0,2.913303,2014-06-18
8.564128,0.0,0.0,0.0,0.0,7.4495783,0.0,2.9134414,2014-06-19
8.549004,0.0,0.0,0.0,0.0,7.429703,0.0,2.9214041,2014-06-20
8.530412,0.0,0.0,0.0,0.0,7.411477,0.0,2.9294446,2014-06-23
8.514829,0.0,0.0,0.0,0.0,7.400779,0.0,2.9304512,2014-06-24
8.499404,0.0,0.0,0.0,0.0,7.385772,0.0,2.9324477,2014-06-25
8.488833,0.0,0.0,0.0,0.0,7.3693438,0.0,2.9307547,2014-06-26
8.475949,0.0,0.0,0.0,0.0,7.3517017,0.0,2.9256628,2014-06-27
8.463748,0.0,0.0,0.0,0.0,7.3312187,0.0,2.9212887,2014-06-30
8.455112,0.0,0.0,0.0,0.0,7.3162003,0.0,2.9176514,2014-07-01
8.440915,0.0,0.0,0.0,0.0,7.313921,0.0,2.9131975,2014-07-02
8.414826,0.0,0.0,0.0,0.0,7.3074617,0.0,2.91653,2014-07-03
8.388743,0.0,0.0,0.0,0.0,7.3081307,0.0,2.9190571,2014-07-04
8.354384,0.0,0.0,0.0,0.0,7.3028684,0.0,2.9245126,2014-07-07
8.3216,0.0,0.0,0.0,0.0,7.297224,0.0,2.9291708,2014-07-08
8.290595,0.0,0.0,0.0,0.0,7.2910852,0.0,2.9311574,2014-07-09
8.253587,0.0,0.0,0.0,0.0,7.2792797,0.0,2.9403603,2014-07-10
8.217963,0.0,0.0,0.0,0.0,7.267749,0.0,2.951244,2014-07-11
8.193199,0.0,0.0,0.0,0.0,7.2609363,0.0,2.9600453,2014-07-14
8.169116,0.0,0.0,0.0,0.0,7.261853,0.0,2.9699676,2014-07-15
8.142707,0.0,0.0,0.0,0.0,7.265012,0.0,2.9781773,2014-07-16
8.1237135,0.0,0.0,0.0,0.0,7.280628,0.0,2.9861207,2014-07-17
8.106785,0.0,0.0,0.0,0.0,7.2926216,0.0,2.9971094,2014-07-18
8.081536,0.0,0.0,0.0,0.0,7.2977934,0.0,3.012172,2014-07-21
8.055465,0.0,0.0,0.0,0.0,7.301939,0.0,3.0276015,2014-07-22
8.0271015,0.0,0.0,0.0,0.0,7.3075066,0.0,3.041915,2014-07-23
8.004271,0.0,0.0,0.0,0.0,7.311339,0.0,3.0580623,2014-07-24
7.9739127,0.0,0.0,0.0,0.0,7.311351,0.0,3.0784185,2014-07-25
7.9542522,0.0,0.0,0.0,0.0,7.305515,0.0,3.093942,2014-07-28
7.939127,0.0,0.0,0.0,0.0,7.3008833,0.0,3.1131322,2014-07-29
7.91927,0.0,0.0,0.0,0.0,7.2986755,0.0,3.1367323,2014-07-30
7.8903565,0.0,0.0,0.0,0.0,7.2892675,0.0,3.1686962,2014-07-31
7.873071,0.0,0.0,0.0,0.0,7.285286,0.0,3.204384,2014-08-01
7.8519397,0.0,0.0,0.0,0.0,7.2785635,0.0,3.2519429,2014-08-04
7.832236,0.0,0.0,0.0,0.0,7.2745667,0.0,3.2956455,2014-08-05
7.814654,0.0,0.0,0.0,0.0,7.278387,0.0,3.3353274,2014-08-06
7.791598,0.0,0.0,0.0,0.0,7.283504,0.0,3.3764951,2014-08-07
7.7614098,0.0,0.0,0.0,0.0,7.283393,0.0,3.4207597,2014-08-08
7.7284846,0.0,0.0,0.0,0.0,7.287969,0.0,3.4691527,2014-08-11
7.6965466,0.0,0.0,0.0,0.0,7.293668,0.0,3.5137594,2014-08-12
7.668996,0.0,0.0,0.0,0.0,7.305148,0.0,3.5589392,2014-08-13
7.6444154,0.0,0.0,0.0,0.0,7.3199453,0.0012945272,3.6017463,2014-08-14
7.619487,0.0,0.0,0.0,0.0,7.3363857,0.033952508,3.641671,2014-08-18
7.594063,0.0,0.0,0.0,0.0,7.35608,0.06530282,3.6818066,2014-08-19
7.5692525,0.0,0.0,0.0,0.0,7.3799353,0.09467222,3.7270806,2014-08-20
7.5350747,0.0,0.0,0.0,0.0,7.392322,0.12195121,3.77039,2014-08-21
7.501368,0.0,0.0,0.0,0.0,7.4078336,0.1455728,3.8135827,2014-08-22
7.457439,0.0,0.0,0.0,0.0,7.4158344,0.16245821,3.8634489,2014-08-25
7.4068913,0.0,0.0,0.0,0.0,7.4215536,0.17085326,3.9174798,2014-08-26
7.368833,0.0,0.0,0.0,0.0,7.4316893,0.19325201,3.9605196,2014-08-27
7.32992,0.0,0.0,0.0,0.0,7.4419613,0.21681969,4.0024476,2014-08-28
7.2909207,0.0,0.0,0.0,0.0,7.445936,0.23853014,4.048363,2014-08-29
7.262362,0.0,0.0,0.0,0.0,7.452201,0.25815696,4.0874257,2014-09-01
7.232457,0.0,0.0,0.0,0.0,7.462161,0.27445543,4.1242394,2014-09-02
7.1996355,0.0,0.0,0.0,0.0,7.4696817,0.28546885,4.1603913,2014-09-03
7.1674247,0.0,0.0,0.0,0.0,7.4780483,0.29677522,4.1966743,2014-09-04
7.135464,0.0,0.0,0.0,0.0,7.488727,0.30228603,4.2333293,2014-09-05
7.1031866,0.0,0.0,0.0,0.0,7.4942765,0.30794427,4.273186,2014-09-11
7.079449,0.0,0.0,0.0,0.0,7.4993114,0.31036305,4.3033586,2014-09-12
7.0609055,0.0,0.0,0.0,0.0,7.507571,0.3232573,4.3232584,2014-09-15
7.0436087,0.0,0.0,0.0,0.0,7.515191,0.34401298,4.336868,2014-09-16
7.0292077,0.0,0.0,0.0,0.0,7.5220823,0.35633793,4.351448,2014-09-17
7.013701,0.0,0.0,0.0,0.0,7.5289516,0.3613568,4.3659716,2014-09-18
6.9903035,0.0,0.0,0.0,0.0,7.5285397,0.36136353,4.3847466,2014-09-19
6.9626813,0.0,0.0,0.0,0.0,7.5313377,0.36716363,4.4065394,2014-09-22
6.9276853,0.0,0.0,0.0,0.0,7.531726,0.36978057,4.433144,2014-09-23
6.8979754,0.0,0.0,0.0,0.0,7.533326,0.37078834,4.4541216,2014-09-24
6.8765492,0.0,0.0,0.0,0.0,7.536357,0.38044554,4.4679756,2014-09-25
6.8586054,0.0,0.0,0.0,0.0,7.5393944,0.39729965,4.479862,2014-09-26
6.8380456,0.0,0.0,0.0,0.0,7.546159,0.4131516,4.4929676,2014-09-29
6.823707,0.0,0.0,0.0,0.0,7.5555105,0.4363488,4.494684,2014-09-30
6.806311,0.0,0.0,0.0,0.0,7.567753,0.45451057,4.4942145,2014-10-01
6.7878265,0.0,0.0,0.0,0.0,7.586485,0.48004088,4.4847417,2014-10-02
6.762815,0.0,0.0,0.0,0.0,7.611249,0.50757366,4.4735794,2014-10-06
6.737526,0.0,0.0,0.0,0.0,7.645404,0.5385128,4.449468,2014-10-07
6.711268,0.0,0.0,0.0,0.0,7.6847224,0.5751873,4.4236126,2014-10-08
6.6647325,0.0,0.0,0.0,0.0,7.715973,0.60272515,4.406105,2014-10-10
6.62724,0.0,0.0,0.0,0.0,7.752365,0.63366055,4.3784685,2014-10-13
6.581887,0.0,0.0,0.0,0.0,7.78675,0.65599644,4.3521004,2014-10-14
6.531517,0.0,0.0,0.0,0.0,7.815884,0.6752309,4.327512,2014-10-15
6.4846854,0.0,0.0,0.0,0.0,7.8439455,0.69472474,4.296872,2014-10-16
6.449061,0.0,0.0,0.0,0.0,7.8754096,0.7176121,4.2598925,2014-10-17
6.4123206,0.0,0.0,0.0,0.0,7.908486,0.73613524,4.218194,2014-10-20
6.369639,0.0,0.0,0.0,0.0,7.9432335,0.7512466,4.185165,2014-10-21
6.3305926,0.0,0.0,0.0,0.0,7.984217,0.76959413,4.1469736,2014-10-22
6.293017,0.0,0.0,0.0,0.0,8.022854,0.7788236,4.1166086,2014-10-23
6.259794,0.0,0.0,0.0,0.0,8.05996,0.7905253,4.0841584,2014-10-24
6.2253966,0.0,0.0,0.0,0.0,8.089113,0.79649824,4.052996,2014-10-27
6.1943455,0.0,0.0,0.0,0.0,8.114275,0.80404305,4.0216947,2014-10-28
6.1657715,0.0,0.0,0.0,0.0,8.137565,0.8128706,3.9901536,2014-10-29
6.140284,0.0,0.0,0.0,0.0,8.158647,0.82143736,3.9610493,2014-10-30
6.1126432,0.0,0.0,0.0,0.0,8.175197,0.8248348,3.9343946,2014-10-31
6.080104,0.0,0.0,0.0,0.0,8.185268,0.8203964,3.9108613,2014-11-03
6.054499,0.0,0.0,0.0,0.0,8.199279,0.8141446,3.8854368,2014-11-04
6.0366025,0.0,0.0,0.0056087524,0.0,8.213701,0.815484,3.8553503,2014-11-05
6.0241694,0.0,0.0,0.02217801,0.0,8.238822,0.81607014,3.821875,2014-11-06
6.010891,0.0,0.0,0.045774296,0.0,8.263003,0.8078717,3.7923548,2014-11-07
5.994129,0.0,0.0,0.07209711,0.0,8.276389,0.7879933,3.7675002,2014-11-10
5.98123,0.0,0.0,0.098551705,0.0,8.287155,0.7676962,3.7423947,2014-11-11
5.9667473,0.0,0.0,0.118212625,0.0,8.295843,0.7581007,3.71823,2014-11-12
5.9569173,0.0,0.0,0.14984189,0.0,8.311926,0.74825364,3.694691,2014-11-13
5.944962,0.0,0.0,0.177148,0.0,8.326285,0.74242115,3.672475,2014-11-14
5.939746,0.0,0.0,0.21290044,0.0,8.343174,0.72710264,3.6603684,2014-11-17
5.935721,0.0,0.0,0.24479385,0.0,8.361188,0.7144352,3.6482217,2014-11-18
5.931738,0.0,0.0,0.27068526,0.0,8.368512,0.7040323,3.6423683,2014-11-19
5.9345107,0.0,0.0,0.29912102,0.0,8.380618,0.69779205,3.6323993,2014-11-20
5.938371,0.0,0.0,0.319888,0.0,8.400187,0.69802594,3.6208222,2014-11-21
5.9413414,0.0,0.0,0.35012645,0.0,8.417319,0.6907333,3.6144998,2014-11-24
5.942382,0.0,0.0,0.3725506,0.0,8.432153,0.6883343,3.6071532,2014-11-25
5.946925,0.0,0.0,0.39587545,0.0,8.448849,0.6898225,3.5989528,2014-11-26
5.9511495,0.0,0.0,0.42619216,0.0,8.469129,0.6855864,3.593074,2014-11-27
5.9525275,0.0,0.0,0.4611222,0.0,8.480086,0.6715333,3.5897357,2014-11-28
5.9526024,0.0,0.0,0.48016262,0.0,8.483057,0.6685911,3.5880206,2014-12-01
5.9513,0.0,0.0,0.50438875,0.0,8.501171,0.658448,3.579993,2014-12-02
5.948732,0.0,0.0,0.52938175,0.0,8.505653,0.6473515,3.574051,2014-12-03
5.951751,0.0,0.0,0.5530464,0.0,8.520064,0.63122404,3.5670047,2014-12-04
5.952077,0.0,0.0,0.576347,0.0,8.523427,0.61359984,3.563445,2014-12-05
5.9506764,0.0,0.0,0.6011424,0.0,8.532847,0.5905702,3.5598352,2014-12-08
5.948786,0.0,0.0,0.62811524,0.0,8.540673,0.57231814,3.5575042,2014-12-09
5.9490256,0.0,0.0,0.6481106,0.0,8.538661,0.55742735,3.556573,2014-12-10
5.951091,0.0,0.0,0.66796416,0.0,8.538518,0.5417339,3.5497289,2014-12-11
5.9514346,0.0,0.0,0.6875302,0.0,8.548124,0.5307483,3.5382612,2014-12-12
5.9432707,0.0,0.0,0.7066994,0.0,8.555936,0.51660615,3.5288484,2014-12-15
5.9288273,0.0,0.0,0.7179365,0.0,8.553277,0.50503176,3.514049,2014-12-16
5.914382,0.0,0.0,0.7282561,0.0,8.538068,0.49145856,3.5012743,2014-12-17
5.9015675,0.0,0.0,0.7357188,0.0,8.521571,0.47962743,3.489189,2014-12-18
5.8833103,0.0,0.0,0.7414752,0.0,8.509161,0.46626964,3.4767892,2014-12-19
5.865133,0.0,0.0,0.749395,0.0,8.505568,0.4536417,3.46092,2014-12-22
5.8440194,0.0,0.0,0.76436746,0.0,8.498847,0.4301244,3.452253,2014-12-23
5.8243475,0.0,0.0,0.77563,0.0,8.488057,0.4079054,3.4426134,2014-12-24
5.8136163,0.0,0.0,0.78609324,0.0,8.484946,0.39248237,3.4277732,2014-12-26
5.797226,0.0,0.0,0.800365,0.0,8.478033,0.3680986,3.4142473,2014-12-29
5.780573,0.0,0.0,0.80834967,0.0,8.466822,0.3486827,3.3947268,2014-12-30
5.7727695,0.0,0.0,0.8162663,0.0,8.458339,0.32760695,3.3723025,2015-01-02
5.765841,0.0,0.0,0.83172655,0.0,8.450502,0.30378318,3.3435733,2015-01-05
5.767319,0.0,0.0,0.8533018,0.0,8.447257,0.28046486,3.3090491,2015-01-06
5.7630296,0.0,0.0,0.87402487,0.0,8.440113,0.25682667,3.273351,2015-01-07
5.7582135,0.0,0.0,0.89924735,0.0,8.435773,0.23089977,3.232013,2015-01-08
5.7559943,0.0,0.0,0.93204975,0.0,8.440336,0.19967873,3.193303,2015-01-09
5.7529683,0.0,0.0,0.96473974,0.0,8.433213,0.16367264,3.1595368,2015-01-12
5.755819,0.0,0.0,0.9988258,0.0,8.438254,0.13613309,3.1238966,2015-01-13
5.7594543,0.0,0.0,1.0309544,0.0,8.446996,0.11589208,3.0892687,2015-01-14
5.7685246,0.0,0.0,1.062107,0.0,8.455354,0.096147105,3.0579288,2015-01-15
5.779835,0.0,0.0,1.0875608,0.0,8.466393,0.08696921,3.0322082,2015-01-16
5.7906957,0.0,0.0,1.115317,0.0,8.475706,0.07215811,3.007455,2015-01-19
5.8051815,0.0,0.0,1.1489099,0.0,8.497536,0.060173113,2.9807663,2015-01-20
5.820268,0.0,0.0,1.1817575,0.0,8.520012,0.05189315,2.956706,2015-01-21
5.8351364,0.0,0.0,1.2122166,0.0,8.54795,0.04325441,2.939195,2015-01-22
5.8520436,0.0,0.0,1.2428296,0.0,8.578612,0.034506712,2.9309385,2015-01-23
5.869021,0.0,0.0,1.2731792,0.0,8.613067,0.0305872,2.923847,2015-01-26
5.8838096,0.0,0.0,1.2990829,0.0,8.644251,0.028085325,2.9237406,2015-01-27
5.8971076,0.0,0.0,1.3211519,0.0,8.672578,0.033944298,2.9244235,2015-01-28
5.9167943,0.0,0.0,1.3436414,0.0,8.713456,0.041996513,2.926508,2015-01-29
5.938814,0.0,0.0,1.3655142,0.0,8.743733,0.04787678,2.931926,2015-01-30
5.965713,0.0,0.0,1.3814598,0.0,8.778324,0.0634834,2.9355159,2015-02-02
5.9870496,0.0,0.0,1.3949108,0.0,8.812224,0.07812257,2.940596,2015-02-03
6.0064635,0.0,0.0,1.4062272,0.0,8.848063,0.094137356,2.949192,2015-02-04
6.0265956,0.0,0.0,1.4118189,0.0,8.877353,0.110272065,2.961437,2015-02-05
6.0434675,0.0,0.0,1.4148673,0.0,8.908578,0.12378453,2.9749327,2015-02-06
6.05545,0.0,0.0,1.418977,0.0,8.930309,0.13803485,2.9882257,2015-02-09
6.0606017,0.0,0.0,1.4163446,0.0,8.935605,0.15258363,3.003005,2015-02-10
6.061632,0.0,0.0,1.4099725,0.0,8.946346,0.17485347,3.0151212,2015-02-11
6.0579987,0.0,0.0,1.40899,0.0,8.954995,0.19035426,3.0313683,2015-02-12
6.0538554,0.0,0.0,1.3999512,0.0,8.958208,0.21245275,3.0458226,2015-02-13
6.0393214,0.0,0.0,1.372858,0.0,8.952275,0.24859989,3.0554817,2015-02-16
6.019978,0.0,0.0,1.3517112,0.0,8.948042,0.281596,3.0687993,2015-02-17
6.0029206,0.0,0.0,1.3217845,0.0,8.945285,0.31680155,3.0869262,2015-02-23
5.9827676,0.0,0.0,1.2841886,0.0,8.932772,0.35868934,3.10306,2015-02-24
5.9663873,0.0,0.0,1.2506391,0.0,8.930576,0.403036,3.1160364,2015-02-25
5.95014,0.0,0.0,1.2159035,0.0,8.927724,0.4489654,3.128373,2015-02-26
5.9313416,0.0,0.0,1.1798455,0.0,8.919481,0.49967903,3.1398065,2015-02-27
5.9108286,0.0,0.0,1.1418922,0.0,8.9104185,0.55131376,3.1543512,2015-03-02
5.887199,0.0,0.0,1.112593,0.0,8.905164,0.6055498,3.1612601,2015-03-03
5.860064,0.0,0.0,1.0820979,0.0,8.896162,0.66048163,3.1699708,2015-03-04
5.834025,0.0,0.0,1.0529354,0.0,8.891811,0.7205051,3.1742587,2015-03-05
5.800196,0.0,0.0,1.021976,0.0,8.8744135,0.7756609,3.1811283,2015-03-06
5.7704325,0.0,0.0,0.99087834,0.0,8.852692,0.8270942,3.1883082,2015-03-09
5.743898,0.0,0.0,0.9637796,0.0,8.841113,0.87760866,3.191436,2015-03-10
5.718103,0.0,0.0,0.9422093,0.0,8.826338,0.9166584,3.1929152,2015-03-11
5.693721,0.0,0.0,0.9237082,0.0,8.801597,0.95022714,3.1910903,2015-03-12
5.6756287,0.0,0.0,0.90750265,0.0,8.784988,0.9838736,3.1837604,2015-03-13
5.6620126,0.0,0.0,0.88952094,0.0,8.762255,1.0156242,3.1787775,2015-03-16
5.6474195,0.0,0.0,0.8740241,0.0,8.738685,1.044475,3.1716151,2015-03-17
5.6406693,0.0,0.0,0.8609779,0.0,8.722996,1.0772634,3.1665006,2015-03-18
5.6342535,0.0,0.0,0.8441837,0.0,8.701022,1.1125463,3.166031,2015-03-19
5.639645,0.0,0.0,0.82855564,0.0,8.694887,1.1510266,3.173894,2015-03-20
5.6419854,0.0,0.0,0.8169628,0.0,8.691157,1.1826819,3.1911023,2015-03-23
5.6476574,0.0,0.0,0.80672765,0.0,8.69391,1.2178043,3.204629,2015-03-24
5.6538634,0.0,0.0,0.7941235,0.0,8.704412,1.2588738,3.2170396,2015-03-25
5.659694,0.0,0.0,0.77228427,0.0,8.704988,1.3105903,3.2329988,2015-03-26
5.6690955,0.0,0.0,0.7564267,0.0,8.719645,1.3606489,3.2439666,2015-03-27
5.67174,0.0,0.0,0.73721635,0.0,8.72647,1.4093357,3.2595217,2015-03-30
5.676821,0.0,0.0,0.71863353,0.0,8.738607,1.4551882,3.2749856,2015-03-31
5.6766634,0.0,0.0,0.6940199,0.0,8.730884,1.4978557,3.2959929,2015-04-01
5.675156,0.0,0.0,0.6732662,0.0,8.72241,1.5370655,3.3202767,2015-04-02
5.673698,0.0,0.0,0.6533023,0.0,8.720184,1.577869,3.3398194,2015-04-03
5.673744,0.0,0.0,0.63668096,0.0,8.722264,1.6157898,3.3576853,2015-04-06
5.6754174,0.0,0.0,0.6142795,0.0,8.712668,1.6586851,3.378853,2015-04-07
5.6729245,0.0,0.0,0.59002197,0.0,8.697125,1.7015934,3.4015226,2015-04-08
5.675569,0.0,0.0,0.5705436,0.0,8.686074,1.7452849,3.422812,2015-04-09
5.673918,0.0,0.0,0.5468182,0.0,8.661892,1.7883102,3.4519188,2015-04-10
5.6800814,0.0,0.0,0.5220417,0.0,8.651985,1.8413252,3.4794111,2015-04-13
5.682103,0.0,0.0,0.49228513,0.0,8.631771,1.8919953,3.520554,2015-04-14
5.680646,0.0,0.0,0.4645062,0.0,8.614949,1.943288,3.5663812,2015-04-15
5.6826296,0.0,0.0,0.42780638,0.0,8.590803,2.007933,3.619373,2015-04-16
5.6871586,0.0,0.0,0.38334477,0.0,8.574073,2.0832899,3.6738439,2015-04-17
5.696397,0.0,0.0,0.34088147,0.0,8.562748,2.1581452,3.7297354,2015-04-20
5.7001934,0.0,0.0,0.2964068,0.0,8.546722,2.229961,3.7936838,2015-04-21
5.7007413,0.0,0.0,0.25428164,0.0,8.538617,2.307267,3.8506517,2015-04-22
5.692531,0.0,0.0,0.21098603,0.0,8.523031,2.3841746,3.9111078,2015-04-23
5.687391,0.0,0.0,0.16735978,0.0,8.497997,2.4570487,3.9750695,2015-04-24
5.675652,0.0,0.0,0.13226496,0.0,8.478595,2.521231,4.036433,2015-04-27
5.659533,0.0,0.0,0.092358306,0.0,8.455064,2.5922148,4.098714,2015-04-28
5.6457953,0.0,0.0,0.059593394,0.0,8.429032,2.6540246,4.1613026,2015-04-29
5.630798,0.0,0.0,0.030936614,0.0,8.409057,2.7166939,4.217136,2015-04-30
5.611404,0.0,0.0,0.0096450895,0.0,8.39033,2.7735744,4.2680097,2015-05-04
5.595071,0.0,0.0,0.0,0.0,8.378472,2.8328805,4.314745,2015-05-06
5.575025,0.0,0.0,0.0,0.0,8.346513,2.88171,4.365862,2015-05-07
5.5543475,0.0,0.0,0.0,0.0,8.317497,2.9385147,4.408705,2015-05-08
5.53398,0.0,0.0,0.0,0.0,8.288912,2.985419,4.452478,2015-05-11
5.520667,0.0,0.0,0.0,0.0,8.270216,3.0441198,4.49154,2015-05-12
5.5088987,0.0,0.0,0.0,0.0,8.257348,3.1098223,4.5271473,2015-05-13
5.497401,0.0,0.0,0.0,0.0,8.247134,3.168086,4.5637994,2015-05-14
5.488356,0.0,0.0,0.0,0.0,8.243141,3.21993,4.5994143,2015-05-15
5.4776163,0.0,0.0,0.0,0.0,8.2323475,3.2727194,4.635188,2015-05-18
