latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,date
3.4576185,0.0,0.0,2.3518956,0.08681709,7.5001755,0.9015173,2.327341,2017-02-08
3.432142,0.0,0.0,2.34837,0.08864278,7.438487,0.8845231,2.3439827,2017-02-09
3.39978,0.0,0.0,2.3395505,0.08549232,7.3602047,0.86737454,2.3612957,2017-02-10
3.3784196,0.0,0.0,2.3345237,0.07868392,7.3020177,0.85449815,2.3820908,2017-02-13
3.362815,0.0,0.0,2.3261538,0.06549925,7.251628,0.8462489,2.4052744,2017-02-14
3.353928,0.0,0.0,2.3202386,0.05323858,7.2146835,0.83830076,2.4282205,2017-02-15
3.3487203,0.0,0.0,2.3096235,0.03316731,7.176192,0.8408293,2.4470356,2017-02-16
3.3503325,0.0,0.0,2.2998714,0.018408842,7.1453032,0.84208417,2.4644866,2017-02-17
3.3550575,0.0,0.0,2.2901237,0.00750906,7.121026,0.843811,2.4808035,2017-02-20
3.357963,0.0,0.0,2.280145,0.0,7.0915675,0.84384966,2.4916499,2017-02-21
3.3514645,0.0,0.0,2.2670114,0.0,7.0464587,0.8381609,2.5025086,2017-02-22
3.3465393,0.0,0.0,2.2539163,0.0,7.009947,0.8359209,2.5112488,2017-02-23
3.343395,0.0,0.0,2.233851,0.0,6.9702587,0.83524084,2.5221553,2017-02-24
3.3490603,0.0,0.0,2.217401,0.0,6.9486494,0.8380968,2.531401,2017-02-27
3.3612592,0.0,0.0,2.1985064,0.0,6.9365444,0.8454567,2.5381553,2017-02-28
3.3704057,0.0,0.0,2.180595,0.0,6.9227743,0.850523,2.5438557,2017-03-02
3.3619795,0.0,0.0,2.1579876,0.0,6.888377,0.8494609,2.554305,2017-03-03
3.3532295,0.0,0.0,2.1389668,0.0,6.860374,0.84619576,2.566675,2017-03-06
3.3384073,0.0,0.0,2.1261344,0.0,6.8340435,0.83427405,2.5823321,2017-03-07
3.326038,0.0,0.0,2.1146226,0.0,6.8171053,0.82511276,2.6003523,2017-03-08
3.3061056,0.0,0.0,2.102128,0.0,6.7861505,0.8118567,2.6197395,2017-03-09
3.2830257,0.0,0.0,2.0907328,0.0,6.756192,0.79803073,2.6410954,2017-03-10
3.2559357,0.0,0.0,2.0787182,0.0,6.7216744,0.7865816,2.6626983,2017-03-13
3.225183,0.0,0.0,2.069006,0.0,6.684621,0.7752589,2.6878855,2017-03-14
3.193506,0.0,0.0,2.064294,0.0,6.6497,0.7637132,2.714287,2017-03-15
3.1594338,0.0,0.0,2.0598168,0.0,6.606267,0.74764395,2.7460136,2017-03-16
3.1306922,0.0,0.0,2.0589674,0.0,6.5726724,0.7360629,2.7787836,2017-03-17
3.1078813,0.0,0.0,2.0677838,0.0,6.551178,0.7219162,2.815764,2017-03-20
3.0929677,0.0,0.0,2.073156,0.0,6.53681,0.7157095,2.8511672,2017-03-21
3.067842,0.0,0.0,2.0733166,0.0,6.496917,0.70954996,2.8798385,2017-03-22
3.0474594,0.0,0.0,2.0708892,0.0,6.4587736,0.706999,2.905007,2017-03-23
3.0256104,0.0,0.0,2.0626044,0.0,6.4131927,0.7021494,2.9340057,2017-03-24
3.0009243,0.0,0.0,2.0545797,0.0,6.3649044,0.69867873,2.9597588,2017-03-27
2.976522,0.0,0.0,2.0415294,0.0,6.310458,0.70101494,2.9788508,2017-03-28
2.9450648,0.0,0.0,2.0262768,0.0,6.244589,0.7046027,2.9912167,2017-03-29
2.9161465,0.0,0.0,2.011633,0.0,6.183513,0.7124257,2.9988577,2017-03-30
2.877078,0.0,0.0,1.9981035,0.0,6.108013,0.7143928,3.0061724,2017-03-31
2.845885,0.0,0.0,1.9891852,0.0,6.0530977,0.7184834,3.0133207,2017-04-03
2.8183005,0.0,0.0,1.9897726,0.0,6.010641,0.71827555,3.0251305,2017-04-04
2.7748125,0.0,0.0,1.9827235,0.0,5.9362454,0.7257718,3.0237656,2017-04-05
2.742596,0.0,0.0,1.9826677,0.0,5.883465,0.733054,3.0222058,2017-04-06
2.7070248,0.0,0.0,1.9815208,0.0,5.823041,0.73987114,3.0183005,2017-04-07
2.688821,0.0,0.0,1.9889514,0.0,5.797581,0.7482209,3.0172403,2017-04-10
2.67298,0.0,0.0,1.997312,0.0,5.7745743,0.75443095,3.0144312,2017-04-11
2.6599786,0.0,0.0,2.0075767,0.0,5.760936,0.7627026,3.0086951,2017-04-12
2.6602094,0.0,0.0,2.018755,0.0,5.767556,0.7757901,3.0013483,2017-04-13
2.6675591,0.0,0.0,2.0321114,0.0,5.785489,0.7844168,3.0023162,2017-04-14
2.6797857,0.0,0.0,2.041245,0.0,5.805641,0.79368573,3.0051734,2017-04-17
2.6896007,0.0,0.0,2.0469534,0.0,5.825915,0.80026245,3.0143552,2017-04-18
2.6988866,0.0,0.0,2.0555103,0.0,5.850277,0.8073026,3.023254,2017-04-19
2.7044804,0.0,0.0,2.064259,0.0,5.8734064,0.8147501,3.0313685,2017-04-20
2.7101302,0.0,0.0,2.0704725,0.0,5.895914,0.8273213,3.0391135,2017-04-21
2.7115614,0.0,0.0,2.0791826,0.0,5.913424,0.83576834,3.0510385,2017-04-24
2.715533,0.0,0.0,2.0908678,0.0,5.936452,0.845402,3.0640152,2017-04-25
2.7131085,0.0,0.0,2.104881,0.0,5.949063,0.84789866,3.0848532,2017-04-26
2.7102196,0.0,0.0,2.119117,0.0,5.9593587,0.8526956,3.1046965,2017-04-27
2.699694,0.0,0.0,2.1283555,0.0,5.947255,0.86054647,3.1203768,2017-04-28
2.6952262,0.0,0.0,2.1417844,0.0,5.9477606,0.8663466,3.1373081,2017-05-02
2.6877797,0.0,0.0,2.1577284,0.0,5.944685,0.86781317,3.1577508,2017-05-04
2.671313,0.0,0.0,2.1724532,0.0,5.9246807,0.8650143,3.1801748,2017-05-08
2.660202,0.0,0.0,2.1869423,0.0,5.9142056,0.86689854,3.2070448,2017-05-10
2.6461837,0.0,0.0,2.196205,0.0,5.8934546,0.8671046,3.2362607,2017-05-11
2.6290076,0.0,0.0,2.20148,0.0,5.8615804,0.8694491,3.2710326,2017-05-12
2.613305,0.0,0.0,2.20677,0.0,5.831622,0.8733662,3.3083596,2017-05-15
2.5914547,0.0,0.0,2.2102904,0.0,5.792943,0.8773789,3.3477778,2017-05-16
2.574382,0.0,0.0,2.2136478,0.0,5.76143,0.8799028,3.3947363,2017-05-17
2.5586014,0.0,0.0,2.211506,0.0,5.7298193,0.89220417,3.4324,2017-05-18
2.5447872,0.0,0.0,2.2077703,0.0,5.695925,0.90430725,3.4683678,2017-05-19
2.526459,0.0,0.0,2.19728,0.0,5.6536937,0.9182279,3.5032842,2017-05-22
2.5022373,0.0,0.0,2.1924763,0.0,5.6017323,0.92591614,3.543186,2017-05-23
2.4830306,0.0,0.0,2.183949,0.0,5.558222,0.93932235,3.5825648,2017-05-24
2.465514,0.0,0.0,2.1743019,0.0,5.5152855,0.9547727,3.6230304,2017-05-25
2.4484403,0.0,0.0,2.1640015,0.0,5.473737,0.97070384,3.6661618,2017-05-26
2.4293492,0.0,0.0,2.150609,0.0,5.4275627,0.98730725,3.713937,2017-05-29
2.4037483,0.0,0.0,2.135417,0.0,5.369995,1.0064447,3.7595334,2017-05-30
2.3806455,0.0,0.0,2.1208043,0.0,5.317294,1.0286287,3.8029037,2017-05-31
2.367748,0.0,0.0,2.105487,0.0,5.284658,1.0546212,3.8427808,2017-06-01
2.3572466,0.0,0.0,2.0951533,0.0,5.2571793,1.0784259,3.884278,2017-06-02
2.3499463,0.0,0.0,2.0890627,0.0,5.2398796,1.1062598,3.92218,2017-06-05
2.340558,0.0,0.0,2.0856218,0.0,5.2158756,1.1372122,3.9565594,2017-06-07
2.3339226,0.0,0.0,2.0838041,0.0,5.1956725,1.1683749,3.9911337,2017-06-08
2.3253512,0.0,0.0,2.0865095,0.0,5.172318,1.1925135,4.0273,2017-06-09
2.3185523,0.0,0.0,2.0895581,0.0,5.1535425,1.2150043,4.0674915,2017-06-12
2.3066247,0.0,0.0,2.0938253,0.0,5.12343,1.2349507,4.107674,2017-06-13
2.3003356,0.0,0.0,2.0985336,0.0,5.108958,1.2583473,4.1454573,2017-06-14
2.2918131,0.0,0.0,2.1074078,0.0,5.0919476,1.2802303,4.1820025,2017-06-15
2.284361,0.0,0.0,2.1192162,0.0,5.0751963,1.2972442,4.2182546,2017-06-16
2.2745876,0.0,0.0,2.1279666,0.0,5.053599,1.3137679,4.253437,2017-06-19
2.2613163,0.0,0.0,2.1403039,0.0,5.0251703,1.3295238,4.2819004,2017-06-20
2.2487502,0.0,0.0,2.1567872,0.0,5.0012345,1.3407136,4.30695,2017-06-21
2.2360654,0.0,0.0,2.1744745,0.0,4.9725904,1.3463037,4.3295207,2017-06-22
2.2254915,0.0,0.0,2.197841,0.0,4.958556,1.3465708,4.3537445,2017-06-23
2.211794,0.0,0.0,2.2247427,0.0,4.945806,1.3450795,4.376978,2017-06-26
2.1916966,0.0,0.0,2.25684,0.0,4.9290853,1.3387704,4.401916,2017-06-27
2.1688383,0.0,0.0,2.2888424,0.0,4.907548,1.3328439,4.424696,2017-06-28
2.1438477,0.0,0.0,2.320182,0.0,4.878696,1.3186666,4.449509,2017-06-29
2.114403,0.0,0.0,2.3551059,0.0,4.8397365,1.3024324,4.4779477,2017-06-30
2.089142,0.0,0.0,2.388304,0.0,4.809678,1.28497,4.5100393,2017-07-03
2.0664318,0.0,0.0,2.4197063,0.0,4.7774687,1.2644593,4.5388503,2017-07-04
2.0432699,0.0,0.0,2.450565,0.0,4.746024,1.2426125,4.5625434,2017-07-05
2.0186822,0.0,0.0,2.4810262,0.0,4.707196,1.2169378,4.585732,2017-07-06
1.9926676,0.0,0.0,2.5101902,0.0,4.6649866,1.1895821,4.6056952,2017-07-07
1.9625925,0.0,0.0,2.5391576,0.0,4.6153173,1.1608764,4.6191816,2017-07-10
1.9311503,0.0,0.0,2.5660515,0.0,4.563412,1.128563,4.6324058,2017-07-11
1.8971354,0.0,0.0,2.5935755,0.0,4.5097857,1.0951946,4.6467977,2017-07-12
1.8587503,0.0,0.0,2.6224558,0.0,4.4523106,1.0590684,4.6586967,2017-07-13
1.8171153,0.0,0.0,2.6550941,0.0,4.3925724,1.0191814,4.6698503,2017-07-14
1.7772641,0.0,0.0,2.684713,0.0,4.3341575,0.97854733,4.682517,2017-07-17
1.7329808,0.0,0.0,2.7166228,0.0,4.263567,0.9336915,4.698735,2017-07-18
1.6920972,0.0,0.0,2.747733,0.0,4.20378,0.8959371,4.7156553,2017-07-19
1.6523852,0.0,0.0,2.7773652,0.0,4.144809,0.86004436,4.7352138,2017-07-20
1.6106741,0.0,0.0,2.8075213,0.0,4.081623,0.8257712,4.7563143,2017-07-21
1.5719849,0.0,0.0,2.8379836,0.0,4.022647,0.78919256,4.784365,2017-07-24
1.53862,0.0,0.0,2.8689723,0.0,3.9720628,0.7567601,4.815758,2017-07-25
1.5072712,0.0,0.0,2.8972914,0.0,3.9225006,0.7297347,4.8447146,2017-07-26
1.4806651,0.0,0.0,2.922778,0.0,3.8789213,0.7077782,4.871681,2017-07-27
1.4593983,0.0,0.0,2.9456341,0.0,3.8479846,0.69137233,4.8982496,2017-07-28
1.4457202,0.0,0.0,2.9658594,0.0,3.8239481,0.6733619,4.922597,2017-07-31
1.4319204,0.0,0.0,2.9871392,0.0,3.8018758,0.6555503,4.9430857,2017-08-01
1.4213661,0.0,0.0,3.0081196,0.0,3.7879584,0.64118433,4.962845,2017-08-02
1.4146572,0.0,0.0,3.0275135,0.0,3.7772963,0.628742,4.9820027,2017-08-03
1.4106314,0.0,0.0,3.0428457,0.0,3.7672718,0.615626,4.9951215,2017-08-04
1.4060068,0.0,0.0,3.060658,0.0,3.7569048,0.59714794,5.0054507,2017-08-07
1.4021794,0.0,0.0,3.0781865,0.0,3.748309,0.5794598,5.013015,2017-08-08
1.3962935,0.0,0.0,3.0951276,0.0,3.7369545,0.56252354,5.017729,2017-08-09
1.3965528,0.0,0.0,3.1064057,0.0,3.7361891,0.55188775,5.0175705,2017-08-10
1.3975453,0.0,0.0,3.1167579,0.0,3.735906,0.540044,5.012996,2017-08-11
1.4017581,0.0,0.0,3.122156,0.0,3.7421253,0.5311726,5.003368,2017-08-14
1.4043391,0.0,0.0,3.1281462,0.0,3.7451577,0.52111816,4.992173,2017-08-16
1.4053764,0.0,0.0,3.13526,0.0,3.7469516,0.5061306,4.985283,2017-08-17
1.4049904,0.0,0.0,3.1436167,0.0,3.7464502,0.49039024,4.9802227,2017-08-18
1.4044294,0.0,0.0,3.1506271,0.0,3.7453182,0.47975853,4.9745684,2017-08-21
1.4020431,0.0,0.0,3.1576047,0.0,3.7401798,0.46870062,4.9682574,2017-08-22
1.4001579,0.0,0.0,3.1645732,0.0,3.739062,0.45860678,4.9636135,2017-08-23
1.3943596,0.0,0.0,3.1712651,0.0,3.7318377,0.45001224,4.956735,2017-08-24
1.3852907,0.0,0.0,3.1779256,0.0,3.7231867,0.4444935,4.9497833,2017-08-25
1.3747505,0.0,0.0,3.1844382,0.0,3.7099855,0.4350757,4.9466734,2017-08-28
1.3647376,0.0,0.0,3.1891165,0.0,3.6962178,0.42777744,4.942504,2017-08-29
1.3560767,0.0,0.0,3.1905153,0.0,3.6820424,0.4241376,4.9365053,2017-08-30
1.3446637,0.0,0.0,3.1944537,0.0,3.6638782,0.41932172,4.9305344,2017-08-31
1.3268206,0.0,0.0,3.2044778,0.0,3.6401093,0.4090425,4.9216223,2017-09-01
1.3065537,0.0,0.0,3.214229,0.0,3.611616,0.3990868,4.908612,2017-09-04
1.2871746,0.0,0.0,3.2235878,0.0,3.5812938,0.38586125,4.8901386,2017-09-05
1.2675624,0.0,0.0,3.2319775,0.0,3.5488327,0.3752745,4.8622804,2017-09-06
1.2464385,0.0,0.0,3.2443862,0.01662577,3.5183582,0.36543134,4.8281865,2017-09-07
1.2214313,0.0,0.0,3.2595582,0.049739428,3.4830642,0.34913713,4.7970967,2017-09-08
1.1948916,0.0,0.0,3.274825,0.08327509,3.4450724,0.32495818,4.769017,2017-09-11
1.1685323,0.0,0.0,3.288464,0.11207587,3.4116516,0.3094674,4.7392626,2017-09-12
1.1383972,0.0,0.0,3.302714,0.1410613,3.3730478,0.29393244,4.7122707,2017-09-13
1.1076899,0.0,0.0,3.3156114,0.17139548,3.330948,0.27472505,4.6894073,2017-09-14
1.0750906,0.0,0.0,3.3311696,0.20317179,3.2872446,0.25197622,4.6716185,2017-09-15
1.0387996,0.0,0.0,3.3440535,0.22939306,3.2412255,0.23760743,4.654702,2017-09-18
0.99588627,0.0,0.0,3.3593006,0.25341028,3.1897757,0.22077794,4.6436005,2017-09-19
0.9574126,0.0,0.0,3.3743582,0.2746141,3.1436174,0.20885034,4.633007,2017-09-20
0.9243372,0.0,0.0,3.3896883,0.29537094,3.101436,0.19900826,4.622849,2017-09-21
0.89442486,0.0,0.0,3.4055767,0.31537908,3.0641959,0.19021018,4.610652,2017-09-22
0.86736435,0.0,0.0,3.4223847,0.3355174,3.0309093,0.17478432,4.601429,2017-09-25
0.84022605,0.0,0.0,3.4422798,0.36178315,2.9972398,0.15157843,4.5900965,2017-09-26
0.81838995,0.0,0.0,3.4589882,0.3894384,2.9660985,0.12719046,4.5747247,2017-09-27
0.8007706,0.0,0.0,3.470155,0.4144988,2.9381273,0.103293836,4.5558414,2017-09-28
0.78334635,0.0,0.0,3.480211,0.43450993,2.9151652,0.083529845,4.5354033,2017-09-29
0.7642152,0.0,0.0,3.4895892,0.45453453,2.8880727,0.062035106,4.519698,2017-10-10
0.7463037,0.0,0.0,3.493548,0.46956748,2.8545413,0.039622743,4.5095005,2017-10-11
0.72882026,0.0,0.0,3.4963803,0.4820348,2.819553,0.017117035,4.502743,2017-10-12
0.7124855,0.0,0.0,3.4995584,0.49379623,2.7807019,0.0,4.5048923,2017-10-13
0.7007497,0.0,0.0,3.4985728,0.50437635,2.740195,0.0,4.5109673,2017-10-16
0.69282156,0.0,0.0,3.4954414,0.51401705,2.6990707,0.0,4.522871,2017-10-17
0.69012886,0.0,0.0,3.4873252,0.52036816,2.6606147,0.0,4.5342455,2017-10-18
0.68855435,0.0,0.0,3.4792876,0.52590567,2.623235,0.0,4.5486374,2017-10-19
0.6906418,0.0,0.0,3.4671454,0.5269784,2.589701,0.0,4.565139,2017-10-20
0.69435614,0.014611281,0.0,3.454535,0.52311474,2.562775,0.0,4.5835214,2017-10-23
0.6990943,0.03513346,0.0,3.4417667,0.5185436,2.539577,0.0,4.5999002,2017-10-24
0.7027733,0.050395705,0.0,3.4292672,0.5116762,2.5208426,0.0,4.6165724,2017-10-25
0.7045745,0.063047685,0.0,3.4216433,0.50386685,2.5064476,0.0,4.636161,2017-10-26
0.70938313,0.07430033,0.0,3.41054,0.4941452,2.49316,0.0,4.655855,2017-10-27
0.7141483,0.08591244,0.0,3.3961263,0.48435903,2.477754,0.0,4.671903,2017-10-30
0.718275,0.09549097,0.0,3.3817935,0.47579128,2.4627492,0.0,4.685339,2017-10-31
0.72342134,0.10446296,0.0,3.3668423,0.4676512,2.4472485,0.0,4.6970353,2017-11-01
0.7303142,0.11722837,0.0,3.355031,0.461227,2.4284885,0.0,4.70523,2017-11-02
0.7338877,0.14333543,0.0,3.3484774,0.45940435,2.4019713,0.0,4.7191215,2017-11-03
0.73556834,0.17680326,0.0,3.344061,0.45856637,2.37104,0.0,4.739206,2017-11-06
0.73895854,0.2049711,0.0,3.3375034,0.45730734,2.341985,0.0,4.756191,2017-11-07
0.740831,0.22996798,0.0,3.3312497,0.4569193,2.3139691,0.0,4.7710066,2017-11-08
0.74531466,0.24647102,0.0,3.3243132,0.4538585,2.293197,0.0,4.7835207,2017-11-09
0.74859303,0.26207367,0.0,3.3205147,0.4493109,2.2768528,0.0,4.7990026,2017-11-10
0.7511819,0.2768689,0.0,3.317305,0.44493145,2.2618752,0.0,4.815778,2017-11-13
0.75933224,0.277469,0.0,3.3114824,0.43784887,2.2551363,0.0,4.81969,2017-11-14
0.7659661,0.27371594,0.0,3.3073735,0.42888546,2.2533333,0.0,4.8230615,2017-11-15
0.7695416,0.2859908,0.0,3.3055956,0.42759323,2.2429807,0.0,4.8397818,2017-11-16
0.76964,0.29667124,0.0,3.305894,0.42554057,2.2339308,0.0,4.8569007,2017-11-17
0.7670525,0.3100116,0.0,3.3076668,0.42552954,2.2230036,0.0,4.875509,2017-11-20
0.7649534,0.3209307,0.0,3.3086042,0.42598087,2.2132127,0.0,4.8917694,2017-11-21
0.76133054,0.3278019,0.0,3.3115098,0.42806935,2.2049272,0.0,4.902238,2017-11-22
0.7567585,0.33760348,0.0,3.3173294,0.4305855,2.1972134,0.0,4.917539,2017-11-23
0.7514022,0.34886643,0.0,3.3247387,0.43264115,2.19022,0.0,4.9341526,2017-11-24
0.7466582,0.3578169,0.0,3.3330982,0.4330436,2.1862335,0.0,4.9498363,2017-11-27
0.7428077,0.36621746,0.0,3.340002,0.4350235,2.1817553,0.0,4.9631624,2017-11-28
0.740852,0.37340102,0.0,3.343567,0.4358394,2.1773725,0.0,4.9754877,2017-11-29
0.74112254,0.37734124,0.0,3.3472486,0.43437052,2.1769662,0.0,4.9877276,2017-11-30
0.74473256,0.38225517,0.0,3.3477767,0.436391,2.1739795,0.0,4.996252,2017-12-01
0.7421589,0.38773033,0.0,3.3478081,0.43934578,2.1684384,0.0,5.002465,2017-12-04
0.7355849,0.40037206,0.0,3.3487344,0.4464358,2.157832,0.0,5.0134177,2017-12-05
0.72989804,0.40997812,0.0,3.3495069,0.44973367,2.1512659,0.0,5.0262012,2017-12-06
0.72373015,0.4163119,0.0,3.3485806,0.45185053,2.1460333,0.0,5.0352,2017-12-07
0.72048414,0.42008218,0.0,3.344316,0.45265853,2.1426284,0.0,5.0405817,2017-12-08
0.711229,0.42533472,0.0,3.3444955,0.45739466,2.1369033,0.0,5.042782,2017-12-11
0.70358676,0.42621693,0.0,3.344707,0.46119794,2.1344464,0.0,5.0426474,2017-12-12
0.6978144,0.42717502,0.0,3.3429384,0.46582526,2.1314647,0.0,5.039825,2017-12-13
0.693862,0.42702278,0.0,3.3363128,0.4689054,2.1277266,0.0,5.035565,2017-12-14
0.6873415,0.43072036,0.0,3.3330886,0.4719918,2.12334,0.0,5.0359726,2017-12-15
0.67846143,0.43286166,0.0,3.334292,0.47304112,2.1218402,0.0,5.037521,2017-12-18
0.6712101,0.4294624,0.0,3.3390946,0.47240472,2.1268206,0.0,5.0384645,2017-12-19
0.66345394,0.42471853,0.0,3.3464994,0.47396007,2.1322331,0.0,5.037281,2017-12-20
0.6565884,0.42252925,0.0,3.3568926,0.47939184,2.1363912,0.0,5.037675,2017-12-21
0.6531083,0.41827133,0.0,3.3627267,0.48431697,2.1407201,0.0,5.033,2017-12-22
0.65145147,0.41482964,0.0,3.3657427,0.48856845,2.144639,0.0,5.027903,2017-12-26
0.6524542,0.40854052,0.0,3.3697903,0.49048275,2.153755,0.0,5.0242515,2017-12-27
0.6500823,0.39989433,0.0,3.373447,0.49213114,2.1629016,0.0,5.0166745,2017-12-28
0.64584273,0.39513955,0.0,3.3747914,0.49501574,2.166425,0.0,5.0061116,2018-01-02
0.64326555,0.3921027,0.0,3.3812184,0.5016658,2.1683354,0.0,4.997721,2018-01-03
0.64210325,0.38795087,0.0,3.385281,0.50880814,2.1680558,0.0,4.9854374,2018-01-04
0.64259875,0.38556394,0.0,3.3897083,0.51629204,2.1674109,0.0,4.973645,2018-01-05
0.64281684,0.38978693,0.0,3.3950922,0.5268899,2.1620393,0.0,4.9668503,2018-01-08
0.6410883,0.3986682,0.0,3.3997688,0.5372018,2.1531332,0.0,4.9628806,2018-01-09
0.64087486,0.40764108,0.0,3.4053564,0.54181004,2.14845,0.0,4.965324,2018-01-10
0.6403852,0.419844,0.0,3.4105875,0.54746926,2.1410806,0.0,4.9724565,2018-01-11
0.63975674,0.43476585,0.0,3.4167848,0.5531561,2.1332183,0.0,4.9855275,2018-01-12
0.64062256,0.44966808,0.0,3.4246924,0.55762005,2.12768,0.0,5.002594,2018-01-15
0.64233714,0.46222875,0.0,3.4318006,0.5586081,2.1244967,0.0,5.0221043,2018-01-16
0.64380467,0.47236088,0.0,3.4399438,0.55943966,2.1225383,0.0,5.0413094,2018-01-17
0.6454214,0.48455098,0.0,3.4489117,0.5613121,2.1190462,0.0,5.064328,2018-01-18
0.6469893,0.49676916,0.0,3.4569678,0.5623598,2.115188,0.0,5.087547,2018-01-19
0.6497168,0.51197517,0.0,3.4651804,0.5631973,2.1105,0.0,5.1151576,2018-01-22
0.65570396,0.52092516,0.0,3.4691696,0.56003577,2.1091962,0.0,5.139545,2018-01-23
0.660851,0.5334867,0.0,3.475987,0.5558721,2.10862,0.0,5.171425,2018-01-24
0.6677159,0.541806,0.0,3.482018,0.5496253,2.1110072,0.0,5.20336,2018-01-25
0.67538565,0.5483472,0.0,3.4904435,0.5428266,2.1162841,0.0,5.237403,2018-01-26
0.6840957,0.5520189,0.0,3.4963007,0.53299415,2.1239793,0.0,5.2711368,2018-01-29
0.69155335,0.5550715,0.0,3.5055528,0.521744,2.1344893,0.0,5.308926,2018-01-30
0.7019301,0.55300695,0.0,3.5121126,0.5077266,2.1485794,0.0,5.3460064,2018-01-31
0.7137216,0.5493701,0.0,3.5184412,0.4936341,2.1641767,0.0,5.383053,2018-02-01
0.7284958,0.54432714,0.0,3.5189867,0.47726148,2.1808407,0.0,5.4168205,2018-02-02
0.74848264,0.5332126,0.0,3.5083807,0.45813453,2.1982617,0.0,5.4413986,2018-02-05
0.7665538,0.5235533,0.0,3.4945378,0.43998122,2.213139,0.0,5.4596534,2018-02-06
0.78624356,0.5120364,0.0,3.4737039,0.4222241,2.2266858,0.0,5.468652,2018-02-07
0.80583286,0.49873558,0.0,3.4457822,0.40775436,2.2358136,0.0,5.4630933,2018-02-08
0.82121164,0.49131176,0.0,3.4195461,0.3984238,2.2385848,0.0,5.4515934,2018-02-09
0.84083945,0.47731832,0.0,3.3876553,0.39332658,2.2411795,0.0,5.427076,2018-02-12
0.8536312,0.46742925,0.0,3.3591766,0.39436412,2.2386913,0.0,5.3978086,2018-02-13
0.85974187,0.46132317,0.0,3.334179,0.3998676,2.231837,0.0,5.366091,2018-02-14
0.85657233,0.4620838,0.0,3.313921,0.41073984,2.217649,0.0,5.3302746,2018-02-19
0.847011,0.46699223,0.0,3.2984262,0.42016023,2.2011526,0.0,5.297127,2018-02-20
0.835,0.4713528,0.0,3.2831988,0.43011022,2.1831625,0.0,5.2605042,2018-02-21
0.8243583,0.47288385,0.0,3.2671213,0.438753,2.1667979,0.0,5.223153,2018-02-22
0.8133604,0.47295043,0.0,3.2517102,0.44837457,2.1501796,0.0,5.1847963,2018-02-23
0.79667264,0.47855172,0.0,3.2442071,0.4590656,2.1324708,0.0,5.154262,2018-02-26
0.77905333,0.48266765,0.0,3.238404,0.46954796,2.11537,0.0,5.124885,2018-02-27
0.7612759,0.48737207,0.0,3.2350574,0.4813292,2.0979037,0.0,5.0965114,2018-02-28
0.7385275,0.4995778,0.0,3.2380757,0.4995194,2.0744336,0.0,5.067481,2018-03-02
0.7208804,0.50630903,0.0,3.2407315,0.5187507,2.0517323,0.0,5.0319195,2018-03-05
0.70265895,0.5152927,0.0,3.246719,0.5417659,2.0270374,0.0,4.994277,2018-03-06
0.6849318,0.52487195,0.0,3.2563992,0.5659143,2.0027947,0.0,4.9568977,2018-03-07
0.67182106,0.5324952,0.0,3.2659333,0.59129655,1.9825898,0.0,4.9206333,2018-03-08
0.66339177,0.53396714,0.0,3.2734056,0.6136003,1.9665649,0.0,4.8834834,2018-03-09
0.655168,0.53600746,0.0,3.2779133,0.6322699,1.9525206,0.0,4.853002,2018-03-12
0.6471533,0.53864396,0.0,3.2860007,0.64527375,1.9434754,0.0,4.834542,2018-03-13
0.6391397,0.540695,0.0,3.2966027,0.65617275,1.9370165,0.0,4.8222394,2018-03-14
0.6318366,0.54274493,0.0,3.3075347,0.6653207,1.9317144,0.0,4.8129067,2018-03-15
0.6246235,0.54427356,0.0,3.3187332,0.67377704,1.9271913,0.0,4.807088,2018-03-16
0.6177923,0.54644006,0.0,3.3306017,0.68137485,1.9237977,0.0,4.8054113,2018-03-19
0.6123187,0.54927844,0.0,3.3415444,0.68894684,1.9216686,0.0,4.8060865,2018-03-20
0.6074218,0.5514036,0.0,3.3528094,0.69629914,1.9198278,0.0,4.8067045,2018-03-21
0.604564,0.55341184,0.0,3.3651423,0.70499915,1.9194688,0.0,4.8100095,2018-03-22
0.60265845,0.55621934,0.0,3.377577,0.7125377,1.9207671,0.0,4.817127,2018-03-23
0.60348743,0.55743736,0.0,3.385751,0.71977276,1.9211723,0.0,4.817518,2018-03-26
0.60530335,0.5576774,0.0,3.3903122,0.7249522,1.9199018,0.0,4.812178,2018-03-27
0.6066122,0.55738527,0.0,3.3925648,0.729222,1.9181365,0.0,4.805401,2018-03-28
0.6087131,0.5567475,0.0,3.3927784,0.73232853,1.9159795,0.0,4.7965584,2018-03-29
0.6096303,0.55614364,0.0,3.3909435,0.7339327,1.9137589,0.0,4.7879725,2018-03-30
0.61003345,0.5563833,0.0,3.3894916,0.7341463,1.9128116,0.0,4.7834425,2018-04-02
0.6073993,0.5542441,0.0,3.3849633,0.7322625,1.9097763,0.0,4.7752333,2018-04-03
0.60212153,0.5506889,0.0,3.3761206,0.7274256,1.9052109,0.0,4.7628965,2018-04-04
0.5966571,0.54408467,0.0,3.3645391,0.72196907,1.9014013,0.0,4.744327,2018-04-05
0.5900541,0.5354816,0.0,3.351284,0.7152296,1.8979801,0.0,4.720791,2018-04-06
0.58332014,0.526068,0.0,3.3350596,0.7091625,1.893212,0.0,4.693514,2018-04-09
