Date,category_scores,weighted_avg_scores
2024-04-26,"{'성장_긍정': 0.23105816173024332, '성장_부정': 0.27332711414973754, '민감_긍정': 0.2578988252052859, '민감_부정': 0.25985646231038056, '방어_긍정': 0.26753906262315186, '방어_부정': 0.25783643725395117, '금융_긍정': 0.28631164191901126, '금융_부정': 0.26572202813562956}","{'성장_긍정': 0.2406091105740304, '성장_부정': 0.2910116539011382, '민감_긍정': 0.25579788391667546, '민감_부정': 0.27096810946634514, '방어_긍정': 0.26622014746117795, '방어_부정': 0.27219091098647313, '금융_긍정': 0.29162244048824654, '금융_부정': 0.2849141226282374}"
2024-04-27,"{'성장_긍정': 0.24323104428321496, '성장_부정': 0.2754448546444656, '민감_긍정': 0.22346009119166832, '민감_부정': 0.24024447589887826, '방어_긍정': 0.24447663690163987, '방어_부정': 0.2560577574318334, '금융_긍정': 0.2574861741870701, '금융_부정': 0.2568784869240761}","{'성장_긍정': 0.239927986815301, '성장_부정': 0.2884296829306299, '민감_긍정': 0.25597506213083454, '민감_부정': 0.26876067803743453, '방어_긍정': 0.26640993979251715, '방어_부정': 0.269897832807226, '금융_긍정': 0.2907308193777831, '금융_부정': 0.28166369137504316}"
2024-04-28,"{'성장_긍정': 0.27695655917542994, '성장_부정': 0.2966967714625822, '민감_긍정': 0.281016570803325, '민감_부정': 0.2638203267132014, '방어_긍정': 0.29384333813360125, '방어_부정': 0.26416206478448545, '금융_긍정': 0.33217674960014854, '금융_부정': 0.28319781398636745}","{'성장_긍정': 0.24092276153863088, '성장_부정': 0.28625600732367346, '민감_긍정': 0.25167446163769697, '민감_부정': 0.26406637870464017, '방어_긍정': 0.26355905899982796, '방어_부정': 0.2674618704976762, '금융_긍정': 0.28626206921856706, '금융_부정': 0.27749558202058044}"
2024-04-29,"{'성장_긍정': 0.23488264270311532, '성장_부정': 0.2668650051523972, '민감_긍정': 0.25831943864358453, '민감_부정': 0.2540335732073315, '방어_긍정': 0.26786486984384106, '방어_부정': 0.2454031387036022, '금융_긍정': 0.2885203285035721, '금융_부정': 0.2648676826589737}","{'성장_긍정': 0.24630005857178142, '성장_부정': 0.2870858392555283, '민감_긍정': 0.2554164205324983, '민감_부정': 0.26304009051948873, '방어_긍정': 0.26757053896500665, '방어_부정': 0.2663901955794652, '금융_긍정': 0.29188629718794035, '금융_부정': 0.2771252913606241}"
2024-04-30,"{'성장_긍정': 0.2103345265146802, '성장_부정': 0.2790681610230623, '민감_긍정': 0.2545403029715594, '민감_부정': 0.28123544729450933, '방어_긍정': 0.2555116539779577, '방어_부정': 0.2780737776731773, '금융_긍정': 0.2674746726914611, '금융_부정': 0.2859611141339144}","{'성장_긍정': 0.24557298129703167, '성장_부정': 0.2841573465113479, '민감_긍정': 0.25590324621867294, '민감_부정': 0.2610990254460935, '방어_긍정': 0.2679238903452176, '방어_부정': 0.26310176448694805, '금융_긍정': 0.2915732676059408, '금융_부정': 0.2747520341234127}"
2024-05-01,"{'성장_긍정': 0.23178511383446973, '성장_부정': 0.2872132955448344, '민감_긍정': 0.2479792378831369, '민감_부정': 0.27814456946556737, '방어_긍정': 0.2729204222945925, '방어_부정': 0.2884205705224668, '금융_긍정': 0.2833004763172499, '금융_부정': 0.2793930601436233}","{'성장_긍정': 0.24140979900862286, '성장_부정': 0.28303834355795504, '민감_긍정': 0.25582441611646534, '민감_부정': 0.26307696451865514, '방어_긍정': 0.266447972581604, '방어_부정': 0.26440401536423136, '금융_긍정': 0.2883808704866543, '금융_부정': 0.27546741725041146}"
2024-05-02,"{'성장_긍정': 0.24864975090302682, '성장_부정': 0.2901535563308467, '민감_긍정': 0.25817551834019836, '민감_부정': 0.25648718285194877, '방어_긍정': 0.2668679890924636, '방어_부정': 0.26760130073421734, '금융_긍정': 0.3137540297451012, '금융_부정': 0.2769369826494835}","{'성장_긍정': 0.2399955247726941, '성장_부정': 0.2831965031394211, '민감_긍정': 0.2547038369045231, '민감_부정': 0.26474352846497445, '방어_긍정': 0.2671835713532287, '방어_부정': 0.26720708085143297, '금융_긍정': 0.2873602077947333, '금융_부정': 0.2754335153852464}"
2024-05-03,"{'성장_긍정': 0.23861542065170582, '성장_부정': 0.2382338226529832, '민감_긍정': 0.25523545336565084, '민감_부정': 0.2287394422680669, '방어_긍정': 0.267892589986763, '방어_부정': 0.23034397910374144, '금융_긍정': 0.2953584208678267, '금융_부정': 0.23660555928888993}","{'성장_긍정': 0.24080819110658225, '성장_부정': 0.28362759523383907, '민감_긍정': 0.2551036826677173, '민감_부정': 0.26344049431109867, '방어_긍정': 0.2671258561681029, '방어_부정': 0.2670270479679296, '금융_긍정': 0.2905529273746213, '금융_부정': 0.27512911714470567}"
2024-05-04,"{'성장_긍정': 0.24193543331379525, '성장_부정': 0.25331935849424936, '민감_긍정': 0.2116933614354307, '민감_부정': 0.20499737377684338, '방어_긍정': 0.22339711710599855, '방어_부정': 0.21606654411205836, '금융_긍정': 0.23370544091249082, '금융_부정': 0.21124125151184708}","{'성장_긍정': 0.24034660944533595, '성장_부정': 0.2770697214932576, '민감_긍정': 0.2551686252276927, '민감_부정': 0.2584816203966217, '방어_긍정': 0.26737083278101065, '방어_부정': 0.26184299152138507, '금융_긍정': 0.29122332567902026, '금융_부정': 0.26945713879454053}"
2024-05-05,"{'성장_긍정': 0.24555745715208938, '성장_부정': 0.2886147670302304, '민감_긍정': 0.2641689333853067, '민감_부정': 0.2558551050226046, '방어_긍정': 0.26919206104419424, '방어_부정': 0.25547427254417115, '금융_긍정': 0.3074686090602329, '금융_부정': 0.2832319533843585}","{'성장_긍정': 0.2399896469569983, '성장_부정': 0.27303047137611136, '민감_긍정': 0.24904747246452927, '민감_부정': 0.2507738523647387, '방어_긍정': 0.26124314784061486, '방어_부정': 0.25513806124058963, '금융_긍정': 0.2833957535241863, '금융_부정': 0.26101647360623126}"
2024-05-06,"{'성장_긍정': 0.18857284330050678, '성장_부정': 0.27947286137528987, '민감_긍정': 0.2319060963632483, '민감_부정': 0.2644194014148105, '방어_긍정': 0.22737133085948477, '방어_부정': 0.2773913003582377, '금융_긍정': 0.2903784162880399, '금융_부정': 0.2937240384032394}","{'성장_긍정': 0.2402642574455856, '성장_부정': 0.2741942151064302, '민감_긍정': 0.25045095055557787, '민감_부정': 0.2505953759332287, '방어_긍정': 0.26179857479100926, '방어_부정': 0.25446776640934815, '금융_긍정': 0.28606409208323896, '금융_부정': 0.2629871861677461}"
2024-05-07,"{'성장_긍정': 0.2612566279805139, '성장_부정': 0.2639612388522213, '민감_긍정': 0.2741070208828187, '민감_부정': 0.24463292243728826, '방어_긍정': 0.2828034084842959, '방어_부정': 0.24581051719755473, '금융_긍정': 0.28911169385632934, '금융_부정': 0.2429581258923353}","{'성장_긍정': 0.23310006101445643, '성장_부정': 0.27443844841197657, '민감_긍정': 0.2476448397650939, '민감_부정': 0.25203476931917845, '방어_긍정': 0.2569421648309989, '방어_부정': 0.2570992951092665, '금융_긍정': 0.2864393694954245, '금융_부정': 0.266634665215349}"
2024-05-08,"{'성장_긍정': 0.21932858200336652, '성장_부정': 0.28446196987346517, '민감_긍정': 0.24907378714411946, '민감_부정': 0.2733006330558909, '방어_긍정': 0.24300465447990713, '방어_부정': 0.265537549618992, '금융_긍정': 0.274889320766187, '금융_부정': 0.29126754948529426}","{'성장_긍정': 0.23644334042744586, '성장_부정': 0.2728482470294405, '민감_긍정': 0.2509132874696602, '민감_부정': 0.25082908793621594, '방어_긍정': 0.2599175655920976, '방어_부정': 0.25539069783872725, '금융_긍정': 0.28686004955594874, '금융_부정': 0.2634449456336885}"
2024-05-09,"{'성장_긍정': 0.23855833508147145, '성장_부정': 0.2738306912849205, '민감_긍정': 0.24387163243459078, '민감_부정': 0.2377878705152096, '방어_긍정': 0.26424384541150797, '방어_부정': 0.2542301763813459, '금융_긍정': 0.3321713557135102, '금융_부정': 0.29081949091479653}","{'성장_긍정': 0.23409393242838109, '성장_부정': 0.27428740699299775, '민감_긍정': 0.2507748274921222, '민감_부정': 0.25364086472593683, '방어_긍정': 0.2575869085962362, '방어_부정': 0.25667875308384214, '금융_긍정': 0.2854831584074863, '금융_부정': 0.2670836334211279}"
2024-05-10,"{'성장_긍정': 0.24902571531686987, '성장_부정': 0.23303281252381594, '민감_긍정': 0.26932301982640333, '민감_부정': 0.21434038213481102, '방어_긍정': 0.2632074385988647, '방어_부정': 0.22005066608531795, '금융_긍정': 0.30424701342201493, '금융_부정': 0.2317698235998971}","{'성장_긍정': 0.23441179025096795, '성장_부정': 0.2740640641600899, '민감_긍정': 0.24981122529862357, '민감_부정': 0.2512189092801783, '방어_긍정': 0.2580140364482192, '방어_부정': 0.2561189209324083, '금융_긍정': 0.29155919489367355, '금융_부정': 0.2701334686254994}"
2024-05-11,"{'성장_긍정': 0.25980031058244996, '성장_부정': 0.27890140588820267, '민감_긍정': 0.2767003794223086, '민감_부정': 0.2552398676935745, '방어_긍정': 0.28775387066990643, '방어_부정': 0.25901375628671847, '금융_긍정': 0.3019509033929236, '금융_부정': 0.26627301938229037}","{'성장_긍정': 0.23608452849676365, '성장_부정': 0.2684621204216341, '민감_긍정': 0.2522786158464304, '민감_부정': 0.2460494860768909, '방어_긍정': 0.2583757046400735, '방어_부정': 0.25115034892073795, '금융_긍정': 0.29353396496491146, '금융_부정': 0.2651998723672683}"
2024-05-12,"{'성장_긍정': 0.28452590371340203, '성장_부정': 0.3133209542666026, '민감_긍정': 0.2951742339160257, '민감_부정': 0.301660829154641, '방어_긍정': 0.3040895044094404, '방어_부정': 0.29091003208161903, '금융_긍정': 0.3192680811608283, '금융_부정': 0.2965456175465423}","{'성장_긍정': 0.23902275988666882, '성장_부정': 0.2693597443853433, '민감_긍정': 0.25562085248682354, '민감_부정': 0.24676681409263454, '방어_긍정': 0.2620514840035361, '방어_부정': 0.25173672008990805, '금융_긍정': 0.2950317739703371, '금융_부정': 0.26519005654226796}"
2024-05-13,"{'성장_긍정': 0.22950672529715488, '성장_부정': 0.2742446868406909, '민감_긍정': 0.23904317564170285, '민감_부정': 0.2613077674799344, '방어_긍정': 0.2684891104892469, '방어_부정': 0.2672355871856149, '금융_긍정': 0.28867641321683757, '금융_부정': 0.2774373341947091}","{'성장_긍정': 0.24509993449118442, '성장_부정': 0.27481372193051795, '민감_긍정': 0.26091921936227763, '민감_부정': 0.2535307903813328, '방어_긍정': 0.26749318373447695, '방어_부정': 0.25654777566168496, '금융_긍정': 0.2984150663999991, '금융_부정': 0.26912711540147066}"
2024-05-14,"{'성장_긍정': 0.250341596302552, '성장_부정': 0.26644767155358917, '민감_긍정': 0.239380320249662, '민감_부정': 0.23986276935680118, '방어_긍정': 0.2603082306611394, '방어_부정': 0.2462716600900756, '금융_긍정': 0.27145228702784496, '금융_부정': 0.24239281095434898}","{'성장_긍정': 0.24376912964460068, '성장_부정': 0.27489920493505654, '민감_긍정': 0.25859861024770103, '민감_부정': 0.2545539727091993, '방어_긍정': 0.26809058174009825, '방어_부정': 0.2579474960349744, '금융_긍정': 0.2978424094698844, '금융_부정': 0.27038928120842726}"
2024-05-15,"{'성장_긍정': 0.18461757059929002, '성장_부정': 0.2534865708319489, '민감_긍정': 0.24931669472127116, '민감_부정': 0.25942202381252555, '방어_긍정': 0.2482771765537956, '방어_부정': 0.2521510287589512, '금융_긍정': 0.27916140085619134, '금융_부정': 0.2638510334115435}","{'성장_긍정': 0.2452675068121266, '성장_부정': 0.2738748032185693, '민감_긍정': 0.25650653720467975, '민감_부정': 0.2526485439132899, '방어_긍정': 0.26759125061963474, '방어_부정': 0.2563440980480775, '금융_긍정': 0.29497171586015863, '금융_부정': 0.2668591329496621}"
2024-05-16,"{'성장_긍정': 0.29470026392635823, '성장_부정': 0.29275424012589824, '민감_긍정': 0.28855942740938895, '민감_부정': 0.2551402312575184, '방어_긍정': 0.2772307673788903, '방어_부정': 0.25815084878744726, '금융_긍정': 0.32460434007763767, '금융_부정': 0.2734495999234701}","{'성장_긍정': 0.23762166084028555, '성장_부정': 0.2712424498770011, '민감_긍정': 0.255883694879034, '민감_부정': 0.2537450412156458, '방어_긍정': 0.2654420972688284, '방어_부정': 0.2558274931940126, '금융_긍정': 0.29309102205291354, '금융_부정': 0.2666050172392807}"
2024-05-17,"{'성장_긍정': 0.2638689346880401, '성장_부정': 0.27969999925820754, '민감_긍정': 0.2555797183573736, '민감_부정': 0.23322621191115708, '방어_긍정': 0.25683872030056104, '방어_부정': 0.24637199731011694, '금융_긍정': 0.2847708508898015, '금융_부정': 0.2501012848415355}","{'성장_긍정': 0.24510272200953145, '성장_부정': 0.2741669926766536, '민감_긍정': 0.26048047922763123, '민감_부정': 0.2544489428026011, '방어_긍정': 0.2673881202731851, '방어_부정': 0.25645628855101876, '금융_긍정': 0.2973088065748237, '금융_부정': 0.2677787296993665}"
2024-05-18,"{'성장_긍정': 0.2923784891452099, '성장_부정': 0.281522254508859, '민감_긍정': 0.27009819952960323, '민감_부정': 0.2456670932576437, '방어_긍정': 0.2932656437254655, '방어_부정': 0.25138566509699234, '금융_긍정': 0.30353617763657076, '금융_부정': 0.24718968905662467}","{'성장_긍정': 0.24803436296582704, '성장_부정': 0.27532620161018506, '민감_긍정': 0.260390598473396, '민감_부정': 0.252243803253798, '방어_긍정': 0.2665165105405605, '방어_부정': 0.2556045746819691, '금융_긍정': 0.2961121229161411, '금융_부정': 0.26587254665068016}"
2024-05-19,"{'성장_긍정': 0.26785942831773296, '성장_부정': 0.2841301036671539, '민감_긍정': 0.27820448731479697, '민감_부정': 0.2626500642498413, '방어_긍정': 0.28260397457480063, '방어_부정': 0.2709948513866352, '금융_긍정': 0.33369296922352476, '금융_부정': 0.2814374998393822}","{'성장_긍정': 0.25452676819225634, '성장_부정': 0.2763334619428012, '민감_긍정': 0.2622332364945845, '민감_부정': 0.2516547167450685, '방어_긍정': 0.27060709888064893, '방어_부정': 0.2552687020587279, '금융_긍정': 0.29751831682348506, '금융_부정': 0.2634496201111234}"
2024-05-20,"{'성장_긍정': 0.284753530722648, '성장_부정': 0.26485447943086055, '민감_긍정': 0.2726235213320287, '민감_부정': 0.2291759227608677, '방어_긍정': 0.27361384893450247, '방어_부정': 0.22764843634430076, '금융_긍정': 0.2886213578584105, '금융_부정': 0.22899525027760476}","{'성장_긍정': 0.25726955525281814, '성장_부정': 0.27741983648686036, '민감_긍정': 0.26460047633385436, '민감_부정': 0.2529426957069101, '방어_긍정': 0.272610716794749, '방어_부정': 0.2572110150266302, '금융_긍정': 0.3022803616402889, '금융_부정': 0.26525070227074593}"
2024-05-21,"{'성장_긍정': 0.27781471199640995, '성장_부정': 0.27789898920076256, '민감_긍정': 0.2553701874486962, '민감_부정': 0.232309419975263, '방어_긍정': 0.27431963987784636, '방어_부정': 0.2577060099726656, '금융_긍정': 0.3081526826347097, '금융_부정': 0.25971319310527335}","{'성장_긍정': 0.2620524895753148, '성장_부정': 0.2759788388790621, '민감_긍정': 0.2660899154332362, '민감_부정': 0.24970274190615296, '방어_긍정': 0.2732879187803274, '방어_부정': 0.253225990952293, '금융_긍정': 0.3007831024639984, '금융_부정': 0.2600765745225598}"
2024-05-22,"{'성장_긍정': 0.26402064733591624, '성장_부정': 0.2792077538583609, '민감_긍정': 0.2874500872155978, '민감_부정': 0.26878268431932734, '방어_긍정': 0.2983223462359601, '방어_부정': 0.26835625527304113, '금융_긍정': 0.3112436740916406, '금융_부정': 0.2712925568408936}","{'성장_긍정': 0.2649942415207689, '성장_부정': 0.2764163319257691, '민감_긍정': 0.2648911250151376, '민감_부정': 0.2472162399116385, '방어_긍정': 0.2736188212909705, '방어_부정': 0.2537223849237752, '금융_긍정': 0.3019067538143539, '금융_부정': 0.25961463713354505}"
2024-05-23,"{'성장_긍정': 0.2455300421090531, '성장_부정': 0.27595626706382487, '민감_긍정': 0.25531617027156384, '민감_부정': 0.24133229770029552, '방어_긍정': 0.2392111433487733, '방어_부정': 0.24931442627825653, '금융_긍정': 0.2727174980657403, '금융_부정': 0.24288912748318756}","{'성장_긍정': 0.26593908880657724, '성장_부정': 0.27689558644731266, '민감_긍정': 0.26814810059866523, '민감_부정': 0.2497102065197804, '방어_긍정': 0.27723088244561395, '방어_부정': 0.25552552119459215, '금융_긍정': 0.30326119460869655, '금융_부정': 0.26053704284058504}"
2024-05-24,"{'성장_긍정': 0.26035663523153674, '성장_부정': 0.286966200204092, '민감_긍정': 0.2502165462472979, '민감_부정': 0.24688192761046426, '방어_긍정': 0.2544714613198957, '방어_부정': 0.2526531359160398, '금융_긍정': 0.2905369569601098, '금융_부정': 0.27579910596889057}","{'성장_긍정': 0.26399288334468424, '성장_부정': 0.27699134954877624, '민감_긍정': 0.266755065350879, '민감_부정': 0.24858714966192347, '방어_긍정': 0.2724346147223844, '방어_부정': 0.25476290211701835, '금융_긍정': 0.29913257999648624, '금융_부정': 0.2578625626584489}"
2024-05-25,"{'성장_긍정': 0.31391086461833717, '성장_부정': 0.2956965945209697, '민감_긍정': 0.27132271263503166, '민감_부정': 0.25439130095036644, '방어_긍정': 0.29137435149615787, '방어_부정': 0.25678367028629134, '금융_긍정': 0.31982743884378756, '금융_부정': 0.2715634784322848}","{'성장_긍정': 0.2639571597560026, '성장_부정': 0.27853486015676204, '민감_긍정': 0.2645730846347432, '민감_부정': 0.24817028700937394, '방어_긍정': 0.2699114627482829, '방어_부정': 0.2544922609921308, '금융_긍정': 0.29794612045255153, '금융_부정': 0.26003255925946955}"
2024-05-26,"{'성장_긍정': 0.27293866515084203, '성장_부정': 0.2911742565306898, '민감_긍정': 0.28611791609875764, '민감_부정': 0.26696031322451796, '방어_긍정': 0.2887224215848096, '방어_부정': 0.26349023935507915, '금융_긍정': 0.33065976137673664, '금융_부정': 0.2797551234792493}","{'성장_긍정': 0.27095408656256414, '성장_부정': 0.28072877202909086, '민감_긍정': 0.2653872258520111, '민감_부정': 0.24844475465475752, '방어_긍정': 0.27239189591462565, '방어_부정': 0.2544618580706032, '금융_긍정': 0.30079563045941116, '금융_부정': 0.26121847902352374}"
2024-05-27,"{'성장_긍정': 0.25768305144228787, '성장_부정': 0.2731246052576173, '민감_긍정': 0.24583320278226636, '민감_부정': 0.24668738089027853, '방어_긍정': 0.2668887252203489, '방어_부정': 0.26613295026245576, '금융_긍정': 0.2985825513250123, '금융_부정': 0.2819900163903347}","{'성장_긍정': 0.2719727148302608, '성장_부정': 0.2821597513252607, '민감_긍정': 0.26822527673860697, '민감_부정': 0.25040317219139185, '방어_긍정': 0.27448425765634815, '방어_부정': 0.2553469032725371, '금융_긍정': 0.30491919741875095, '금융_부정': 0.2634462328028876}"
2024-05-28,"{'성장_긍정': 0.2614854497990469, '성장_부정': 0.2664537559825576, '민감_긍정': 0.2504493091303209, '민감_부정': 0.22590642188588977, '방어_긍정': 0.25346057044878134, '방어_부정': 0.24798925288386722, '금융_긍정': 0.29374742397335496, '금융_부정': 0.2580872852455319}","{'성장_긍정': 0.271067615923127, '성장_부정': 0.2813950313825058, '민감_긍정': 0.2657782831622161, '민감_부정': 0.2499890131875573, '방어_긍정': 0.2738118130525676, '방어_부정': 0.2568454508118978, '금융_긍정': 0.3046573108453283, '금융_부정': 0.26613188177103697}"
2024-05-29,"{'성장_긍정': 0.2221833842210351, '성장_부정': 0.26538147677312035, '민감_긍정': 0.2527898583936987, '민감_부정': 0.25218891747396616, '방어_긍정': 0.24301731210816963, '방어_부정': 0.23562378803686507, '금융_긍정': 0.28061467049975497, '금융_부정': 0.26866410394637696}","{'성장_긍정': 0.27040115750027405, '성장_부정': 0.2797515323133913, '민감_긍정': 0.26388210350708424, '민감_부정': 0.24694330142684864, '방어_긍정': 0.27136418957704367, '방어_부정': 0.2559353400048101, '금융_긍정': 0.3036563964525593, '금융_부정': 0.2655871410418258}"
2024-05-30,"{'성장_긍정': 0.2063692093430065, '성장_부정': 0.2710009107820182, '민감_긍정': 0.221761906392793, '민감_부정': 0.24359728704966643, '방어_긍정': 0.23232699019492084, '방어_부정': 0.2388203386354897, '금융_긍정': 0.2541891843528355, '금융_부정': 0.2570311281953565}","{'성장_긍정': 0.2643882917289577, '성장_부정': 0.2779650047360758, '민감_긍정': 0.26219257814534885, '민감_부정': 0.24753484000617787, '방어_긍정': 0.2675893474676512, '방어_부정': 0.25336014252484795, '금융_긍정': 0.300692113625734, '금융_부정': 0.266303171622335}"
2024-05-31,"{'성장_긍정': 0.2224085601710522, '성장_부정': 0.28016106328902207, '민감_긍정': 0.2681090220401804, '민감_부정': 0.26703584831107535, '방어_긍정': 0.2680749712203964, '방어_부정': 0.24913758719470178, '금융_긍정': 0.2997940821492148, '금융_부정': 0.265607565580554}","{'성장_긍정': 0.25590909965369707, '성장_부정': 0.2768144502081262, '민감_긍정': 0.25633291476756487, '민감_부정': 0.24704971458930106, '방어_긍정': 0.26243922305026, '방어_부정': 0.25136855408396036, '금융_긍정': 0.294190591982714, '금융_부정': 0.2654223000023765}"
2024-06-01,"{'성장_긍정': 0.2799839907894392, '성장_부정': 0.30873011254009985, '민감_긍정': 0.2584270979067087, '민감_부정': 0.26723195118607573, '방어_긍정': 0.2825463631696207, '방어_부정': 0.28009793971296804, '금융_긍정': 0.3002076141075077, '금융_부정': 0.2924189212510993}","{'성장_긍정': 0.2504097358277316, '성장_부정': 0.27709242391295674, '민감_긍정': 0.2572890336762572, '민감_부정': 0.24979966347592494, '방어_긍정': 0.262483151123732, '방어_부정': 0.25093669888098635, '금융_긍정': 0.29444034390992374, '금융_부정': 0.2658413197645215}"
2024-06-02,"{'성장_긍정': 0.24190625469920718, '성장_부정': 0.31105984161947603, '민감_긍정': 0.260460430273654, '민감_부정': 0.2847374187445061, '방어_긍정': 0.26356018063836123, '방어_부정': 0.2838159199629574, '금융_긍정': 0.30966932360732324, '금융_부정': 0.317235621227032}","{'성장_긍정': 0.2529819567939034, '성장_부정': 0.28117521309859, '민감_긍정': 0.25683490266541237, '민감_부정': 0.2522537628754068, '방어_긍정': 0.26434958621024496, '방어_부정': 0.2546065517291661, '금융_긍정': 0.2946021550386257, '금융_부정': 0.2696875080852248}"
2024-06-03,"{'성장_긍정': 0.22541715011949492, '성장_부정': 0.27026209056443895, '민감_긍정': 0.25167498414711736, '민감_부정': 0.2539119709950639, '방어_긍정': 0.24537215777289031, '방어_부정': 0.24205870155108378, '금융_긍정': 0.27027984549669737, '금융_부정': 0.25401880078706024}","{'성장_긍정': 0.2505951891228611, '성장_부정': 0.2853095103706996, '민감_긍정': 0.25676303598561634, '민감_부정': 0.25683654501669434, '방어_긍정': 0.2637866186788361, '방어_부정': 0.2584986850429065, '금융_긍정': 0.29605722803900836, '금융_부정': 0.2764118351437241}"
2024-06-04,"{'성장_긍정': 0.21885703991980626, '성장_부정': 0.27652497116412916, '민감_긍정': 0.24832640162711925, '민감_부정': 0.2608529250622418, '방어_긍정': 0.24552356051837557, '방어_부정': 0.2527683547466958, '금융_긍정': 0.28431236413401284, '금융_부정': 0.2825051983553911}","{'성장_긍정': 0.24625704725660502, '성장_부정': 0.2837476338073537, '민감_긍정': 0.25568876750838826, '민감_부정': 0.2570989117009642, '방어_긍정': 0.2609799508980925, '방어_부정': 0.2567010838200512, '금융_긍정': 0.2924891672495572, '금융_부정': 0.27436631832082103}"
2024-06-05,"{'성장_긍정': 0.258273234091247, '성장_부정': 0.28691498947665933, '민감_긍정': 0.2559159762541367, '민감_부정': 0.2619507939336335, '방어_긍정': 0.24747620862222805, '방어_부정': 0.2578863919521848, '금융_긍정': 0.2841575476907598, '금융_부정': 0.26563019562301055}","{'성장_긍정': 0.24160933241708712, '성장_부정': 0.28296930693221806, '민감_긍정': 0.25436753123977857, '민감_부정': 0.2580511575157702, '방어_긍정': 0.2584624386373337, '방어_부정': 0.2561941957355939, '금융_긍정': 0.29096679001519293, '금융_부정': 0.27588066831170055}"
2024-06-06,"{'성장_긍정': 0.25792001466650566, '성장_부정': 0.27808613192399695, '민감_긍정': 0.2699288053573466, '민감_부정': 0.25876156555621854, '방어_긍정': 0.26779463290954164, '방어_부정': 0.24436152102912545, '금융_긍정': 0.30891253953551623, '금융_부정': 0.2711241931931518}","{'성장_긍정': 0.24277861177258614, '성장_부정': 0.2835894017181496, '민감_긍정': 0.2541253219292624, '민감_부정': 0.25887794294117145, '방어_긍정': 0.25647952783194067, '방어_부정': 0.25641673789973474, '금융_긍정': 0.2896508212407825, '금융_부정': 0.2749279512215949}"
2024-06-07,"{'성장_긍정': 0.2301201185558067, '성장_부정': 0.2853429262592577, '민감_긍정': 0.24508443028068191, '민감_부정': 0.2794682699172219, '방어_긍정': 0.2372701004803437, '방어_부정': 0.2594780114482762, '금융_긍정': 0.26776858796890823, '금융_부정': 0.26958547083294493}","{'성장_긍정': 0.24395553247378315, '성장_부정': 0.2829589132530757, '민감_긍정': 0.2560518146988072, '민감_부정': 0.2593445635389716, '방어_긍정': 0.2576899891945107, '방어_부정': 0.25493567692480923, '금융_긍정': 0.29189348115425284, '금융_부정': 0.2747616943905355}"
2024-06-08,"{'성장_긍정': 0.2661259750517019, '성장_부정': 0.29283749792536473, '민감_긍정': 0.2634415937179222, '민감_부정': 0.25696477220548114, '방어_긍정': 0.28015064057599803, '방어_부정': 0.2706820003292734, '금융_긍정': 0.3041624404572698, '금융_부정': 0.2738844213144233}","{'성장_긍정': 0.2413078006215779, '성장_부정': 0.2832757129387969, '민감_긍정': 0.2545265561715988, '민감_부정': 0.26240608502437296, '방어_긍정': 0.25455828918975176, '방어_부정': 0.25551731853195264, '금융_긍정': 0.28830556617817754, '금융_부정': 0.27412136919040125}"
2024-06-09,"{'성장_긍정': 0.28038515992216545, '성장_부정': 0.2957238534406337, '민감_긍정': 0.28763387098236853, '민감_부정': 0.266854194229207, '방어_긍정': 0.28654450355606387, '방어_부정': 0.2607541658666446, '금융_긍정': 0.3332469369637683, '금융_부정': 0.28295243360518074}","{'성장_긍정': 0.24374881646097515, '성장_부정': 0.2846072485985212, '민감_긍정': 0.25549779673094264, '민감_부정': 0.26215679403100167, '방어_긍정': 0.25730781701526634, '방어_부정': 0.25752782650863637, '금융_긍정': 0.28978700647665706, '금융_부정': 0.2741134148652827}"
2024-06-10,"{'성장_긍정': 0.23595990051939256, '성장_부정': 0.2735383689098398, '민감_긍정': 0.22904654564025081, '민감_부정': 0.23368203009906072, '방어_긍정': 0.2349029289307266, '방어_부정': 0.24367610441649606, '금융_긍정': 0.27626143278661636, '금융_부정': 0.26401756649084357}","{'성장_긍정': 0.24854615113611644, '성장_부정': 0.2863508611516681, '민감_긍정': 0.2597697325342803, '민감_부정': 0.2632015833907451, '방어_긍정': 0.2610167523897436, '방어_부정': 0.2580822581756078, '금융_긍정': 0.2952955701034938, '금융_부정': 0.2752924246276733}"
2024-06-11,"{'성장_긍정': 0.21088294341391192, '성장_부정': 0.26376576943155083, '민감_긍정': 0.2251649963207957, '민감_부정': 0.23645621518002943, '방어_긍정': 0.21074478051163564, '방어_부정': 0.2379741542442474, '금융_긍정': 0.25707701577407166, '금융_부정': 0.24878338672411363}","{'성장_긍정': 0.2473491988930659, '성장_부정': 0.2850930796063287, '민감_긍정': 0.2562155872931108, '민감_부정': 0.25982442819023394, '방어_긍정': 0.2578608865573067, '방어_부정': 0.2563856728253064, '금융_긍정': 0.29318142673921466, '금융_부정': 0.2739163348688577}"
