link,성장_긍정,성장_부정,민감_긍정,민감_부정,방어_긍정,방어_부정,금융_긍정,금융_부정
https://n.news.naver.com/mnews/article/057/0001632518,0.3122660594887667,0.2546767184155402,0.3775423481524871,0.26552309151528647,0.3632121362688451,0.22415928596666396,0.3220658100877561,0.1786258459126474
https://n.news.naver.com/mnews/article/243/0000020796,0.25094448490953425,0.29405750130469277,0.22825049591460425,0.25785975153112517,0.22002405655534285,0.26095094487258075,0.29098302925452363,0.2965285825391116
https://n.news.naver.com/mnews/article/243/0000020793,0.19415907747000208,0.29925505272151454,0.16707051366602554,0.2966126439844936,0.1952263531274061,0.2951673011300401,0.25536256548394154,0.341516609818813
https://n.news.naver.com/mnews/article/003/0010921782,0.12537640387220947,0.32060703116700795,0.2082066880516935,0.30186981930170936,0.27288200578335925,0.3514643136089926,0.32062021509019284,0.40649027762199974
https://n.news.naver.com/mnews/article/277/0005024222,0.3072799300813477,0.34193388669154723,0.3893668031984908,0.3082854987510698,0.38504364224408716,0.35918644929475957,0.3996038043846832,0.330214250785796
https://n.news.naver.com/mnews/article/277/0005024209,0.19701297425585107,0.3551457083902831,0.3995370576825369,0.4325078772784788,0.2985529593927961,0.40079112890122376,0.28693476160748543,0.37125515218468064
https://n.news.naver.com/mnews/article/243/0000020791,0.31723286365130143,0.35843576031083724,0.3726663983869523,0.2840669623659897,0.3029603525732515,0.21207448445144836,0.4141205412690123,0.30441414544308976
https://n.news.naver.com/mnews/article/015/0004647855,0.32962925256839937,0.3483515017089913,0.27721026349743455,0.29984053094752133,0.28546907903015195,0.2934475334962589,0.312575352683586,0.2938198851775016
https://n.news.naver.com/mnews/article/277/0005024194,0.39891954480695385,0.3510715242644721,0.4070587143972313,0.310180507556708,0.38897798599768496,0.3535523471284338,0.44681815341156395,0.35460281661920995
https://n.news.naver.com/mnews/article/023/0003663531,0.17533607310817786,0.21725845534052418,0.2197009914376495,0.25204631580534004,0.22235401951857137,0.23778633799289653,0.24786227327334415,0.2677341874582301
