date,KOSPI_1001,KOSPI_1005,KOSPI_1008,KOSPI_1011,KOSPI_1012,KOSPI_1013,KOSPI_1014,KOSPI_1015,KOSPI_1017,KOSPI_1018,KOSPI_1020,KOSPI_1021,KOSPI_1024,KOSPI_1026,KOSPI_1035,KOSPI_1155,KOSPI_1156,year_key,month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,산업생산지수(IPI),생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2)
2014-01-13,1948.92,3752.65,4021.51,4957.74,938.05,10244.48,1876.11,2534.05,1196.89,127.91,332.25,436.6,1516.5,1015.56,1658.17,1456.07,726.67,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-13,1948.92,3752.65,4021.51,4957.74,938.05,10244.48,1876.11,2534.05,1196.89,127.91,332.25,436.6,1516.5,1015.56,1658.17,1456.07,726.67,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-14,1946.07,3735.99,3985.71,4931.19,931.19,10365.1,1874.97,2541.91,1196.57,125.67,332.52,432.04,1514.58,1010.25,1659.24,1462.99,717.82,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-14,1946.07,3735.99,3985.71,4931.19,931.19,10365.1,1874.97,2541.91,1196.57,125.67,332.52,432.04,1514.58,1010.25,1659.24,1462.99,717.82,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-15,1953.28,3771.02,4017.64,4960.73,944.35,10272.32,1898.37,2551.7,1190.87,125.84,332.96,435.3,1522.33,1025.05,1662.3,1468.54,724.71,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-15,1953.28,3771.02,4017.64,4960.73,944.35,10272.32,1898.37,2551.7,1190.87,125.84,332.96,435.3,1522.33,1025.05,1662.3,1468.54,724.71,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-16,1957.32,3787.64,4033.15,4976.06,945.43,10285.39,1933.08,2554.53,1199.37,127.02,330.88,434.2,1524.65,1033.59,1666.45,1481.28,721.68,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-16,1957.32,3787.64,4033.15,4976.06,945.43,10285.39,1933.08,2554.53,1199.37,127.02,330.88,434.2,1524.65,1033.59,1666.45,1481.28,721.68,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-17,1944.48,3794.58,4020.16,4991.16,944.04,10212.79,1944.34,2528.78,1176.62,126.23,327.61,430.52,1517.31,1027.97,1652.79,1467.89,714.04,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-17,1944.48,3794.58,4020.16,4991.16,944.04,10212.79,1944.34,2528.78,1176.62,126.23,327.61,430.52,1517.31,1027.97,1652.79,1467.89,714.04,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-20,1953.78,3786.77,4029.31,5010.67,944.75,10370.49,1924.54,2549.96,1179.37,126.4,321.85,430.59,1510.4,1025.32,1663.65,1477.85,714.24,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-20,1953.78,3786.77,4029.31,5010.67,944.75,10370.49,1924.54,2549.96,1179.37,126.4,321.85,430.59,1510.4,1025.32,1663.65,1477.85,714.24,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-21,1963.89,3781.16,4067.11,4992.49,953.08,10425.99,1931.52,2595.61,1160.7,127.37,324.5,433.75,1520.02,1027.03,1674.8,1476.78,720.66,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-21,1963.89,3781.16,4067.11,4992.49,953.08,10425.99,1931.52,2595.61,1160.7,127.37,324.5,433.75,1520.02,1027.03,1674.8,1476.78,720.66,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-22,1970.42,3796.29,4084.14,4999.08,961.92,10450.01,1977.98,2610.33,1182.13,127.04,322.32,434.48,1510.82,1031.21,1680.19,1480.52,722.4,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-22,1970.42,3796.29,4084.14,4999.08,961.92,10450.01,1977.98,2610.33,1182.13,127.04,322.32,434.48,1510.82,1031.21,1680.19,1480.52,722.4,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-23,1947.59,3767.51,4062.47,4937.8,960.11,10250.44,1969.16,2586.31,1171.9,126.82,316.91,428.71,1500.7,1026.74,1655.73,1461.38,710.48,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-23,1947.59,3767.51,4062.47,4937.8,960.11,10250.44,1969.16,2586.31,1171.9,126.82,316.91,428.71,1500.7,1026.74,1655.73,1461.38,710.48,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-24,1940.56,3755.41,3983.24,4928.57,956.81,10298.32,1949.56,2556.54,1160.45,124.78,313.56,430.97,1495.7,1022.36,1650.64,1453.97,716.14,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-24,1940.56,3755.41,3983.24,4928.57,956.81,10298.32,1949.56,2556.54,1160.45,124.78,313.56,430.97,1495.7,1022.36,1650.64,1453.97,716.14,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-27,1910.34,3728.79,3882.95,4850.97,943.02,10150.79,1916.49,2523.89,1142.3,122.68,306.12,425.16,1480.42,998.14,1625.82,1420.46,706.42,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-27,1910.34,3728.79,3882.95,4850.97,943.02,10150.79,1916.49,2523.89,1142.3,122.68,306.12,425.16,1480.42,998.14,1625.82,1420.46,706.42,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-28,1916.93,3733.78,3906.43,4832.3,950.56,10113.38,1936.13,2562.28,1150.18,122.92,317.68,422.45,1470.93,1002.23,1631.98,1429.29,700.89,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-28,1916.93,3733.78,3906.43,4832.3,950.56,10113.38,1936.13,2562.28,1150.18,122.92,317.68,422.45,1470.93,1002.23,1631.98,1429.29,700.89,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-29,1941.15,3809.1,3927.01,4882.35,972.82,10126.63,1957.47,2597.1,1183.73,126.42,321.66,434.84,1489.19,1011.76,1648.87,1436.3,722.44,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,89.0,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-01-29,1941.15,3809.1,3927.01,4882.35,972.82,10126.63,1957.47,2597.1,1183.73,126.42,321.66,434.84,1489.19,1011.76,1648.87,1436.3,722.44,2014,2014-01,2.892,3.647,74.0,2.5,5993.1,92.1,101.57,110.2,93.73,5993.1,348393811.0,1064.75,1937700.8
2014-02-03,1919.96,3792.8,3866.6,4804.29,957.05,10049.44,1975.13,2546.95,1187.52,125.45,320.32,426.5,1468.04,1005.73,1629.96,1424.03,708.65,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-03,1919.96,3792.8,3866.6,4804.29,957.05,10049.44,1975.13,2546.95,1187.52,125.45,320.32,426.5,1468.04,1005.73,1629.96,1424.03,708.65,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-04,1886.85,3743.47,3818.77,4724.08,924.07,9853.39,1969.53,2503.59,1169.43,123.77,313.16,418.3,1425.72,989.57,1598.94,1395.45,692.88,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-04,1886.85,3743.47,3818.77,4724.08,924.07,9853.39,1969.53,2503.59,1169.43,123.77,313.16,418.3,1425.72,989.57,1598.94,1395.45,692.88,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-05,1891.32,3740.69,3815.22,4736.61,918.58,9788.47,1927.28,2537.75,1169.39,127.06,308.97,419.42,1416.11,998.13,1604.14,1404.44,695.13,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-05,1891.32,3740.69,3815.22,4736.61,918.58,9788.47,1927.28,2537.75,1169.39,127.06,308.97,419.42,1416.11,998.13,1604.14,1404.44,695.13,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-06,1907.89,3764.57,3854.7,4755.85,927.25,9971.97,1962.74,2528.35,1178.06,127.91,308.95,420.04,1403.25,1018.89,1622.01,1450.06,696.44,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-06,1907.89,3764.57,3854.7,4755.85,927.25,9971.97,1962.74,2528.35,1178.06,127.91,308.95,420.04,1403.25,1018.89,1622.01,1450.06,696.44,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-07,1922.5,3853.75,3904.14,4757.22,925.07,10087.41,1971.29,2546.62,1220.09,127.62,308.17,421.17,1404.17,1029.59,1633.64,1466.59,698.0,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-07,1922.5,3853.75,3904.14,4757.22,925.07,10087.41,1971.29,2546.62,1220.09,127.62,308.17,421.17,1404.17,1029.59,1633.64,1466.59,698.0,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-10,1923.3,3845.71,3913.78,4793.14,934.77,10102.54,1966.9,2581.33,1214.01,128.33,308.09,415.63,1408.47,1022.56,1633.49,1461.23,685.49,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-10,1923.3,3845.71,3913.78,4793.14,934.77,10102.54,1966.9,2581.33,1214.01,128.33,308.09,415.63,1408.47,1022.56,1633.49,1461.23,685.49,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-11,1932.06,3886.22,3926.19,4795.65,931.78,10295.94,1956.28,2567.0,1208.99,127.65,307.81,416.54,1405.89,1025.03,1643.33,1468.55,687.51,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-11,1932.06,3886.22,3926.19,4795.65,931.78,10295.94,1956.28,2567.0,1208.99,127.65,307.81,416.54,1405.89,1025.03,1643.33,1468.55,687.51,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-12,1935.84,3905.56,3959.49,4898.39,932.42,10307.47,2012.89,2543.78,1202.61,127.36,307.48,419.27,1417.22,1028.53,1645.61,1480.65,692.41,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-12,1935.84,3905.56,3959.49,4898.39,932.42,10307.47,2012.89,2543.78,1202.61,127.36,307.48,419.27,1417.22,1028.53,1645.61,1480.65,692.41,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-13,1926.96,3916.87,3950.02,4862.99,926.31,10256.7,2014.22,2539.49,1196.82,127.13,301.45,415.04,1411.57,1029.5,1636.5,1483.51,683.29,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-13,1926.96,3916.87,3950.02,4862.99,926.31,10256.7,2014.22,2539.49,1196.82,127.13,301.45,415.04,1411.57,1029.5,1636.5,1483.51,683.29,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-14,1940.28,3925.36,3972.66,4898.45,939.64,10281.57,2021.63,2582.17,1226.66,128.66,297.61,417.67,1419.32,1034.56,1648.47,1484.03,688.27,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-14,1940.28,3925.36,3972.66,4898.45,939.64,10281.57,2021.63,2582.17,1226.66,128.66,297.61,417.67,1419.32,1034.56,1648.47,1484.03,688.27,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-17,1946.36,3920.79,3981.99,4936.86,939.73,10180.88,2014.29,2586.08,1229.45,134.52,297.11,426.63,1430.89,1037.58,1652.7,1478.57,709.32,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-17,1946.36,3920.79,3981.99,4936.86,939.73,10180.88,2014.29,2586.08,1229.45,134.52,297.11,426.63,1430.89,1037.58,1652.7,1478.57,709.32,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-18,1946.91,3913.16,3961.11,4937.97,942.26,10242.29,2006.47,2563.81,1241.62,134.29,299.07,425.95,1421.99,1036.73,1653.2,1482.39,708.38,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-18,1946.91,3913.16,3961.11,4937.97,942.26,10242.29,2006.47,2563.81,1241.62,134.29,299.07,425.95,1421.99,1036.73,1653.2,1482.39,708.38,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-19,1942.93,3900.03,3955.92,4937.37,939.48,10220.88,2040.87,2547.72,1239.89,134.91,302.19,425.43,1413.8,1033.55,1647.26,1481.02,705.67,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-19,1942.93,3900.03,3955.92,4937.37,939.48,10220.88,2040.87,2547.72,1239.89,134.91,302.19,425.43,1413.8,1033.55,1647.26,1481.02,705.67,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-20,1930.57,3852.3,3921.81,4888.15,954.51,10176.34,2020.5,2521.88,1238.17,138.34,307.73,421.66,1401.79,1016.69,1633.32,1448.98,699.12,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-20,1930.57,3852.3,3921.81,4888.15,954.51,10176.34,2020.5,2521.88,1238.17,138.34,307.73,421.66,1401.79,1016.69,1633.32,1448.98,699.12,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-21,1957.83,3853.27,3943.73,4903.45,962.29,10455.38,2027.39,2579.65,1237.71,139.04,309.33,426.62,1413.18,1025.36,1665.32,1472.71,710.13,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-21,1957.83,3853.27,3943.73,4903.45,962.29,10455.38,2027.39,2579.65,1237.71,139.04,309.33,426.62,1413.18,1025.36,1665.32,1472.71,710.13,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-24,1949.05,3841.39,3915.31,4863.35,960.77,10422.32,2018.9,2572.92,1225.08,139.99,309.03,425.75,1410.51,1013.6,1656.52,1455.69,710.16,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-24,1949.05,3841.39,3915.31,4863.35,960.77,10422.32,2018.9,2572.92,1225.08,139.99,309.03,425.75,1410.51,1013.6,1656.52,1455.69,710.16,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-25,1964.86,3889.69,3954.12,4826.03,963.99,10457.19,2014.86,2604.64,1232.9,139.39,315.66,429.7,1446.03,1031.84,1671.66,1479.0,716.3,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-25,1964.86,3889.69,3954.12,4826.03,963.99,10457.19,2014.86,2604.64,1232.9,139.39,315.66,429.7,1446.03,1031.84,1671.66,1479.0,716.3,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-26,1970.77,3887.8,3953.46,4778.62,965.46,10514.91,2004.04,2623.26,1244.99,138.31,315.26,429.02,1440.64,1038.28,1679.86,1493.48,715.07,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-26,1970.77,3887.8,3953.46,4778.62,965.46,10514.91,2004.04,2623.26,1244.99,138.31,315.26,429.02,1440.64,1038.28,1679.86,1493.48,715.07,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-27,1978.43,3907.29,3968.35,4744.32,964.48,10493.91,1965.97,2641.45,1251.46,140.61,313.29,429.67,1456.62,1054.65,1686.09,1506.7,714.74,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-27,1978.43,3907.29,3968.35,4744.32,964.48,10493.91,1965.97,2641.45,1251.46,140.61,313.29,429.67,1456.62,1054.65,1686.09,1506.7,714.74,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-28,1979.99,3913.63,3962.88,4693.67,970.81,10514.61,1944.47,2634.67,1237.45,138.16,318.1,431.87,1496.45,1062.21,1687.42,1511.82,719.34,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,85.0,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-02-28,1979.99,3913.63,3962.88,4693.67,970.81,10514.61,1944.47,2634.67,1237.45,138.16,318.1,431.87,1496.45,1062.21,1687.42,1511.82,719.34,2014,2014-02,2.854,3.522,76.0,2.5,6803.9,91.5,101.7,109.2,93.98,6803.9,351791760.0,1071.3,1957315.4
2014-03-03,1964.69,3884.47,3937.1,4641.01,958.56,10378.78,1968.57,2633.83,1247.84,137.84,312.44,427.11,1493.42,1057.5,1671.83,1506.19,710.16,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,93.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-03,1964.69,3884.47,3937.1,4641.01,958.56,10378.78,1968.57,2633.83,1247.84,137.84,312.44,427.11,1493.42,1057.5,1671.83,1506.19,710.16,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,91.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-04,1954.11,3864.05,3919.52,4588.34,945.42,10321.4,1982.39,2598.61,1251.15,137.23,309.64,427.1,1478.58,1055.44,1661.77,1506.42,709.76,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,93.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-04,1954.11,3864.05,3919.52,4588.34,945.42,10321.4,1982.39,2598.61,1251.15,137.23,309.64,427.1,1478.58,1055.44,1661.77,1506.42,709.76,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,91.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-05,1971.24,3888.41,3927.9,4647.05,970.24,10434.76,1984.54,2628.46,1246.73,140.45,308.68,430.04,1497.19,1065.29,1677.38,1531.81,715.15,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,93.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-05,1971.24,3888.41,3927.9,4647.05,970.24,10434.76,1984.54,2628.46,1246.73,140.45,308.68,430.04,1497.19,1065.29,1677.38,1531.81,715.15,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,91.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
2014-03-06,1975.62,3911.47,3952.84,4692.09,977.87,10415.26,1990.37,2623.69,1244.83,140.94,307.61,431.64,1503.62,1070.52,1677.71,1526.47,719.22,2014,2014-03,2.874,3.543,80.0,2.5,5420.6,93.7,101.66,109.7,94.153,5420.6,354341349.0,1070.89,1965536.2
