month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2)
2014-01,-1.3139695712309774,-3.4274746366876885,2.7027027027026973,0.0,13.528891558625734,0.12799054839027768,-0.907441016333943,0.26672356769443795,13.528891558625734,0.9753184163193929,0.6151678797839732,1.0122615421328085
2014-02,-1.3139695712309774,-3.4274746366876885,2.7027027027026973,0.0,13.528891558625734,0.12799054839027768,-0.907441016333943,0.26672356769443795,13.528891558625734,0.9753184163193929,0.6151678797839732,1.0122615421328085
2014-03,0.700770847932719,0.596252129471897,5.263157894736836,0.0,-20.33098664001528,-0.03933136676500526,0.45787545787545625,0.1840817195147837,-20.33098664001528,0.7247438086668057,-0.0382712592177592,0.42000384812790337
2014-04,0.03479471120388933,-0.08467400508044287,-1.2499999999999956,0.0,61.7219495996753,-0.15738736966358635,0.0,0.06478816394590581,61.7219495996753,0.42446951343519945,-2.4596363772189656,0.40270944895342
2014-05,-1.2869565217391243,-3.8983050847457568,0.0,0.0,-7.367988775195922,-0.009852216748773568,-4.010938924339113,0.16451907359840146,-7.367988775195922,1.4240242293971361,-1.872576707673157,0.633119150223882
2014-06,-3.241719520789288,-3.4097589653145244,-3.797468354430378,0.0,-29.90739372444706,0.03941275002463662,2.6590693257359854,-0.1282200722694915,-29.90739372444706,1.5607002185528351,-0.549273651450255,0.6922545070336517
2014-07,-6.846321922796806,-6.999391357273277,-3.9473684210526327,0.0,-1.1332091781158904,0.07879444499163668,-2.3126734505087843,0.14642220524572203,-1.1332091781158904,0.40400576614891825,0.05591743839270524,0.5803138750699599
2014-08,-0.7036747458952219,0.981675392670156,-2.73972602739726,-9.999999999999998,27.073374442450195,-0.10825706131286639,1.799242424242431,0.1748140614074245,27.073374442450195,-0.1337588912377341,0.5323894777092386,0.9433708039911837
2014-09,-5.314960629921273,-2.3979261179520317,2.8169014084507005,0.0,-8.379482015998207,-0.3546798029556597,0.8372093023255811,-0.06451544669014986,-8.379482015998207,-0.8509240181866384,0.7685105718967078,0.2827354873893295
2014-10,-6.902286902286903,-8.06772908366533,4.109589041095885,-11.111111111111116,-6.775444166310529,-0.701997231560203,-2.583025830258312,-0.3016192189649658,-6.775444166310529,-0.18750123213989722,2.6170105686965206,0.8575487625935629
2014-11,-4.5109423849932995,-2.7807872878295448,-6.578947368421051,0.0,43.83646871981271,-0.3086727073583595,-2.083333333333326,-0.20168780850272627,43.83646871981271,-0.17266197098314562,3.2840381785943284,1.2375331286426317
2014-12,0.2338634237605275,-0.40861812778604234,1.4084507042253502,0.0,-8.809233816348138,-0.9788254095085991,-1.6441005802707909,-0.00957294048822277,-8.809233816348138,0.1369764005791252,0.8428454022463727,0.31013745014334404
2015-01,-4.853009799346697,-9.921671018276768,0.0,0.0,38.14659476732576,-1.230583013919706,1.4749262536873253,0.6776163223624065,38.14659476732576,-0.3868509500634998,-1.400849383789271,0.42840178789746997
2015-02,-0.735654732712121,-2.857142857142858,0.0,0.0,-25.857488795720695,0.07148692810456936,0.6782945736434121,-0.059169722007967884,-25.857488795720695,0.05077167686344808,0.8761456936612788,0.7513898546874787
2015-03,-7.855731225296447,-2.9838022165388,8.333333333333325,-12.5,7.448662482481261,-0.12246147566077337,-1.8286814244465877,0.009515049636843464,7.448662482481261,0.104917604205923,1.2900582665695381,0.8373405179085802
