기업명,year_key,month_key,(희망)공모가격 하한가,(희망)공모가격 상한가,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,수요예측 시작일,수요예측 종료일,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율
디어유,2021,2021-11,18000,24000,2001,36.13,"26,000",1598,2021-10-25,2021-10-26,2021-11-10,21977166,5646685825,8010768755,15496662512,429125912,8349900000,-31940805263,181753956,-454001430,-2249956752,155.8,13047733322,-0.6803231870793085,0.3643807704160448,-0.034795425289272326,-0.17244043056937028,0.09611440938173607,-102.37701949377822,4.996314315573851,4.33,6,76.42,-0.145008704860922,0.09139278854322586,4.794052078807399,13.511628436921141,13047733321.0,-0.96538824299861,945.766925771958,4.927450598302791
디에스단석,2023,2023-12,79000,89000,342,7.7,"100,000",984,2023-12-05,2023-12-11,2023-12-22,5861404,316354,335905,338838,127099,4253,126138,47263,65371,34384,300.0,811123,2.6227216949801297,0.9336438061846665,0.08059320226402161,0.04239061153487202,0.19354475553604197,0.005866171313221201,2.850224105490202,40.64,6,78.89,-0.4316093694783887,-0.02052434144856552,0.015334584615925087,0.018414673913589873,811122.0,-0.001415903752597647,0.0012287158503321042,0.9614223213447672
디에이테크놀로지,2014,2014-11,6600,8500,55.28,1.69,"6,600",489,2014-11-05,2014-11-06,2014-11-19,5243700,19912784247,8163063103,10102340490,5308415635,941670000,10255276695,-3720387,3467955659,2286072432,1.2,22107182072,1.3767930443777106,1.9711060290148665,0.15687009080150305,0.10340858570552239,0.2042371313770457,435.96552663195837,3.6520337831112966,45.84,6,51.2,-0.06705841480977859,0.20384106333133967,0.0621450603440262,0.031324876786149716,22107182071.0,-0.026220675136094218,39.198211949577626,0.22808421406995905
디자인,2018,2018-11,9000,10100,771.73,3.86,"10,100",665,2018-11-01,2018-11-02,2018-11-15,2660910,15972855405,1144545980,4397252236,383260000,1126000000,7773401147,7141377,1310470467,1042847459,50.5,17125005407,0.5367416394317099,3.63246285355917,0.076523798729099,0.06089618275820963,0.11708779879396441,391.9138411295384,9.414091701923107,42.77,2,57.73,-0.3315424455816214,-0.8695839294232726,-0.027160164011351975,-0.01212713992793514,17125005406.0,-0.1712742864453634,-444.33172410942115,6.941557914791739
디지캡,2018,2018-09,8500,10500,979.06,4.07,"12,000",931,2018-08-22,2018-08-23,2018-09-07,3531115,13594118551,18827281455,5457129464,11039984027,1576790500,8008269890,1203308545,271908733,-589288559,-9.2,8712730578,1.529157335125933,2.4910749581219758,0.03120821085488178,-0.06763534734885268,-0.05462258127715763,-166.88455601134487,58.564821877199506,22.31,1,48.09,0.30452129784745674,-1.1941472855344317,-0.12063828376769574,-0.19301115180811726,8712730577.0,-0.24221273207225705,-746.0104921533284,52.089658014346256
디케이앤디,2018,2018-11,5800,6600,256.3,0,"6,000",975,2018-11-02,2018-11-05,2018-11-20,7601025,20767174803,30652400117,8457501380,3304836579,3193512500,18167976451,1924342298,2045350805,2132024795,3.8,25312913256,0.5051285407517985,2.4554740070287755,0.08080266322230548,0.08422676494949231,0.0915588871276201,280.49174881019337,19.38896587522061,45.79,2,68.15,-0.15083692325189269,0.22638690335842337,0.008799211206909005,0.054242487954197866,25312913255.0,0.015256073678749302,74.93944790340777,9.56792353586351
디케이티,2018,2018-12,6000,7400,771.42,3.4,"7,400",780,2018-12-06,2018-12-07,2018-12-21,8077587,41297178608,22587975323,31064906800,11710582303,2400000000,19008770853,-299106025,8047733434,6541201117,42.6,190348374345,2.0263461997872323,1.32938363130708,0.04227897118476964,0.03436436554558797,0.3098675971550106,809.7964301715351,2.6230571627554236,59.42,2,70.86,-3.0521321120679143,0.2728365108278372,-0.008216447243213097,-0.004679600891531882,190348374344.0,-0.44992146399634886,-538.0224611632161,1.605382601013931
디티앤씨,2014,2014-12,14500,18500,559.02,74.32,"18,500",621,2014-12-02,2014-12-03,2014-12-17,9864110,10603023100,32455585920,9469644818,10148088813,3623160000,14500761122,5316954267,8104723132,6638491880,40.8,21337812167,0.8369027736995663,1.1196854057129644,0.3798291534562462,0.31111398994629647,0.2832015344919762,672.9945104018508,2.892248755105284,45.3,2,81.38,-1.0075753546457746,-0.2323954336998475,0.11600224550730742,0.0985196632749222,21337812166.0,-0.10105590461754893,236.85559690636057,0.7951914465780225
디티앤씨알오,2022,2022-11,22000,25000,74.53,0,"17,000",5,2022-10-26,2022-10-27,2022-11-11,6315256,20071117255,19815213544,16890526268,1533278474,2436628000,1875245606,0,3600186721,3411670347,-18.5,22965462438,4.2728072354354625,1.1883062100335973,0.15676526134491942,0.14855657081630763,0.7912268908468557,540.2267694294578,5.961503588635674,42.56,2,64.31,-12.259128721486018,-0.10902328167544773,0.0069251532749594336,0.016412748041493785,22965462437.0,-4.016058238077567,-145.02395358161255,2.292186212274452
딥노이드,2021,2021-08,31500,42000,1179,7.29,"42,000",835,2021-08-02,2021-08-03,2021-08-17,4621921,8022438801,1225005744,618360427,12524575030,1990998500,-35829931447,2160202860,-2072814787,-2050964482,20.0,34177241,-0.4148820177104721,12.973726083865325,-60.648979448048486,-60.009656191967046,0.06474263571700604,-443.747195592482,1.879324161729844,36.07,3,55.43,0.037247948049469404,4.328483958059547,-55.832594460008465,-46.93214803583352,34177240.0,-0.387693804601345,2498.7273209559403,1.4249261274232266
라닉스,2019,2019-09,8000,10500,51.68,0,"6,000",770,2019-08-29,2019-08-30,2019-09-18,9435500,9199370588,2107141619,1611143800,1311870502,3970670000,4412709052,118853,303613009,272994941,34.8,4200487967,0.348662853515677,5.709838307418618,0.0722804139388694,0.06499124462317499,0.03256336962131083,28.932747708123575,27.612446293432704,32.85,1,61.85,-0.9597000633635966,2.738517522732971,-0.008847167293119546,-0.002356273884272758,4200487966.0,-0.11399662492152933,-41.09311991945313,21.948258676726894
라메디텍,2024,2024-06,10400,12700,1115.44,8.17,"16,000",2140,2024-05-27,2024-05-31,2024-06-17,8650735,7579735572,2847940217,1932495983,1521996989,3656897500,0,-26635033187,-1713494359,-1627684107,53.4,979078233,-0.15033826151328705,3.9222516572755017,-1.7501097473586669,-1.662465829735181,0.07083621270114053,-188.15558527685798,-4.069568586773503,28.83,36,69.22,-0.022938986005268613,-3.430778426362364,-0.541959754116446,1.1833423385973787,979078232.0,-0.31723375803497783,771.843760674671,-1.6441116587495643
라온테크,2021,2021-06,12800,15800,1526,8.7,"18,000",779,2021-05-31,2021-06-01,2021-06-17,4886005,13834872036,10957169331,12133597211,8160478079,2185502500,-6037102069,89134656,1054035431,844745812,13.9,18399628060,-5.393824463287427,1.1402119087534626,0.05728569227393393,0.04591102652973954,-0.22451925307828113,172.89090207644077,4.267376546092596,39.76,1,45.18,-2.2172229972216235,-0.1970476060933548,0.15318724695186253,0.1592634175416463,18399628059.0,-0.5187784534841264,465.9555649247186,6.988903911430916
라온피플,2019,2019-10,14000,17000,330.36,0.5,"14,000",2,2019-10-01,2019-10-02,2019-10-18,10178456,31858476409,2807392082,3126633618,886630737,4047100000,19324819061,1521829679,4056476546,4524761655,11.1,15603637419,0.16121574925962717,10.189385870346642,0.2599699311815956,0.28998120973320984,0.18176296797474625,444.54302843181716,7.5564603390165885,46.09,6,57.06,-0.021637864702543003,-5.3810593591151985,0.0010347066298895258,0.002783495387418178,15603637418.0,-0.1856477568516642,-169.5465671807197,2.9692317304719245
라이프시맨틱스,2021,2021-03,9000,12500,1402,3.69,"12,500",1774,2021-03-08,2021-03-09,2021-03-23,9776917,6370436270,3309072509,4374937785,1804005023,4373458500,-22066422774,21193530243,-2243590701,-7750471697,40.0,1931849944,1.765126800271422,1.4561204257216653,-1.1613690328113808,-4.011942915686416,-2.2140624589383364,-792.7316655137811,-1.5602515955516076,38.08,3,52.32,4.540325324871066,0.8450106478900091,1.9185357248419126,-0.6010307475903565,1931849943.0,-3.3375726479456937,-387.3491837968963,-2.5459776465208295
라파스,2019,2019-11,24000,29000,202,0,"20,000",813,2019-10-25,2019-10-28,2019-11-11,8191416,14121014674,22284594463,4891354464,8722541055,3436508000,-3390267180,-64332897,482219719,825907099,-9.8,9199702711,-752.4783096490248,2.8869334205749353,0.052416880648046844,0.089775411765477,-45.650209149563096,100.82592545659993,47.26416759825618,23.93,2,40.79,-737.1027535800408,0.09083252993400137,0.4317885620713742,0.5116543844703298,9199702710.0,-50.19533946008805,618.5031650205533,52.5532247143764
래몽래인,2021,2021-12,11500,13000,1545,17.64,"15,000",2055,2021-12-15,2021-12-16,2021-12-30,6248519,36549023969,8995728471,6505581478,13191571537,2494259500,-10273648741,462934924,2055057036,2045801235,60.0,21741780397,-2.6921719403390623,5.61810256202282,0.0945211016979807,0.09409538674589346,-0.2796164844829988,327.4057796735514,12.577558175859796,0.32,1,53.16,-2.28928618216058,-0.01904933010166676,-0.012174944332459567,0.003106203416615466,21741780396.0,0.0538305034170537,-177.16227749327481,6.164644134022903
랩지노믹스,2014,2014-12,12000,13200,423.83,22.6,"13,200",306,2014-12-01,2014-12-02,2014-12-16,4113248,15690115753,10970354238,7096298048,3522820883,1851888000,7244164654,127541099,1571328898,1370776038,8.0,11326371298,1.1512995059594966,2.211028292057442,0.13873189008711587,0.12102517231110464,0.14861626332514388,333.2587867300975,10.208780020794856,20.85,1,23.2,-0.053593371345103336,0.3016140349450507,0.046662889218370765,0.046770997183718604,11326371297.0,-0.011086720265002514,26.948193738865257,1.7553698164137792
레몬,2020,2020-02,6200,7200,426,6.3,"7,200",800,2020-02-12,2020-02-13,2020-02-28,34500000,27018784687,38220553013,44062697678,123799373,15200000000,-17611684351,2184920400,6641705735,7163376505,44.4,37498936328,-194.85679648878582,0.6131895256265748,0.1771171767888445,0.1910287919193909,-31.58957353411081,207.6341015942029,3.1697942500007494,58.78,3,63.16,-196.99090066564492,-0.5258736210147595,0.1872805301441418,0.2666458488720663,37498936327.0,-31.0892846753305,276.5389898550725,84.64198988214558
레뷰코퍼레이션,2023,2023-10,11500,13200,643.70,24.4,"15,000",657,2023-09-11,2023-09-15,2023-10-06,10969920,27113768673,14942043852,13524728359,483694709,4631360000,6531715887,16884313570,1878997667,1929682988,53.3,18040053709,0.4994555051006293,2.004755138387471,0.10415698851620309,0.10696658774565071,0.06880080554229244,175.9067511887051,14.926782480672447,69.0,1,88.63,0.03133235870631956,0.04970487352546549,-0.027487579596059103,0.13029021030468946,18040053708.0,0.09676888070692469,240.73704594017093,8.592017860148957
레이,2019,2019-08,17000,20000,1,10.27,"20,000",779,2019-07-22,2019-07-23,2019-08-08,6653267,35147754347,7158981758,10903339426,4122706236,2811633500,1839963937,10703355,1035027842,966709424,23.8,13460898045,3.222882077403298,3.223577013771304,0.07689144056658666,0.07181611663414096,0.2073460008540779,145.29845623210372,26.357445989361125,34.38,6,60.75,-0.8771051037893893,0.13896188934043208,-0.04046449081586442,-0.030086054039540303,13460898044.0,-1.2282628390590435,-643.9965262178716,22.012653692148575
레이언스,2016,2016-04,22000,25000,430.31,20.70,"25,000",328,2016-03-24,2016-03-25,2016-04-11,16591014,52129394735,41950689819,27120839554,6941044915,6295507000,38620417100,2483775827,19746131463,14481565495,-7.8,86609301204,0.7186097068432608,1.9221158191362677,0.22799088768179596,0.16720566144379856,0.3055201935308235,872.8559625710641,3.039491568131266,32.5,6,65.16,0.29600587981073934,0.0975444310000122,0.08600859346469306,0.12593115300240904,86609301203.0,0.2651043024859335,678.9512430644685,-1.1270055837316586
레이저쎌,2022,2022-06,12000,14000,1442.95,12.11,"16,000",1845,2022-06-09,2022-06-10,2022-06-24,8425772,13410454427,2276465754,1460655986,540905159,3388886000,-27653294517,406217053,-566087802,-442247838,8.4,3347118735,-0.0838940850994589,9.181117631759735,-0.16912689594204072,-0.13212792046350874,0.018536519780525472,-52.487515446655806,-24.175329317553462,18.87,3,55.81,0.08097135221107819,5.047785501797336,-0.08685681384751841,0.6996913243444464,3347118734.0,-0.32395619738427256,903.3557649079514,-9.611182648098731
레인보우로보틱스,2021,2021-02,7000,9000,1,19.6,"10,000",1201,2021-01-18,2021-01-19,2021-02-03,15584500,6876454292,5340436290,3768252250,1228864183,6427500000,-5422904730,6215178879,-838185670,-778378673,160.0,3801754116,0.692143040747631,1.824839165690142,-0.22047340370394433,-0.20474198205615884,-0.10781205297229582,-49.945694311655814,-8.613573826667784,60.73,2,62.94,0.5439613826352724,-5.105047076226031,2.9671099298763415,3.040392361540172,3801754115.0,0.5794973437523071,302.7897537938336,-7.132356267793694
로고스바이오,2016,2016-11,22200,25500,190.16,0.53,"25,500",208,2016-10-19,2016-10-20,2016-11-03,3561724,7287360765,1325906260,471570139,599262224,1416192500,-4304036338,-9885320,-762259604,-718316314,-16.3,2198387857,-0.3695419083745852,15.453397410729606,-0.34673572344063397,-0.3267468530235791,0.24788939022022982,-201.67657965636866,-9.894837168886625,50.8,1,65.52,-0.013546918051513979,-6.410573481184082,-0.2594726355480409,-0.26293428518064454,2198387856.0,0.13100882948871323,-128.29740288691656,7.068659619807214
로보티즈,2018,2018-10,9200,11300,958.60,37.1,"14,000",1043,2018-10-10,2018-10-11,2018-10-26,11251000,23607649585,24736544460,4948305491,5679242919,4750000000,13732067744,66867774,1098021456,1742824794,40.0,11563289912,0.5729465391524469,4.770855321672783,0.09495753062980022,0.1507204962656306,0.09395821082610116,154.90399022309128,34.3496435601528,46.94,1,79.31,-0.1979276122865632,-3.698760972647606,0.015769475766123114,0.05128895833036981,11563289911.0,-0.04367196112487949,-3.408844191627395,9.02082942912013
로스웰인터내셔널,2016,2016-06,2100,3200,386.96,26.6,"3,200",328,2016-06-13,2016-06-14,2016-06-30,91190476,94063023,11536315,40411023,0,25984204,39496077,-291964,22489729,17739946,6.7,95460854,0.6199120465098064,2.3276575552170504,0.2355911146573233,0.18583477160177092,0.2721338242249758,0.19453726724707524,2.898581614745113,35.09,6,67.1,-0.4384927659101078,0.42427580179864655,-0.012937766989763233,-0.010295746461631866,95460853.0,-0.17755492134927597,0.017769849123279058,0.6174466320468337
로지시스,2015,2015-07,2000,2500,345.68,13.28,"2,500",397,2015-07-13,2015-07-14,2015-07-29,9340922,11024463731,4308062850,2903849655,1851310072,3580600000,6977415558,0,407766334,371804076,117.2,5919398041,0.45038385299564454,3.7964994888828016,0.06888645284126113,0.06281112934537325,0.035215337006988714,39.80378767749051,25.939774748545084,64.47,6,68.89,0.0016760778315954017,0.2907002148182487,0.009110001706218035,0.008314741656196022,5919398040.0,-0.1164084460140913,-147.0424358537626,19.91695652553159
롯데렌탈,2021,2021-08,47000,59000,217.63,4.07,"59,000",65,2021-08-03,2021-08-04,2021-08-19,36634063,859097922059,4529678875540,2081916404847,2584104669434,58846000000,291250004983,-1300884247,49175184951,18589479980,-5.9,588853171133,13.377541131983525,0.41264765485246996,0.08351009616944588,0.03156895622083918,0.05329627301200184,507.43702602684283,14.697570004834368,37.8,6,68.51,-0.5902016882771743,0.014314652759284396,0.022584596893474015,0.017619223555718128,588853171132.0,0.03056254014624978,301.1559307795043,-6.7044486972692106
롯데정보통신,2018,2018-07,28300,33800,79.33,25.9,"29,800",34,2018-07-11,2018-07-12,2018-07-27,14286000,264690813781,294014683930,295967564838,40304465294,50000000000,9196834195,20308787241,5737241108,4542054543,-2.7,183860574277,4.229537786868195,0.8943237206613517,0.031204303209433078,0.02470379830401839,0.05712872198170589,317.93745926081476,38.7701097778232,70.0,6,76.0,-0.6599153240936442,0.039232392348184875,-0.004080736985348936,0.008281506917394238,183860574276.0,0.024330663500371316,146.52445289094217,-2.584802646842739
루닛,2022,2022-07,44000,49000,7.1,1.65,"30,000",8,2022-07-07,2022-07-08,2022-07-21,10507767,74856956727,4302897983,93097323093,4610177245,4635370000,-240932348666,0,-13424330409,-21760186203,33.3,2976258789,-0.4134944970079671,0.8040720639434638,-4.510471488102844,-7.311254748217394,0.0920882963711419,-2070.866836217438,1.3816440047963363,13.86,2,61.72,0.01439549410656571,-0.21867573447497812,2.3731076312992174,3.7861662786193087,2976258788.0,-0.25127992090790513,4940.6862792066095,1.4262306789977839
루미르,2024,2024-10,16500,20500,13.1,0.24,"12,000",130,2024-09-26,2024-10-04,2024-10-21,17154696,16575008,29768191,13081435,1420181,7341348,0,-38949032,-224979,-472312,24.3,8155222,-0.4588003347540427,1.267063437612158,-0.02758710921664671,-0.05791528421911752,0.014942948682984809,-0.027532519375452646,-141.5313562599176,47.94,36,71.45,0.005269593925836813,-1.0786991225371576,0.22172332888028778,0.4302809366320074,8155221.0,-0.17425114386219787,0.3175701277364519,-130.89455402604722
리드,2015,2015-11,4500,5100,42.89,0.95,"5,100",46,2015-11-04,2015-11-05,2015-11-20,4621148,20229853887,1929553496,13840258719,5170010649,1407875000,1043743808,363866964,852223301,1141978573,-22.6,21456642734,6.752038869120593,1.461667321234994,0.03971838985087703,0.053222612090680486,0.40560623120776335,247.1201037058324,3.6952029019915287,21.56,1,23.76,14.253322373363613,0.22191014193300407,-0.0012782306079710745,0.005437890500983325,21456642733.0,0.9372789871992779,-171.4966560257321,2.4990906562978443
리메드,2019,2019-12,14500,16500,24.76,0,"13,000",92,2019-11-19,2019-11-20,2019-12-06,5822956,11100322964,14188133652,2625702592,7994477298,2602478000,-2746735171,998587732,2115785019,2597999611,3.5,11163399101,12.430996121184057,4.227562937942973,0.18952874477187429,0.23272478100037428,3.0409770287967026,446.16507680978526,6.932782203426689,27.86,2,39.67,17.008339889486777,-0.7417688676882914,0.2940002582120237,1.154867728753694,11163399100.0,-0.15614276919722858,1713.6960200283154,20.02163488363339
리파인,2021,2021-10,21000,24000,64.19,3.2,"21,000",11,2021-10-14,2021-10-15,2021-10-29,17377619,47670964784,9300364726,8818614060,2040042106,1300000000,44812673344,0,12864818837,10076011037,-31.9,29412788992,0.23548095086560158,5.405720724328875,0.43738860808130464,0.3425724449232128,0.21850849899404176,579.8269047675634,3.584401298475899,0.86,1,53.6,-0.13600479883990316,1.968357509988587,0.06383601479162404,0.04593024590569139,29412788991.0,-0.22734809433089012,-344.76371325668947,1.8033108165393554
린드먼아시아,2018,2018-03,5000,5500,640.8,27.4,"6,500",1039,2018-02-26,2018-02-27,2018-03-14,13500000,16870877277,646419614,595138367,978598749,5000000000,10642076378,301483397,2389261589,1877636903,160.0,5057277096,0.09870675923125204,28.347823317195076,0.47244031593399566,0.3712742781061171,0.1177677337744983,139.08421503703704,6.673007195362399,74.07,1,74.83,-0.024408271673407103,3.6101562123523756,-0.08999234018540153,-0.07097353776707521,5057277095.0,-0.07716457854447524,-68.44792851851852,2.6392353222656535
링크제니시스,2018,2018-02,22000,25000,754.6,35.9,"30,000",1154,2018-01-18,2018-01-19,2018-02-05,2136300,10890798166,2952773979,1132235374,653727786,212730000,7972001304,-2831220000,2112492249,1605145760,35.0,8168614077,0.3336059379692682,9.618846413113392,0.2586108523535283,0.19650160294872257,0.29983046058026963,751.3672049805739,5.707764840655754,44.2,1,44.62,-0.3598838953513227,4.665595546157694,0.09303423207984307,0.016898532278857237,8168614076.0,-0.18994651747332436,-105.70594907082341,0.07967547827544674
마녀공장,2023,2023-06,12000,14000,1800.47,37.14,"16,000",1265,2023-05-22,2023-05-23,2023-06-08,16378260,58349783101,4438641337,10263915580,373970269,1431826000,50000308022,298117967,24494754918,17297237363,160.0,101835609615,0.20564148520409403,5.684943786433598,0.24053231488086477,0.1698545079505488,0.33437373099744633,1056.1095844735644,2.129049209252431,70.54,6,82.87,-0.05491676613821106,0.9090175402422993,-0.04224455060300655,-0.05638157545734071,101835609614.0,-0.09816579882239801,191.12161975692175,0.27938797853337416
마니커에프앤지,2019,2019-08,3400,4000,1,5.32,"4,000",1216,2019-08-01,2019-08-02,2019-08-20,10378000,28629158,27609373,24468962,7525155,3850000,11116340,1057858,1015645,689868,73.8,22811185,1.9966126853899333,1.1700193085427981,0.04452399119116346,0.03024253233665853,0.04305163977629333,0.0664740797841588,23.87095294123439,74.2,6,74.95,0.08390244633808042,-0.05685879177960085,-0.018006954227025668,-0.010766651431124125,22811184.0,-0.22282838237009323,-0.32638504528810947,20.087629173434937
마이크로디지탈,2019,2019-06,20000,23000,621.48,3.43,"23,000",1116,2019-05-20,2019-05-21,2019-06-05,3630800,9712046534,1992213051,1901035058,928282318,1454900000,-3455741115,0,-1226973650,-1656521744,70.0,4723394345,-1.4140639927823555,5.108820320345718,-0.25976523668806656,-0.3507057897364697,0.8279126871100907,-456.2415291395836,-7.233197069065012,26.36,1,63.3,5.408530667080743,4.002905583670691,-0.3679633777849821,-0.3441674522285674,4723394344.0,0.7877224373906645,-448.04058003745735,-8.095939230272608
마이크로투나노,2023,2023-04,13500,15500,1716.98,10.69,"15,500",1636,2023-04-10,2023-04-11,2023-04-26,5918890,30045614488,19406036632,7111502230,16257668793,2444445000,15019101820,680185821,6288212703,5792009387,33.2,41424950659,1.2880023909849676,4.224932161485099,0.15179771135427583,0.13981934304951613,0.31922920722010656,978.5634446661452,4.1478368065629345,0.17,1,44.4,-0.8193282153166361,0.9101239566854185,-0.0025193216440999033,0.007091468770659332,41424950658.0,-0.03172589114851648,267.55338416493635,0.07460146160467751
마이크로프랜드,2016,2016-12,7300,8500,124.3,0,"7,300",1,2016-11-28,2016-11-29,2016-12-12,10731366,31176968775,11858980395,10721822458,4276239438,4320683000,-6747857799,485601702,5851957099,4850951800,-18.5,36224562020,-7.724695979344835,2.9078049834464066,0.161546662614418,0.13391333199064584,-2.498464676655952,452.0348854004234,4.7911983631580615,6.54,4,47.24,-5.735716654280264,0.10591345055205359,0.09324453978018458,0.07194330502061139,36224562019.0,-2.135606191125778,240.9439493536983,-4.361476479322606
마인즈랩,2021,2021-11,26000,30000,197.55,12.91,"30,000",90,2021-11-08,2021-11-09,2021-11-23,6044583,8684124507,8572894087,44299397863,816993865,2220845000,0,-61589708987,3690857983,-1200609928,26.7,3043680004,-0.7599335526763513,0.1960325631029221,1.2126300984825868,-0.3944599716205909,0.02022288868897504,-198.62576591304975,-7.548210541375361,5.94,1,62.39,0.5477326953843049,-0.2543515409015822,2.6724737299148016,1.4109191024324117,3043680003.0,-0.3249928089160846,3173.9671950902157,-10.863279983009317
마크로밀엠브레인,2020,2020-07,5200,6400,1,19.39,"6,800",888,2020-06-15,2020-06-16,2020-07-01,8969539,14165853271,10913041914,7154276363,4555619763,3763769500,9549900644,14909535,5342680932,4160232247,136.0,32614660282,0.8785554356140185,1.9800539638448966,0.16381225147847456,0.12755712342329772,0.31212869992102027,463.81784470751506,2.502301602726517,42.22,2,70.12,0.17233826678410014,0.12807992749390285,0.09788563754240827,0.07759260298129661,32614660281.0,0.12066920076008447,246.15287418896332,-1.436377912537707
매직마이크로,2015,2015-11,5200,6400,75.03,1.33,"5,500",36,2015-11-05,2015-11-06,2015-11-19,6222125,24107473968,65040454465,25398925879,28000578222,2271062500,20150224678,1517780054,2412466224,2523581056,-11.8,29388902546,2.2306426388083924,0.949153286357366,0.08208765945662543,0.08586850264483503,0.10541684985230589,405.581864073769,14.818207184151648,50.25,1,54.24,1.1456012929574921,-0.2849676169344022,0.031799239370537,0.021815870523562958,29388902545.0,-0.06650996493425847,-142.8940987202925,5.667236773561267
맥스트,2021,2021-07,11000,13000,1587,39.1,"15,000",6762,2021-07-12,2021-07-13,2021-07-27,8553491,3155863225,2757952580,1185776379,1314294171,3751745500,-26193324421,416841157,-1228088399,-1235744069,160.0,749858679,-0.11351193266357203,2.6614320211551457,-1.6377597984699728,-1.6479692822225773,0.05610709567765458,-144.47248135293532,-2.7797227445351025,30.12,2,67.66,0.01235161859720578,-0.7896087251606687,-0.36908563439018205,2.8515024490221395,749858678.0,-0.3744886850872289,898.4905815648838,-1.050401201936384
머큐리,2018,2018-12,5200,6100,749.57,10.83,"6,100",930,2018-11-29,2018-11-30,2018-12-14,14763600,61311490767,25258827049,26788270123,10641899677,6025000000,11333767320,18075000000,9041041534,10641131529,27.9,102610358752,1.056341807010545,2.288743934770125,0.08811041734929885,0.10370426201041415,0.30031047596211397,720.768073437373,5.435230867063507,64.28,6,67.4,-0.7634005234256755,0.5538945500809607,0.03356638628752643,0.0715860729362014,102610358751.0,0.12082624798051403,419.8323543715625,0.33784230198335674
메가엠디,2015,2015-12,3600,4600,16.67,7.50,"3,000",281,2015-12-07,2015-12-08,2015-12-18,20401568,22093446579,44104708608,11860180201,1072878396,8399270000,39543313779,1669447309,14106926569,11365548875,26.7,57416624303,0.2606839170535029,1.8628255392896285,0.2456941128157358,0.19794874764879122,0.2290885623053853,557.0919291595626,3.7758115723838923,62.21,6,68.27,-0.2722804495940909,0.9112929353741381,0.1353858054872189,0.13370536488355617,57416624302.0,0.11912011109023748,352.9732814164087,-2.0024730708692866
메가터치,2023,2023-11,3500,4000,765.86,9.26,"4,800",630,2023-10-20,2023-10-26,2023-11-09,20771000,24269265,24563556,21562168,2132104,7707500,11741168,0,215154,349843,16.5,21826468,1.2182979317658156,1.1255484606186168,0.009857481292896313,0.016028383520412005,0.01798801851108775,0.016842857830629242,116.83979382209952,56.95,2,65.94,0.3199116644633123,-0.2500679788802238,-0.15519337630625424,-0.1180432585711799,21826467.0,-0.3263016252607336,-0.29972967117615906,113.77753153349806
메드팩토,2019,2019-12,34000,43000,86.41,3.15,"40,000",18,2019-12-05,2019-12-06,2019-12-19,10097421,20884874416,4031136195,1885313328,663583717,4280710500,-62995222995,2786401,-10819917721,-10826659503,-10.3,0,-0.0434137644142689,11.077667624699464,0.0,0.0,0.1844036996232414,-1072.2202731766854,-2.0672166039292934,34.2,3,48.94,0.520787157109574,-0.38498570023240397,0.0,0.0,0.0,-0.5939715404431877,2649.3002695440746,-1.6162412185576571
메디아나,2014,2014-10,5500,6500,86,74.52,"6,200",12,2014-09-17,2014-09-18,2014-10-07,7220780,18663291947,10739446506,10008527972,3701775218,2868790000,9401027059,305473349,1137246068,672313389,-5.6,18148522663,1.090257381354624,1.8647389505442449,0.06266328610419301,0.03704507532013434,0.0534630507278222,93.10813914840224,13.798627847179333,12.42,6,67.6,0.11509472328617765,-0.1357271818344643,-0.04742712575680211,-0.05824923729846452,18148522662.0,-0.2091027133679597,-351.25279388099347,9.643096971409307
메카로,2017,2017-12,25000,30000,719.26,38.04,"33,000",664,2017-11-21,2017-11-22,2017-12-06,9834640,40812990,23128407,17572006,11798331,3917320,25397323,494582,14178184,10679155,16.7,45342775,0.9852767725427279,2.3226141625492276,0.31268893445537904,0.2355205432397995,0.35825000482233266,1.0858714706384778,2.4383277858433776,61.08,6,61.9,-0.20431810063073452,0.1465405379752811,0.24830984130018718,0.174737657381347,45342774.0,0.20442380993707704,0.7883778155580681,-5.231535556745019
메탈라이프,2019,2019-12,10500,13000,1,21.6,"13,000",1397,2019-12-09,2019-12-10,2019-12-24,3465288,13655012240,7489773246,3613208744,741185627,1372144000,12142901580,75637162,1865119406,1677938746,160.0,13045678323,0.3203955572845054,3.779192736283271,0.14296837311339552,0.12862027596079337,0.12346243215689068,484.21336004395596,9.002314308127465,56.09,1,79.21,-0.07885957515469366,-1.6551371493342026,-0.09595610692579143,-0.06558650955301137,13045678322.0,-0.195570692813695,-595.7492906794472,6.154935738706232
