,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.13,0.102,0.124,0.075,0.004
의무보유확약비율,0.177,0.178,0.133,0.179,0.078
(확정)공모가격,0.121,0.128,0.136,0.122,0.041
청약경쟁률,0.217,0.233,0.134,0.302,0.168
공모후 발행주식수,0.091,0.091,0.149,0.104,0.01
최대주주 소유주 비율,0.101,0.085,0.15,0.082,-0.001
최대주주 보호예수 기간,0.035,0.067,0.032,0.016,0.004
보호예수 비율,0.126,0.118,0.143,0.12,-0.009
