,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.08304229808535733,0.054849643,572,0.07320167550824609,0.0
의무보유확약비율,0.1155087162311121,0.07578452,775,0.14726832794651146,0.0
(확정)공모가격,0.062458094279336275,0.07587608,585,0.09777310058301512,0.0
청약경쟁률,0.13579075962563997,0.18843476,705,0.24856801216837482,0.0
공모후 발행주식수,0.03459175575869015,0.032705296,328,0.017018107713679065,0.007096774193548328
최대주주 소유주 비율,0.038843322214624366,0.025221873,443,0.03485809197283232,0.0
최대주주 보호예수 기간,0.023813562276983603,0.052972358,73,0.0052703617908618095,0.0
보호예수 비율,0.050415086329674584,0.03378547,484,0.05576373225076541,0.0
총부채,0.040405613633541504,0.017471401,307,0.018790395586209728,0.0
자본금,0.03919496972179576,0.028399348,288,0.03407468290839558,0.005806451612903163
영업이익,0.046181384553651054,0.02649579,301,0.036209041189080755,0.021290322580645126
매출액,0.03862261696993545,0.041710727,348,0.017168255936609412,-0.005806451612903241
기업경기실사지수(BSI),0.031376721660494426,0.032755367,232,0.012259619414768505,0.0
생산자물가 상승률 (PPI),0.03172599863508066,0.03861277,304,0.01876812275210965,0.0
소비심리지수(CSI),0.032560966371081156,0.025394855,263,0.011817376207224518,0.0
소비자물가 상승률 (CPI),0.02898863889903534,0.0270182,302,0.03781877105119927,0.0
수출입 물량지수,0.02627041428142461,0.040009167,253,0.018974045430876205,0.0
외환보유액,0.026411100454673275,0.028624993,233,0.014183668451707019,0.0
원달러 환율,0.031893881737771586,0.056782294,249,0.03923889908921766,0.0
통화량 (M2),0.03332056298783695,0.03788312,286,0.020571048313486558,0.0
기준금리,0.014440381511783548,0.027176479,64,0.0029468616527782987,0.0
국고채 금리 스프레드,0.03414315378047625,0.03203549,326,0.03745780208205095,0.0
