,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.12045043544446205,0.093537584,232,0.07341799359323312,0.0
의무보유확약비율,0.143561504019335,0.12868537,296,0.1370817991925059,0.0
(확정)공모가격,0.09527721674958879,0.108391374,212,0.12121852317398057,0.0
청약경쟁률,0.17420282330196837,0.20710202,298,0.2553344017782391,0.0
공모후 발행주식수,0.053730207743496336,0.05467243,223,0.05076139227978074,0.007096774193548328
최대주주 소유주 비율,0.06602979657366316,0.04863283,219,0.03681787878138613,0.0
최대주주 보호예수 기간,0.030134588772706195,0.06355954,53,0.02035517084922078,0.0
보호예수 비율,0.0763691149034216,0.062478144,286,0.056010237455125116,0.0
총부채,0.05714678475818524,0.056491468,150,0.04061248667725743,0.0
자본금,0.0546626504750066,0.0608256,185,0.06700626795782971,0.005806451612903163
영업이익,0.06887503736720198,0.056340374,156,0.08000718347628603,0.021290322580645126
매출액,0.05955983989096443,0.05928339,181,0.061376664785155605,-0.005806451612903241
