,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.07888222929716472,0.061733745,79,0.08066427713882407,0.0
의무보유확약비율,0.11903291002046938,0.07836115,114,0.11480605152791684,0.0
(확정)공모가격,0.06700934880191962,0.057647154,91,0.08221659965290903,0.0
청약경쟁률,0.135749877956847,0.1463782,130,0.2262748879463046,0.0
공모후 발행주식수,0.03797487184642153,0.031144734,40,0.043968638887534425,0.007096774193548328
최대주주 소유주 비율,0.04233234489017163,0.033575106,63,0.018040108634042432,0.0
최대주주 보호예수 기간,0.01873535909999336,0.031319533,16,0.045636465414309595,0.0
보호예수 비율,0.04940884240625483,0.03491265,76,0.03359749190283489,0.0
총부채,0.04156129172606765,0.031080276,41,0.04246338979448955,0.0
자본금,0.040788654882372384,0.035297688,63,0.0386644558444982,0.005806451612903163
영업이익,0.04807040861530778,0.03820034,63,0.03195402742825802,0.021290322580645126
매출액,0.040093383321313965,0.04180882,49,0.004403834167303024,-0.005806451612903241
기업경기실사지수(BSI),0.024979882911493657,0.031190284,27,0.03498615692535427,0.0
생산자물가 상승률 (PPI),0.02824025822532591,0.03270452,46,0.03235436407106499,0.0
소비심리지수(CSI),0.029677731331021317,0.038351655,47,0.017683454826159642,0.0
소비자물가 상승률 (CPI),0.0275401352940543,0.030614302,45,0.02777167565657827,0.0
수출입 물량지수,0.03305853184453252,0.04606219,54,0.039481664457819504,0.0
외환보유액,0.030102366047437573,0.03695648,38,0.011938646976286844,0.0
원달러 환율,0.03060050155594049,0.03743212,35,0.009133068353878478,0.0
통화량 (M2),0.02688356442958831,0.030506918,41,0.0027823171043123676,0.0
기준금리,0.00892326251303487,0.045333907,3,0.0004659124456931094,0.0
국고채 금리 스프레드,0.040354242983267244,0.04938813,29,0.06071251084362797,0.0
