,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06137892453287261,0.05312058,250,0.01786412100545791,0.0
의무보유확약비율,0.07857362121053092,0.06593633,548,0.11850323561232845,0.0
(확정)공모가격,0.04348099874536895,0.051954545,338,0.08457451847191133,0.0
청약경쟁률,0.10866852968393348,0.10837048,660,0.20342539122318962,0.0
공모후 발행주식수,0.020118360905279124,0.023945484,108,0.013114436904555922,0.0032258064516129115
최대주주 소유주 비율,0.022876083865641127,0.019882265,144,0.02614780828232327,0.0
최대주주 보호예수 기간,0.009955543538073552,0.01570351,35,0.0023217918499764526,0.0
보호예수 비율,0.03291805841870059,0.023284012,222,0.028578976940883693,0.0
총부채,0.02306952492640303,0.02515373,74,0.01692314967246687,0.0
자본금,0.023807356499755076,0.027268142,130,0.025343150531353647,0.0
영업이익,0.028842195835401912,0.020273618,90,0.021699568457811985,0.0012903225806451756
부채비율,0.019137917336700262,0.01581257,207,0.01107666414908886,0.0
유동비율,0.020091827858414738,0.021338172,147,0.018591950008224715,0.0
당기순이익률,0.023564458427686508,0.020751758,130,0.009091488019920373,0.0
ROE,0.02189982540212208,0.02310705,219,0.016290219929650077,0.0
EPS,0.028244977990659233,0.026733054,141,0.014326605824199513,0.0
EV/영업이익,0.019661141783729866,0.022238623,141,0.018805279908940698,0.0
부채비율 변화율,0.021368506895350827,0.023980593,130,0.029131742700715734,0.0
유동비율 변화율,0.0240937391830477,0.029454553,138,0.03827388387455866,0.0
영업이익률 변화율,0.01933521917711487,0.01711428,130,0.004885493136396207,0.0
당기순이익률 변화율,0.02046893291904263,0.020027101,111,0.008476830827194273,0.0
매출액 변화율,0.022977787344364054,0.018928874,99,0.008609765738842569,0.0
ROE 변화율,0.023678107816922117,0.01874156,179,0.031125421785375185,0.0
EPS 변화율,0.029886282055184687,0.02251486,177,0.02602256599397895,0.0
EV/영업이익 변화율,0.02147067991673589,0.015458564,143,0.005296226417932416,0.0
DLR,0.016457586967327843,0.016280442,59,0.013910373015381325,0.0
PPI (%),0.04835710339399275,0.037741166,173,0.040395384629296434,0.0
기업경기실사지수(BSI),0.01645973473168144,0.024606606,40,0.012268223130128762,0.0
소비심리지수(CSI),0.018975831860507532,0.02045839,205,0.020712861092692856,0.0
외환보유액,0.022848375457780113,0.028209724,212,0.01424182055631725,0.0
원달러 환율,0.022306018337441662,0.021807944,161,0.020690165135068644,0.0
통화량 (M2),0.03428833671368147,0.038523253,83,0.008112071354646732,0.0
기준금리,0.011246658974870679,0.019850565,59,0.0038372203473186783,0.0
국고채 금리 스프레드,0.018897747660053924,0.028998952,81,0.03181083286015864,0.0
무역수지,0.020594003633626706,0.032428544,187,0.03552076061171291,0.0
