,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06531555685838025,0.04418803,224,0.036429279526129565,0.0
의무보유확약비율,0.109120856551809,0.08261937,336,0.11916634472045042,0.0
(확정)공모가격,0.05980945910021052,0.0681697,238,0.09974695458634109,0.0
청약경쟁률,0.12289902477683336,0.15275688,429,0.2419210937273184,0.0
공모후 발행주식수,0.023319210118084133,0.02486622,147,0.01669757641020328,0.00838709677419348
최대주주 소유주 비율,0.025323536711364055,0.025759187,135,0.01242892932866435,0.0
최대주주 보호예수 기간,0.01723276986422015,0.029958073,27,0.0015247305986585882,0.0
보호예수 비율,0.045210473844216205,0.02504944,185,0.05772052457871195,0.0
총부채,0.026593005339152948,0.041015055,61,0.019675239458220792,0.0
자본금,0.027953148742927966,0.038087755,92,0.030518013942420135,0.005806451612903163
영업이익,0.03591101278781571,0.027015721,85,0.028548242694148407,0.01870967741935481
부채비율,0.02303642088098227,0.024055751,130,0.019676315949490042,0.0
유동비율,0.026902789654847093,0.030570436,131,0.022221026617490983,0.0
당기순이익률,0.025040022777063298,0.023757813,102,0.01362450951998537,0.0
ROE,0.021531171380895414,0.031776667,197,0.035855332885659855,0.0
EPS,0.030718678617538978,0.027270501,93,0.008627826293527124,0.0
EV/영업이익,0.0227917057178558,0.025699554,113,0.011635271999383802,0.0
부채비율 변화율,0.02803372756757329,0.03520025,81,0.026915046252062456,0.0
유동비율 변화율,0.028731814551465798,0.034396164,126,0.021820399782538302,0.0
영업이익률 변화율,0.021374855279432947,0.027164524,106,0.008481266976137209,0.0
당기순이익률 변화율,0.02705457825718567,0.02276681,87,0.017543388055552032,0.0
매출액 변화율,0.030313517744360332,0.028906077,80,0.007553354830571273,-0.006451612903225823
ROE 변화율,0.02871290787956866,0.024795506,125,0.024136049973903166,0.0
EPS 변화율,0.03751704914516767,0.021409068,166,0.030907028552768227,0.0
EV/영업이익 변화율,0.021396820497790243,0.021110816,83,0.009944023726593398,0.0
DLR,0.018905265292489697,0.02144615,70,0.021414008726903952,0.0
PPI (%),0.04925062006076866,0.040188495,109,0.05526822028616571,0.0
