,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.07783613079720492,0.05524985,33,0.058553356374940274,0.0
의무보유확약비율,0.10825392641377239,0.06423868,52,0.12996920046719698,0.0
(확정)공모가격,0.05257661206434333,0.05696848,31,0.10179880782957651,0.0
청약경쟁률,0.13137596516965167,0.11872265,41,0.20027880398981115,0.0
공모후 발행주식수,0.026080471266946115,0.036383294,7,0.015429356538958055,0.0
최대주주 소유주 비율,0.028649665786585295,0.028988434,17,0.05948122139663663,0.0
최대주주 보호예수 기간,0.013189348603270262,0.024022024,3,1.9053401701301856e-05,0.0
보호예수 비율,0.04234991202413339,0.0323274,17,0.004917336184152865,0.0
총부채,0.026668160393757707,0.03112186,5,0.003445604673262139,0.0
자본금,0.03192225562679268,0.028462654,14,0.017263506458843805,0.0
영업이익,0.0347190699503107,0.029350832,14,0.05587765127594426,0.0012903225806451645
매출액,0.03007793218017824,0.032717016,12,0.014692226029930209,0.0
부채비율,0.025419445115150735,0.018508611,14,0.03092369617105974,0.0
유동비율,0.027651283602226205,0.021485599,8,0.030756123006142794,0.0
영업이익률,0.024864069356294725,0.02514736,6,0.006081250887449566,0.0
당기순이익률,0.026922575035051858,0.025492921,11,0.018434344678587573,0.0
ROE,0.03092887877000807,0.027880093,20,0.02138859239816581,0.0
EPS,0.034315383151931875,0.037901472,8,0.02748216723017382,0.0
EV/영업이익,0.02726799685942828,0.030456621,22,0.028550788900846755,0.0
기업경기실사지수(BSI),0.01750539496570306,0.034477007,3,0.012197803846544283,0.0
소비심리지수(CSI),0.02679049899292403,0.025490837,21,0.018323949177975682,0.0
수출입 물량지수,0.022590083254646554,0.03612724,22,0.02787795967631727,0.0
외환보유액,0.032228920998288446,0.042489175,23,0.020817506670658754,0.0
원달러 환율,0.027786990864760327,0.036209144,14,0.009580152022824247,0.0
통화량 (M2),0.03718864433601549,0.03998514,6,0.024775658308649827,0.0
기준금리,0.012153974520386555,0.028117701,3,0.011916254882623068,0.0
국고채 금리 스프레드,0.02268640990023696,0.031677894,14,0.04916762752102685,0.0
