,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.051186132130191256,0.025159923,214,0.013595588782734118,0.0
의무보유확약비율,0.08125904093332517,0.05172456,415,0.12302230841536908,0.0
(확정)공모가격,0.041096062961798456,0.051507547,255,0.0837509754620266,0.0
청약경쟁률,0.10465954124328189,0.112659134,531,0.23000485904312915,0.0
공모후 발행주식수,0.019987063018275134,0.020785451,123,0.012832385843937599,0.0032258064516129115
최대주주 소유주 비율,0.02003866581184453,0.015493753,149,0.010656178891201271,0.0
최대주주 보호예수 기간,0.010644049477371978,0.016896285,32,0.0018797277620423143,0.0
보호예수 비율,0.02691889792784914,0.021355743,209,0.0293697984971456,0.0
총부채,0.020457184417402158,0.030055583,61,0.01803788105163574,0.0
자본금,0.024044509653404295,0.025246525,77,0.018515372381135056,0.0
영업이익,0.028718257788033462,0.020205759,106,0.02896066246234819,0.0012903225806451756
부채비율,0.017163844873098962,0.014560304,99,0.013167457246058209,0.0
유동비율,0.01808952846461165,0.026344638,121,0.019250172460026804,0.0
당기순이익률,0.020322632212151404,0.018439904,100,0.008606416871093127,0.0
ROE,0.01850171409653184,0.03747303,184,0.01692410642212658,0.0
EPS,0.025863075781768576,0.021425277,82,0.012007083249436338,0.0
EV/영업이익,0.017541608163869314,0.016393725,107,0.0029569703787342403,0.0
부채비율 변화율,0.02105994261555875,0.027289294,118,0.032743160554968974,0.0
유동비율 변화율,0.020317320688629098,0.026509533,118,0.024071719758839462,0.0
영업이익률 변화율,0.019650176276354164,0.0121212965,127,0.012022571285083659,0.0
당기순이익률 변화율,0.01788110404999866,0.017331159,62,0.005873770719139756,0.0
매출액 변화율,0.01795287378349183,0.010547253,71,0.0033194439063256435,0.0
ROE 변화율,0.019774966555246173,0.017138822,145,0.0017907976419638556,0.0
EPS 변화율,0.031205542478637136,0.027428556,141,0.02297246961650624,0.0
EV/영업이익 변화율,0.017133501901392432,0.008581681,115,0.007650133851464955,0.0
DLR,0.016154528119512915,0.019160507,39,0.006621390722637215,0.0
PPI (%),0.04974892463331626,0.052496903,157,0.041878540181719374,0.0
기업경기실사지수(BSI),0.01605607790299697,0.037905067,43,0.0006916394354687188,0.0
소비심리지수(CSI),0.017136955272527378,0.016793527,153,0.023712117255755776,0.0
외환보유액,0.020585166843467208,0.024323825,116,0.009807221291945277,0.0
원달러 환율,0.022057580037540894,0.023538835,124,0.028263582841898383,0.0
통화량 (M2),0.028759694820257142,0.029443044,59,0.010022503279024854,0.0
기준금리,0.00948428490023004,0.02309853,39,0.014145231615801694,0.0
국고채 금리 스프레드,0.015608381579259666,0.01689293,72,0.01670591900457362,0.0
무역수지,0.01813708218066014,0.033336125,125,0.013554296733166346,0.0
KOSPI_1001,0.016614898492372243,0.013573248,127,0.012921873417295145,0.0
산업코스피,0.017965949202840344,0.019141726,124,0.006878449918209807,0.0
대표매매감정점수,0.0402232387109015,0.01762099,239,0.060815221748031376,0.0
