,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.08732438562351165,0.058677673,528,0.03953943900653864,0.0
의무보유확약비율,0.1168640244354692,0.094968446,746,0.14910527800535806,0.0
(확정)공모가격,0.07449858782440419,0.08897334,463,0.11739975638676263,0.0
청약경쟁률,0.16261471866405075,0.21559352,822,0.28842474706623816,0.0
공모후 발행주식수,0.04206048268438862,0.043213982,411,0.02077501110939719,-0.002580645161290285
최대주주 소유주 비율,0.04420394060105461,0.038592376,478,0.041394236618663094,0.0
최대주주 보호예수 기간,0.020289557135399705,0.03837359,103,0.010583489662704526,0.0
부채비율 변화율,0.03883711351929702,0.05036963,446,0.021437903000338737,0.0
유동비율 변화율,0.04811928438095733,0.043630194,566,0.039090447773708924,0.0
영업이익률 변화율,0.04079731238232568,0.036168437,404,0.023359703466141243,0.0
당기순이익률 변화율,0.04154601077895339,0.043277133,332,0.024918512446893602,0.0
매출액 변화율,0.052465904701676246,0.03825069,421,0.03684226996142567,0.002580645161290329
ROE 변화율,0.0389902614379148,0.040744636,410,0.031764019301868895,0.0
EPS 변화율,0.059839636664134666,0.045432765,532,0.040160132573247465,0.0
EV/영업이익 변화율,0.03459320017904901,0.02647351,486,0.03468875289128982,0.0
DLR,0.031049472575684554,0.03909749,236,0.017048923446007173,0.0
PPI (%),0.06590610641172846,0.05816259,308,0.06346737728341607,0.0
