,Accuracy,Precision,Recall,F1-score
RandomForest,0.7741935483870968,0.5234204793028322,0.49906629318394025,0.5017921146953405
XGBoost,0.8064516129032258,0.7109465737514519,0.5839002267573696,0.6154244306418218
LightGBM,0.7806451612903226,0.632029897001185,0.5734293717486995,0.5924016800305459
GradientBoosting,0.6838709677419355,0.5133883883883884,0.49106309190342806,0.49437334192325116
LogisticRegression,0.6258064516129033,0.543859649122807,0.33306655995731627,0.26882051282051284
