,Accuracy,Precision,Recall,F1-score
RandomForest,0.7612903225806451,0.5201558265582656,0.48285981059090305,0.48636173653891585
XGBoost,0.7419354838709677,0.6361791093248893,0.6479258370014672,0.6404440919904838
LightGBM,0.7161290322580646,0.6157592407592408,0.6249166333199946,0.6180809983832392
GradientBoosting,0.7354838709677419,0.5570390149829402,0.5370814992663732,0.5444444444444445
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
