,Accuracy,Precision,Recall,F1-score
RandomForest,0.7741935483870968,0.5135552746172215,0.5084700546885421,0.5074317552531893
XGBoost,0.7032258064516129,0.5934782608695652,0.5659597172202214,0.5779505785630109
LightGBM,0.6903225806451613,0.5233660130718955,0.5101373882886489,0.5159595959595961
GradientBoosting,0.6451612903225806,0.5295263768355133,0.639655862344938,0.549552510215036
LogisticRegression,0.6258064516129033,0.543859649122807,0.33306655995731627,0.26882051282051284
