,Accuracy,Precision,Recall,F1-score
RandomForest,0.8129032258064516,0.5596016184251478,0.5288782179538482,0.5339972103042181
XGBoost,0.7612903225806451,0.6293832823649337,0.6028411364545818,0.6119693510997858
LightGBM,0.7741935483870968,0.6082350371341197,0.5637588368680806,0.5801984312503247
GradientBoosting,0.7290322580645161,0.4955406911928651,0.48779511804721887,0.49083052635160423
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
