,Accuracy,Precision,Recall,F1-score
RandomForest,0.7677419354838709,0.5194444444444445,0.49253034547152197,0.49534172533959175
XGBoost,0.7290322580645161,0.5944444444444444,0.5242763772175537,0.5458689458689459
LightGBM,0.7548387096774194,0.617063492063492,0.5441509937308256,0.5668701668701669
GradientBoosting,0.7096774193548387,0.47251262356873625,0.4650526877417634,0.46654332408263954
LogisticRegression,0.6258064516129033,0.543859649122807,0.33306655995731627,0.26882051282051284
