,Accuracy,Precision,Recall,F1-score
RandomForest,0.7806451612903226,0.517718715393134,0.5150060024009604,0.5134076325565687
XGBoost,0.7548387096774194,0.8293859649122807,0.5410164065626251,0.581277213352685
LightGBM,0.7225806451612903,0.5370370370370371,0.5396825396825397,0.5371505726835676
GradientBoosting,0.7096774193548387,0.4746494066882416,0.4744564492463652,0.4741946831499071
LogisticRegression,0.6258064516129033,0.543859649122807,0.33306655995731627,0.26882051282051284
