,Accuracy,Precision,Recall,F1-score
RandomForest,0.7741935483870968,0.5234204793028322,0.49906629318394025,0.5017921146953405
XGBoost,0.7677419354838709,0.6554197994987468,0.6031079098305988,0.6221216985261929
LightGBM,0.7419354838709677,0.6092828238506167,0.5926370548219287,0.5989431233486302
GradientBoosting,0.7548387096774194,0.6205198358413132,0.6578631452581033,0.6290425531914894
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
