,Accuracy,Precision,Recall,F1-score
RandomForest,0.8129032258064516,0.5462143559488692,0.53828197945845,0.5384158045830573
XGBoost,0.7612903225806451,0.7209415022499135,0.6059757236227824,0.6435411020776874
LightGBM,0.7870967741935484,0.6346564515773946,0.5830999066293184,0.5993477059148701
GradientBoosting,0.7096774193548387,0.5556846044650924,0.5662264905962385,0.5545132195806858
LogisticRegression,0.6258064516129033,0.543859649122807,0.33306655995731627,0.26882051282051284
