,Accuracy,Precision,Recall,F1-score
RandomForest,0.7548387096774194,0.5071428571428571,0.48259303721488594,0.48453168337956054
XGBoost,0.7612903225806451,0.672637250618902,0.6028411364545818,0.6293075684380032
LightGBM,0.7548387096774194,0.6662360034453058,0.5994397759103641,0.6250361495558768
GradientBoosting,0.7677419354838709,0.6234567901234568,0.5603574763238629,0.5807339275913624
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
